module_id,cluster,raw_declarations,declaration_count,token_bag,source
path,boot,Paths Path path cat_path rcons_path take_path pathP cycle cycle_path cycle_catC rot_cycle rotr_cycle sorted sortedP path_sorted path_min_sorted pairwise_sorted sorted_cat_cons PathEq rev_path rev_cycle rev_sorted path_relI cycle_relI sorted_relI SubPath_in sub_in_path sub_in_cycle sub_in_sorted EqPath_in e_e' e'_e eq_in_path eq_in_cycle eq_in_sorted SubPath sub_path sub_cycle sub_sorted eq_path eq_cycle eq_sorted Transitive_in order_path_min_in path_sorted_inE sorted_pairwise_in path_pairwise_in cat_sorted2 sorted_mask_in sorted_filter_in path_mask_in path_filter_in sorted_ltn_nth_in sorted_leq_nth_in Transitive order_path_min path_le leT_tr' path_sortedE sorted_pairwise path_pairwise sorted_mask sorted_filter path_mask path_filter sorted_ltn_nth sorted_leq_nth take_sorted drop_sorted HomoPath path_map cycle_map sorted_map homo_path_in homo_cycle_in homo_sorted_in mono_path_in mono_cycle_in mono_sorted_in homo_path homo_cycle homo_sorted mono_path mono_cycle mono_sorted CycleAll2Rel cycle_all2rel cycle_all2rel_in PreInSuffix prefix_path prefix_sorted infix_sorted suffix_sorted EqSorted subseq_path_in subseq_sorted_in sorted_ltn_index_in sorted_leq_index_in subseq_path subseq_sorted sorted_uniq sorted_eq irr_sorted_eq sorted_ltn_index undup_path undup_sorted sorted_leq_index EqSorted_in sorted_uniq_in sorted_eq_in irr_sorted_eq_in EqPath split splitP splitl splitPl splitr splitPr next_at next prev_at prev next_nth prev_nth mem_next mem_prev ucycleb ucycle ucycle_cycle ucycle_uniq next_cycle prev_cycle rot_ucycle rotr_ucycle mem2 mem2l mem2lf mem2r mem2rf mem2_cat mem2_splice mem2_splice1 mem2_cons mem2_seq1 mem2_last mem2l_cat mem2r_cat mem2lr_splice mem2E split2r splitP2r shorten shorten_spec shortenP SortSeq merge merge_sort_push merge_sort_pop merge_sort_rec sort sort_rec1 sortE count_merge size_merge allrel_merge count_sort pairwise_sort size_merge_sort_push Stability leT_lex merge_stable_path merge_stable_sorted leElex merge_path merge_sorted sorted_merge sorted_sort mergeA SortMap Monotonicity map_merge map_sort merge_map sort_map sorted_sort_in EqSortSeq perm_merge mem_merge merge_uniq perm_sort mem_sort sort_uniq eq_count_merge perm_iota_sort all_merge all_sort size_sort ltn_sorted_uniq_leq gtn_sorted_uniq_geq iota_sorted iota_ltn_sorted Stability_iota lt_lex Fixpoint push_stable pop_stable sort_iota_stable sort_pairwise_stable sort_stable sort_stable_in filter_sort filter_sort_in Stability_mask mask_sort sorted_mask_sort Stability_mask_in le_sT le_sT_total le_sT_tr mask_sort_in sorted_mask_sort_in Stability_subseq subseq_sort sorted_subseq_sort mem2_sort Stability_subseq_in subseq_sort_in sorted_subseq_sort_in mem2_sort_in sort_sorted sort_sorted_in perm_sortP perm_sort_inP homo_sort_map homo_sort_map_in fpath fcycle ufcycle Trajectory traject trajectS trajectSr last_traject traject_iteri size_traject nth_traject trajectD take_traject EqTrajectory eq_fpath eq_fcycle fpathE fpathP fpath_traject looping loopingP trajectP looping_uniq Fcycle nextE mem_fcycle inj_cycle UniqCycle prev_next next_prev cycle_next cycle_prev cycle_from_next cycle_from_prev next_rot prev_rot UniqRotrCycle next_rotr prev_rotr UniqCycleRev prev_rev next_rev MapPath rel_base map_path MapEqPath mem2_map next_map prev_map fun_base CycleArc arc arc_rot left_arc right_arc rot_to_arc_spec rot_to_arc,292,paths path path cat path rcons path take path path cycle cycle path cycle cat rot cycle rotr cycle sorted sorted path sorted path min sorted pairwise sorted sorted cat cons path eq rev path rev cycle rev sorted path rel cycle rel sorted rel sub path in sub in path sub in cycle sub in sorted eq path in e' e' eq in path eq in cycle eq in sorted sub path sub path sub cycle sub sorted eq path eq cycle eq sorted transitive in order path min in path sorted in sorted pairwise in path pairwise in cat sorted2 sorted mask in sorted filter in path mask in path filter in sorted ltn nth in sorted leq nth in transitive order path min path le le tr' path sorted sorted pairwise path pairwise sorted mask sorted filter path mask path filter sorted ltn nth sorted leq nth take sorted drop sorted homo path path map cycle map sorted map homo path in homo cycle in homo sorted in mono path in mono cycle in mono sorted in homo path homo cycle homo sorted mono path mono cycle mono sorted cycle all2rel cycle all2rel cycle all2rel in pre in suffix prefix path prefix sorted infix sorted suffix sorted eq sorted subseq path in subseq sorted in sorted ltn index in sorted leq index in subseq path subseq sorted sorted uniq sorted eq irr sorted eq sorted ltn index undup path undup sorted sorted leq index eq sorted in sorted uniq in sorted eq in irr sorted eq in eq path split split splitl split pl splitr split pr next at next prev at prev next nth prev nth mem next mem prev ucycleb ucycle ucycle cycle ucycle uniq next cycle prev cycle rot ucycle rotr ucycle mem2 mem2l mem2lf mem2r mem2rf mem2 cat mem2 splice mem2 splice1 mem2 cons mem2 seq1 mem2 last mem2l cat mem2r cat mem2lr splice mem2e split2r split p2r shorten shorten spec shorten sort seq merge merge sort push merge sort pop merge sort rec sort sort rec1 sort count merge size merge allrel merge count sort pairwise sort size merge sort push stability le lex merge stable path merge stable sorted le elex merge path merge sorted sorted merge sorted sort merge sort map monotonicity map merge map sort merge map sort map sorted sort in eq sort seq perm merge mem merge merge uniq perm sort mem sort sort uniq eq count merge perm iota sort all merge all sort size sort ltn sorted uniq leq gtn sorted uniq geq iota sorted iota ltn sorted stability iota lt lex fixpoint push stable pop stable sort iota stable sort pairwise stable sort stable sort stable in filter sort filter sort in stability mask mask sort sorted mask sort stability mask in le st le st total le st tr mask sort in sorted mask sort in stability subseq subseq sort sorted subseq sort mem2 sort stability subseq in subseq sort in sorted subseq sort in mem2 sort in sort sorted sort sorted in perm sort perm sort in homo sort map homo sort map in fpath fcycle ufcycle trajectory traject traject traject sr last traject traject iteri size traject nth traject traject take traject eq trajectory eq fpath eq fcycle fpath fpath fpath traject looping looping traject looping uniq fcycle next mem fcycle inj cycle uniq cycle prev next next prev cycle next cycle prev cycle from next cycle from prev next rot prev rot uniq rotr cycle next rotr prev rotr uniq cycle rev prev rev next rev map path rel base map path map eq path mem2 map next map prev map fun base cycle arc arc arc rot left arc right arc rot to arc spec rot to arc,v_file
all_field,field,,0,,skipped
qfpoly,field,DomainDef monic_irreducible_poly qfpoly iDomain finIDomain Field mk_monicE coprimep_unit qpoly_mulVp qpoly_inv0 FinField card_qfpoly card_qfpoly_gt1 inPoly in_qpoly_comp_horner map_poly_div_inj finPoly qfpoly_const map_fpoly_div_inj Splitting qfpoly_splitting_field_type PrimitivePoly sh_gt1 primitive_poly primitive_polyP primitive_mi primitive_poly_in_qpoly_eq0 card_primitive_qpoly qX_neq0 qX_in_unit gX dvdp_order gX_order gX_all pred_card_qT_gt0 qlogp qlogp_lt qlogp_qX qX_order_card qX_order_dvd qlogp0 qlogp1 qlogp_eq0 qX_exp_neq0 qX_exp_inj powX_eq_mod qX_expK qlogpD Plogp plogp plogp_lt plogp_X plogp0 plogp1 plogp_div_eq0 plogpD,56,domain def monic irreducible poly qfpoly domain fin domain field mk monic coprimep unit qpoly mul vp qpoly inv0 fin field card qfpoly card qfpoly gt1 in poly in qpoly comp horner map poly div inj fin poly qfpoly const map fpoly div inj splitting qfpoly splitting field type primitive poly sh gt1 primitive poly primitive poly primitive mi primitive poly in qpoly eq0 card primitive qpoly qx neq0 qx in unit gx dvdp order gx order gx all pred card qt gt0 qlogp qlogp lt qlogp qx qx order card qx order dvd qlogp0 qlogp1 qlogp eq0 qx exp neq0 qx exp inj pow eq mod qx exp qlogp plogp plogp plogp lt plogp plogp0 plogp1 plogp div eq0 plogp,v_file
algnum,field,MoreAlgCaut alg_num_field rmorphZ_num fmorph_numZ algC_PET num_field_exists in_Crat_span Crat_span_subproof Crat_span Crat_spanP mem_Crat_span Crat_span_zmod_closed NumFieldProj Crat_spanZ Crat_spanM num_field_proj restrict_aut_to_num_field map_Qnum_poly restrict_aut_to_normal_num_field dec_Cint_span Cint_span Cint_spanP mem_Cint_span Cint_span_zmod_closed extend_algC_subfield_aut Qn_aut_exists Aint root_monic_Aint Cint_rat_Aint Aint_Cint Aint_int Aint0 Aint1 Aint_unity_root Aint_prim_root Aint_Cnat Aint_subring_exists AlgIntSubring fin_Csubring_Aint Aint_aut dvdA dvdA_zmod_closed eqAmod eqAmod_refl eqAmod_sym eqAmod_trans eqAmod_transl eqAmod_transr eqAmod0 eqAmodN eqAmodDr eqAmodDl eqAmodD eqAmodm0 eqAmodMr eqAmodMl eqAmodMl0 eqAmodMr0 eqAmod_addl_mul eqAmodM eqAmod_rat eqAmod0_rat eqAmod_nat eqAmod0_nat orderC exp_orderC dvdn_orderC,67,more alg caut alg num field rmorph num fmorph num alg pet num field exists in crat span crat span subproof crat span crat span mem crat span crat span zmod closed num field proj crat span crat span num field proj restrict aut to num field map qnum poly restrict aut to normal num field dec cint span cint span cint span mem cint span cint span zmod closed extend alg subfield aut qn aut exists aint root monic aint cint rat aint aint cint aint int aint0 aint1 aint unity root aint prim root aint cnat aint subring exists alg int subring fin csubring aint aint aut dvd dvd zmod closed eq amod eq amod refl eq amod sym eq amod trans eq amod transl eq amod transr eq amod0 eq amod eq amod dr eq amod dl eq amod eq amodm0 eq amod mr eq amod ml eq amod ml0 eq amod mr0 eq amod addl mul eq amod eq amod rat eq amod0 rat eq amod nat eq amod0 nat order exp order dvdn order,v_file
algC,field,Record Context nz2 mul2I sqrt sqrtK sqrtE i sqrMi iJ norm normK normE norm_eq0 normM normN le lt posE leB posP posJ pos_linear sposDl sposD normD Algebraics Type Implementation L conjL conjL_K conjL_nt L' cfType QtoL pQtoL rootQtoL eq_root eq_root_is_equiv eq_root_equiv type CtoL CtoL_inj CtoL_P LtoC_subproof LtoC LtoC_K CtoL_K zero add opp addA addC add0 addN CtoL_is_zmod_morphism CtoL_is_additive one mul inv mulA mulC mul1 mulD one_nz CtoL_is_monoid_morphism CtoL_is_multiplicative mulVf inv0 closedFieldAxiom conj_subproof conj_is_nmod_morphism conj_is_semi_additive conj_is_zmod_morphism conj_is_additive conj_is_monoid_morphism conj_is_multiplicative conj conjK conj_nt conjMixin algebraic archimedean isCountable divisor Internals algCi_subproof getCrat_spec getCrat_subproof minCpoly_subproof algC_divisor int_divisor nat_divisor Import algC algCeq algCzmod algCnzRing algCring algCuring algCnum algCfield algCnumField algCnumClosedField Creal getCrat Crat minCpoly nat_divisor int_divisor algC_divisor nCdivE zCdivE CdivE dvdC eqCmod HBExports AlgebraicsTheory intr_inj_ZtoC eqC_nat leC_nat ltC_nat Cpchar CratrE CintrE nz2 algC_algebraic algCrect algCreal_Re algCreal_Im dvdCP dvdCP_nat dvdC0 dvd0C dvdC_mull dvdC_mulr dvdC_mul2r dvdC_mul2l dvdC_trans dvdC_refl dvdC_zmod dvdC_nat dvdC_int eqCmod_refl eqCmodm0 eqCmod0 eqCmod_sym eqCmod_trans eqCmod_transl eqCmod_transr eqCmodN eqCmodDr eqCmodDl eqCmodD eqCmod_nat eqCmod0_nat eqCmodMr eqCmodMl eqCmodMl0 eqCmodMr0 eqCmod_addl_mul eqCmodM ratCK getCratK Crat_rat CratP Crat0 Crat1 Crat_divring_closed rpred_Crat conj_Crat Creal_Crat Cint_rat minCpolyP minCpoly_monic minCpoly_eq0 root_minCpoly size_minCpoly AutC aut_Crat Crat_aut algC_invaut_subproof algC_invaut algC_invautK algC_autK algC_invaut_is_zmod_morphism algC_invaut_is_additive algC_invaut_is_monoid_morphism algC_invaut_is_multiplicative minCpoly_aut Cchar algR total_algR algRval_is_zmod_morphism algRval_is_additive algRval_is_monoid_morphism algRval_is_multiplicative algR_norm algR_ler_normD algR_normr0_eq0 algR_normrMn algR_normrN Num withz z algR_addr_gt0 algR_ger_leVge algR_normrM algR_ler_def algR_archiFieldMixin algR_pfactor algC_pfactor algR_pfactorRE algC_pfactorRE algR_pfactorCE algC_pfactorCE algC_pfactorE size_algC_pfactor size_algR_pfactor algC_pfactor_eq0 algR_pfactor_eq0 algC_pfactorCgt0 algR_pfactorR_mul_gt0 monic_algC_pfactor monic_algR_pfactor poly_algR_pfactor algR_rcfMixin,228,record context nz2 mul2i sqrt sqrt sqrt sqr mi ij norm norm norm norm eq0 norm norm le lt pos le pos pos pos linear spos dl spos norm algebraics type implementation conj conj conj nt l' cf type qto qto root qto eq root eq root is equiv eq root equiv type cto cto inj cto lto subproof lto lto cto zero add opp add add add0 add cto is zmod morphism cto is additive one mul inv mul mul mul1 mul one nz cto is monoid morphism cto is multiplicative mul vf inv0 closed field axiom conj subproof conj is nmod morphism conj is semi additive conj is zmod morphism conj is additive conj is monoid morphism conj is multiplicative conj conj conj nt conj mixin algebraic archimedean is countable divisor internals alg ci subproof get crat spec get crat subproof min cpoly subproof alg divisor int divisor nat divisor import alg alg ceq alg czmod alg cnz ring alg cring alg curing alg cnum alg cfield alg cnum field alg cnum closed field creal get crat crat min cpoly nat divisor int divisor alg divisor cdiv cdiv cdiv dvd eq cmod hb exports algebraics theory intr inj zto eq nat le nat lt nat cpchar cratr cintr nz2 alg algebraic alg crect alg creal re alg creal im dvd cp dvd cp nat dvd c0 dvd0c dvd mull dvd mulr dvd mul2r dvd mul2l dvd trans dvd refl dvd zmod dvd nat dvd int eq cmod refl eq cmodm0 eq cmod0 eq cmod sym eq cmod trans eq cmod transl eq cmod transr eq cmod eq cmod dr eq cmod dl eq cmod eq cmod nat eq cmod0 nat eq cmod mr eq cmod ml eq cmod ml0 eq cmod mr0 eq cmod addl mul eq cmod rat ck get crat crat rat crat crat0 crat1 crat divring closed rpred crat conj crat creal crat cint rat min cpoly min cpoly monic min cpoly eq0 root min cpoly size min cpoly aut aut crat crat aut alg invaut subproof alg invaut alg invaut alg aut alg invaut is zmod morphism alg invaut is additive alg invaut is monoid morphism alg invaut is multiplicative min cpoly aut cchar alg total alg alg rval is zmod morphism alg rval is additive alg rval is monoid morphism alg rval is multiplicative alg norm alg ler norm alg normr0 eq0 alg normr mn alg normr num withz alg addr gt0 alg ger le vge alg normr alg ler def alg archi field mixin alg pfactor alg pfactor alg pfactor re alg pfactor re alg pfactor ce alg pfactor ce alg pfactor size alg pfactor size alg pfactor alg pfactor eq0 alg pfactor eq0 alg pfactor cgt0 alg pfactor mul gt0 monic alg pfactor monic alg pfactor poly alg pfactor alg rcf mixin,v_file
separable,field,separable_poly separable_poly_unlockable SeparablePoly separable_poly_neq0 poly_square_freeP separable_polyP separable_coprime separable_nosquare separable_deriv_eq0 dvdp_separable separable_mul eqp_separable separable_root separable_prod_XsubC make_separable separable_map InfinitePrimitiveElementTheorem inFz large_field_PET pchar0_PET char0_PET Separable Derivation Derivation Derivation_mul Derivation_mul_poly DerivationS DerivationAlgebra Derivation1 Derivation_scalar Derivation_exp Derivation_horner separable_element SeparableElement sKxK Kx_x separable_elementP base_separable separable_nz_der separablePn_pchar separable_root_der Derivation_separable ExtendDerivation Dx extendDerivation_zmod_morphism_subproof extendDerivation_scalable_subproof DerivationLinear body extendDerivationLinear extendDerivation extendDerivation_id extendDerivation_horner extendDerivationP Derivation_separableP separablePn separable_elementS adjoin_separableP separable_exponent_pchar separable_exponent pcharf0_separable charf0_separable pcharf_p_separable charf_p_separable pcharf_n_separable charf_n_separable purely_inseparable_element purely_inseparable_elementP_pchar purely_inseparable_elementP separable_inseparable_element base_inseparable sub_inseparable PrimitiveElementTheorem FiniteCase K_is_large cyclic_or_large finite_PET Primitive_Element_Theorem adjoin_separable strong_Primitive_Element_Theorem separable purely_inseparable separable_add separable_sum inseparable_add inseparable_sum separableP purely_inseparableP adjoin_separable_eq separable_inseparable_decomposition separable_generator separable_generator_mem separable_generatorP separable_generator_maximal sub_adjoin_separable_generator eq_adjoin_separable_generator separable_refl separable_trans separableS separableSl separableSr separable_Fadjoin_seq purely_inseparable_refl purely_inseparable_trans,103,separable poly separable poly unlockable separable poly separable poly neq0 poly square free separable poly separable coprime separable nosquare separable deriv eq0 dvdp separable separable mul eqp separable separable root separable prod xsub make separable separable map infinite primitive element theorem in fz large field pet pchar0 pet char0 pet separable derivation derivation derivation mul derivation mul poly derivation derivation algebra derivation1 derivation scalar derivation exp derivation horner separable element separable element kx kx separable element base separable separable nz der separable pn pchar separable root der derivation separable extend derivation dx extend derivation zmod morphism subproof extend derivation scalable subproof derivation linear body extend derivation linear extend derivation extend derivation id extend derivation horner extend derivation derivation separable separable pn separable element adjoin separable separable exponent pchar separable exponent pcharf0 separable charf0 separable pcharf separable charf separable pcharf separable charf separable purely inseparable element purely inseparable element pchar purely inseparable element separable inseparable element base inseparable sub inseparable primitive element theorem finite case is large cyclic or large finite pet primitive element theorem adjoin separable strong primitive element theorem separable purely inseparable separable add separable sum inseparable add inseparable sum separable purely inseparable adjoin separable eq separable inseparable decomposition separable generator separable generator mem separable generator separable generator maximal sub adjoin separable generator eq adjoin separable generator separable refl separable trans separable separable sl separable sr separable fadjoin seq purely inseparable refl purely inseparable trans,v_file
cyclotomic,field,CyclotomicPoly NzRing cyclotomic cyclotomic_monic size_cyclotomic separable_Xn_sub_1 Field n_gt0 root_cyclotomic prod_cyclotomic C_prim_root_exists Cyclotomic Cyclotomic_monic Cintr_Cyclotomic prod_Cyclotomic Cyclotomic0 size_Cyclotomic minCpoly_cyclotomic,18,cyclotomic poly nz ring cyclotomic cyclotomic monic size cyclotomic separable xn sub field gt0 root cyclotomic prod cyclotomic prim root exists cyclotomic cyclotomic monic cintr cyclotomic prod cyclotomic cyclotomic0 size cyclotomic min cpoly cyclotomic,v_file
falgebra,field,Definition FalgType Record Context Record Context FalgebraExports regular_fullv FalgType_proper FalgLfun FalgLfun lfun_mulE lfun_compE InvLfun lfun_invr lfun_mulVr lfun_mulrV lfun_mulRVr lfun_mulrRV lfun_unitrP lfun_invr_out lfun_invE FalgebraTheory amull amulr amull_inj amulr_inj amull_is_linear amull1 amullM amulr_is_linear amulr_is_monoid_morphism amulr_is_multiplicative lker0_amull lker0_amulr lfun1_poly prodv_key prodv prodv_unlockable memv_mul prodvP prodv_line dimv1 dim_prodv vspace1_neq0 vbasis1 prod0v prodv0 prod1v prodv1 prodvS prodvSl prodvSr prodvDl prodvDr prodvA expv expv0 expv1 expv2 expvSl expv0n expv1n expvD expvSr expvM expvS expv_line centraliser1_vspace centraliser_vspace center_vspace cent1vP cent1v1 cent1v_id cent1vX cent1vC centvP centvsP subv_cent1 centv1 centvX centvC centerv_sub cent_centerv is_algid algid_decidable has_algid has_algidP has_algid1 is_aspace aspace clone_aspace aspace1_subproof aspace1 aspacef_subproof aspacef polyOver1P AspaceTheory algid_subproof algid memv_algid algidl algidr unitr_algid1 algid_eq1 algid_neq0 dim_algid adim_gt0 not_asubv0 adim1P asubv memvM prodv_id prodv_sub expv_id limg_amulr memv_cosetP dim_cosetv_unit memvV aspace_cap_subproof aspace_cap centraliser1_is_aspace centraliser1_aspace centraliser_is_aspace centraliser_aspace centv_algid center_aspace algid_center Falgebra_FieldMixin SkewField skew_field_algid1 skew_field_module_semisimple skew_field_module_dimS skew_field_dimS Closure agenv agenvEl agenvEr agenv_modl agenv_modr agenv_is_aspace agenv_aspace agenvE agenvM agenvX sub1_agenv sub_agenv subX_agenv agenv_sub_modl agenv_sub_modr agenv_id agenvS agenv_add_id subv_adjoin subv_adjoin_seq memv_adjoin seqv_sub_adjoin subvP_adjoin adjoin_nil adjoin_cons adjoin_rcons adjoin_seq1 adjoinC adjoinSl adjoin_seqSl adjoin_seqSr SubFalgType subvs_one subvs_mul subvs_mulA subvs_mu1l subvs_mul1 subvs_mulDl subvs_mulDr subvs_scaleAl subvs_scaleAr vsval_unitr vsval_invr AHom Class_Def ahom_in ahom_inP ahomP_tmp ahomP ahom linfun_is_ahom linfun_ahom LRMorphism ahom_is_monoid_morphism ahom_is_multiplicative ahomWin id_is_ahom id_ahom comp_is_ahom comp_ahom aimgM aimg1 aimgX aimg_agen aimg_adjoin aimg_adjoin_seq ker_sub_ahom_is_aspace ker_sub_ahom_aspace fixedSpace_aspace,204,definition falg type record context record context falgebra exports regular fullv falg type proper falg lfun falg lfun lfun mul lfun comp inv lfun lfun invr lfun mul vr lfun mulr lfun mul vr lfun mulr rv lfun unitr lfun invr out lfun inv falgebra theory amull amulr amull inj amulr inj amull is linear amull1 amull amulr is linear amulr is monoid morphism amulr is multiplicative lker0 amull lker0 amulr lfun1 poly prodv key prodv prodv unlockable memv mul prodv prodv line dimv1 dim prodv vspace1 neq0 vbasis1 prod0v prodv0 prod1v prodv1 prodv prodv sl prodv sr prodv dl prodv dr prodv expv expv0 expv1 expv2 expv sl expv0n expv1n expv expv sr expv expv expv line centraliser1 vspace centraliser vspace center vspace cent1v cent1v1 cent1v id cent1v cent1v centv centvs subv cent1 centv1 centv centv centerv sub cent centerv is algid algid decidable has algid has algid has algid1 is aspace aspace clone aspace aspace1 subproof aspace1 aspacef subproof aspacef poly over1p aspace theory algid subproof algid memv algid algidl algidr unitr algid1 algid eq1 algid neq0 dim algid adim gt0 not asubv0 adim1p asubv memv prodv id prodv sub expv id limg amulr memv coset dim cosetv unit memv aspace cap subproof aspace cap centraliser1 is aspace centraliser1 aspace centraliser is aspace centraliser aspace centv algid center aspace algid center falgebra field mixin skew field skew field algid1 skew field module semisimple skew field module dim skew field dim closure agenv agenv el agenv er agenv modl agenv modr agenv is aspace agenv aspace agenv agenv agenv sub1 agenv sub agenv sub agenv agenv sub modl agenv sub modr agenv id agenv agenv add id subv adjoin subv adjoin seq memv adjoin seqv sub adjoin subv adjoin adjoin nil adjoin cons adjoin rcons adjoin seq1 adjoin adjoin sl adjoin seq sl adjoin seq sr sub falg type subvs one subvs mul subvs mul subvs mu1l subvs mul1 subvs mul dl subvs mul dr subvs scale al subvs scale ar vsval unitr vsval invr hom class def ahom in ahom in ahom tmp ahom ahom linfun is ahom linfun ahom lr morphism ahom is monoid morphism ahom is multiplicative ahom win id is ahom id ahom comp is ahom comp ahom aimg aimg1 aimg aimg agen aimg adjoin aimg adjoin seq ker sub ahom is aspace ker sub ahom aspace fixed space aspace,v_file
closed_field,field,ClosedFieldQE ClosedFieldQE fF tF qf polyF qf_simpl cps ret bind cpsif eval rterm qf_eval eval_poly rpoly sizeT qf_red_cps qf_cps qf_cps_ret qf_cps_bind qf_cps_if sizeTP sizeT_qf isnull isnullP isnull_qf lt_sizeT lift eval_lift lead_coefT lead_coefTP lead_coefT_qf amulXnT eval_amulXnT ramulXnT sumpT eval_sumpT rsumpT mulpT eval_mulpT rpoly_map_mul rmulpT opppT eval_opppT natmulpT eval_natmulpT redivp_rec_loopT redivp_rec_loop redivp_rec_loopTP redivp_rec_loopT_qf redivpT redivp_rec_loopP redivpTP redivpT_qf rmodpT rdivpT rscalpT rdvdpT rgcdp_loop rgcdp_loopT rgcdp_loopP rgcdp_loopT_qf rgcdpT rgcdpTP rgcdpT_qf rgcdpTs rgcdpTsP rgcdpTs_qf rgdcop_recT rgdcop_recTP rgdcop_recT_qf rgdcopT rgdcopTP rgdcopT_qf ex_elim_seq ex_elim_seqP ex_elim_seq_qf abstrX abstrXP rabstrX abstrX_mulM abstrX1 eval_poly_mulM eval_poly1 abstrX_bigmul eval_bigmul bigmap_id rseq_poly_map ex_elim ex_elim_qf holds_conj holds_conjn holds_ex_elim wf_ex_elim Record Context countable_field_extension countable_algebraic_closure,99,closed field qe closed field qe ff tf qf poly qf simpl cps ret bind cpsif eval rterm qf eval eval poly rpoly size qf red cps qf cps qf cps ret qf cps bind qf cps if size tp size qf isnull isnull isnull qf lt size lift eval lift lead coef lead coef tp lead coef qf amul xn eval amul xn ramul xn sump eval sump rsump mulp eval mulp rpoly map mul rmulp oppp eval oppp natmulp eval natmulp redivp rec loop redivp rec loop redivp rec loop tp redivp rec loop qf redivp redivp rec loop redivp tp redivp qf rmodp rdivp rscalp rdvdp rgcdp loop rgcdp loop rgcdp loop rgcdp loop qf rgcdp rgcdp tp rgcdp qf rgcdp ts rgcdp ts rgcdp ts qf rgdcop rec rgdcop rec tp rgdcop rec qf rgdcop rgdcop tp rgdcop qf ex elim seq ex elim seq ex elim seq qf abstr abstr xp rabstr abstr mul abstr x1 eval poly mul eval poly1 abstr bigmul eval bigmul bigmap id rseq poly map ex elim ex elim qf holds conj holds conjn holds ex elim wf ex elim record context countable field extension countable algebraic closure,v_file
algebraics_fundamentals,field,rat_algebraic_archimedean decidable_embedding rat_algebraic_decidable minPoly_decidable_closure alg_integral Fundamental_Theorem_of_Algebraics,6,rat algebraic archimedean decidable embedding rat algebraic decidable min poly decidable closure alg integral fundamental theorem of algebraics,v_file
