module_id,cluster,raw_declarations,declaration_count,token_bag,source
jordanholder,solvable,section mkSec pair_of_section quotient_of_section section_group Sections section_group section_isog section_repr mksrepr section_reprP section_repr_isog mkfactors CompositionSeries comps compsP trivg_comps comps_cons simple_compsP exists_comps JordanHolderUniqueness MoreGroupAction gactsP gactsM gactsI gastabsP MoreQuotientAction qact_dom_doms acts_qact_doms qacts_cosetpre qacts_coset StableCompositionSeries maxainv MaxAinvProps maxainv_norm maxainv_proper maxainv_sub maxainv_ainvar maxainvS maxainv_exists maxainvM asimple asimpleP acomps acompsP trivg_acomps acomps_cons asimple_acompsP exists_acomps StrongJordanHolder AuxiliaryLemmas maxainv_asimple_quo asimple_quo_maxainv asimpleI StrongJordanHolderUniqueness,55,section mk sec pair of section quotient of section section group sections section group section isog section repr mksrepr section repr section repr isog mkfactors composition series comps comps trivg comps comps cons simple comps exists comps jordan holder uniqueness more group action gacts gacts gacts gastabs more quotient action qact dom doms acts qact doms qacts cosetpre qacts coset stable composition series maxainv max ainv props maxainv norm maxainv proper maxainv sub maxainv ainvar maxainv maxainv exists maxainv asimple asimple acomps acomps trivg acomps acomps cons asimple acomps exists acomps strong jordan holder auxiliary lemmas maxainv asimple quo asimple quo maxainv asimple strong jordan holder uniqueness,v_file
finmodule,solvable,FiniteModule fmod_of OneFinMod f2sub_magma f2sub_baseGroup sub2f fmval fmod actr fmod_opp fmod_add fmod_add0r fmod_addrA fmod_addNr fmod_addrC fmodP fmod_inj congr_fmod fmvalA fmvalN fmval0 fmval_morphism fmval_sum fmvalZ fmodKcond fmodK fmvalK fmod1 fmodM fmod_morphism fmodX fmodV injm_fmod fmvalJcond fmvalJ fmodJ actr_is_action actr_action act0r actAr actr_sum actNr actZr actr_is_groupAction actr_groupAction actr1 actrM actrK actrKV Exports Gaschutz sHG nHG m Gaschutz_split Gaschutz_transitive coprime_abel_cent_TI Transfer transfer_morph_subproof fmalpha V transfer transferM transfer_morphism transfer_indep FactorTransfer sgG H_g_rcosets n_ mulg_exp_card_rcosets HGg partHG actsgHG partHGg injHGg defHGg rcosets_cycle_partition sXG rcosets_cycle_transversal injHg sum_index_rcosets_cycle transfer_cycle_expansion,82,finite module fmod of one fin mod f2sub magma f2sub base group sub2f fmval fmod actr fmod opp fmod add fmod add0r fmod addr fmod add nr fmod addr fmod fmod inj congr fmod fmval fmval fmval0 fmval morphism fmval sum fmval fmod kcond fmod fmval fmod1 fmod fmod morphism fmod fmod injm fmod fmval jcond fmval fmod actr is action actr action act0r act ar actr sum act nr act zr actr is group action actr group action actr1 actr actr actr kv exports gaschutz hg hg gaschutz split gaschutz transitive coprime abel cent ti transfer transfer morph subproof fmalpha transfer transfer transfer morphism transfer indep factor transfer sg rcosets mulg exp card rcosets gg part hg actsg hg part gg inj gg def gg rcosets cycle partition xg rcosets cycle transversal inj hg sum index rcosets cycle transfer cycle expansion,v_file
center,solvable,Defs center center_group morphim_center center_igFun center_gFun center_pgFun Center subcentP subcent_sub subcent_norm subcent_normal subcent_char centerP center_sub center1 centerC center_normal sub_center_normal center_abelian center_char center_idP center_class_formula subcent1P subcent1_id subcent1_sub subcent1C subcent1_cycle_sub subcent1_cycle_norm subcent1_cycle_normal cyclic_center_factor_abelian cyclic_factor_abelian Injm injm_center isog_center Product center_prod center_cprod center_bigcprod cprod_center_id center_dprod center_bigdprod Aut_cprod_full CprodBy ker_cprod_by kerHK injgz gzZ gzZchar sgzZZ sZH sZK sgzZG ker_cprod_by_is_group ker_cprod_by_group ker_cprod_by_central cprod_by_key cprod_by_def cprod_by in_cprod in_cprodM in_cprod_morphism ker_in_cprod cpairg1_dom cpair1g_dom cpairg1 cpair1g injm_cpairg1 injH injm_cpair1g injK im_cpair_cent im_cpair im_cpair_cprod eq_cpairZ setI_im_cpair cpair1g_center cpair_center_id cpairg1_center ExtCprodm gH gK xcprodm_cent xcprodmI xcprodm xcprod_morphism xcprodmEl xcprodmEr xcprodmE im_xcprodm im_xcprodml im_xcprodmr injm_xcprodm Aut_cprod_by_full Isomorphism gzZ_lone cprod_by_uniq isog_cprod_by ExtCprod gt_ G_ xcprod_subproof xcprod xcprod_spec xcprodP isog_xcprod IterCprod ncprod_def ncprod_key ncprod ncprod0 center_ncprod0 center_ncprod ncprodS ncprod1 Aut_ncprod_full,116,defs center center group morphim center center ig fun center fun center pg fun center subcent subcent sub subcent norm subcent normal subcent char center center sub center1 center center normal sub center normal center abelian center char center id center class formula subcent1p subcent1 id subcent1 sub subcent1c subcent1 cycle sub subcent1 cycle norm subcent1 cycle normal cyclic center factor abelian cyclic factor abelian injm injm center isog center product center prod center cprod center bigcprod cprod center id center dprod center bigdprod aut cprod full cprod by ker cprod by ker hk injgz gz gz zchar sgz zz zh zk sgz zg ker cprod by is group ker cprod by group ker cprod by central cprod by key cprod by def cprod by in cprod in cprod in cprod morphism ker in cprod cpairg1 dom cpair1g dom cpairg1 cpair1g injm cpairg1 inj injm cpair1g inj im cpair cent im cpair im cpair cprod eq cpair set im cpair cpair1g center cpair center id cpairg1 center ext cprodm gh gk xcprodm cent xcprodm xcprodm xcprod morphism xcprodm el xcprodm er xcprodm im xcprodm im xcprodml im xcprodmr injm xcprodm aut cprod by full isomorphism gz lone cprod by uniq isog cprod by ext cprod gt xcprod subproof xcprod xcprod spec xcprod isog xcprod iter cprod ncprod def ncprod key ncprod ncprod0 center ncprod0 center ncprod ncprod ncprod1 aut ncprod full,v_file
sylow,solvable,ModP pgroup_fix_mod ModularGroupAction nontrivial_gacent_pgroup pcore_sub_astab_irr pcore_faithful_irr_act Sylow Sylow's_theorem max_pgroup_Sylow Sylow_superset Sylow_exists Syl_trans Sylow_trans Sylow_subJ Sylow_Jsub card_Syl card_Syl_dvd card_Syl_mod Frattini_arg MoreSylow Sylow_setI_normal normal_sylowP trivg_center_pgroup p2group_abelian card_p2group_abelian Sylow_transversal_gen Sylow_gen SomeHall Hall_pJsub Hall_psubJ Hall_setI_normal coprime_mulG_setI_norm Nilpotent pgroup_nil pgroup_sol small_nil_class nil_class2 nil_class3 nilpotent_maxp_normal nilpotent_Hall_pcore nilpotent_pcore_Hall nilpotent_pcoreC sub_nilpotent_cent2 pi_center_nilpotent Sylow_subnorm nil_class_pgroup Zgroup Zgroups ZgroupS morphim_Zgroup nil_Zgroup_cyclic NilPGroups normal_pgroup Baer_Suzuki,54,mod pgroup fix mod modular group action nontrivial gacent pgroup pcore sub astab irr pcore faithful irr act sylow sylow's theorem max pgroup sylow sylow superset sylow exists syl trans sylow trans sylow sub sylow jsub card syl card syl dvd card syl mod frattini arg more sylow sylow set normal normal sylow trivg center pgroup p2group abelian card p2group abelian sylow transversal gen sylow gen some hall hall jsub hall psub hall set normal coprime mul set norm nilpotent pgroup nil pgroup sol small nil class nil class2 nil class3 nilpotent maxp normal nilpotent hall pcore nilpotent pcore hall nilpotent pcore sub nilpotent cent2 pi center nilpotent sylow subnorm nil class pgroup zgroup zgroups zgroup morphim zgroup nil zgroup cyclic nil groups normal pgroup baer suzuki,v_file
all_solvable,solvable,,0,,skipped
extraspecial,solvable,Pextraspecial Construction act actP action gactP groupAction gtype_key gtype ngtype ngtypeQ ExponentPextraspecialTheory p_gt1 p_gt0 card_pX1p2 Grp_pX1p2 pX1p2_pgroup pX1p2_extraspecial exponent_pX1p2 isog_pX1p2 GeneralExponentPextraspecialTheory pX1p2id pX1p2S card_pX1p2n pX1p2n_pgroup exponent_pX1p2n pX1p2n_extraspecial Ohm1_extraspecial_odd isog_pX1p2n isog_2X1p2 Q8_extraspecial DnQ_P card_DnQ DnQ_pgroup DnQ_extraspecial card_isog8_extraspecial isog_2extraspecial rank_Dn rank_DnQ not_isog_Dn_DnQ,40,pextraspecial construction act act action gact group action gtype key gtype ngtype ngtype exponent pextraspecial theory gt1 gt0 card x1p2 grp x1p2 x1p2 pgroup x1p2 extraspecial exponent x1p2 isog x1p2 general exponent pextraspecial theory x1p2id x1p2s card x1p2n x1p2n pgroup exponent x1p2n x1p2n extraspecial ohm1 extraspecial odd isog x1p2n isog 2x1p2 q8 extraspecial dn card dn dn pgroup dn extraspecial card isog8 extraspecial isog 2extraspecial rank dn rank dn not isog dn dn,v_file
gseries,solvable,GroupDefs subnormal invariant_factor group_rel_of stable_factor central_factor maximal maximal_eq maxnormal minnormal simple chief_factor Subnormal setIgr sub_setIgr path_setIgr subnormalP subnormal_refl subnormal_trans normal_subnormal setI_subnormal subnormal_sub invariant_subnormal subnormalEsupport subnormalEr subnormalEl MorphSubNormal morphim_subnormal quotient_subnormal MaxProps maximal_eqP maximal_exists mulg_normal_maximal MinProps minnormal_exists MorphPreMax morphpre_maximal morphpre_maximal_eq InjmMax injm_maximal injm_maximal_eq injm_maxnormal injm_minnormal QuoMax cosetpre_maximal cosetpre_maximal_eq quotient_maximal quotient_maximal_eq maximalJ maximal_eqJ MaxNormalProps maxnormal_normal maxnormal_proper maxnormal_sub ex_maxnormal_ntrivg maxnormalM maxnormal_minnormal minnormal_maxnormal Simple simpleP quotient_simple isog_simple simple_maxnormal Chiefs chief_factor_minnormal acts_irrQ chief_series_exists Central central_factor_central central_central_factor,70,group defs subnormal invariant factor group rel of stable factor central factor maximal maximal eq maxnormal minnormal simple chief factor subnormal set igr sub set igr path set igr subnormal subnormal refl subnormal trans normal subnormal set subnormal subnormal sub invariant subnormal subnormal esupport subnormal er subnormal el morph sub normal morphim subnormal quotient subnormal max props maximal eq maximal exists mulg normal maximal min props minnormal exists morph pre max morphpre maximal morphpre maximal eq injm max injm maximal injm maximal eq injm maxnormal injm minnormal quo max cosetpre maximal cosetpre maximal eq quotient maximal quotient maximal eq maximal maximal eq max normal props maxnormal normal maxnormal proper maxnormal sub ex maxnormal ntrivg maxnormal maxnormal minnormal minnormal maxnormal simple simple quotient simple isog simple simple maxnormal chiefs chief factor minnormal acts irr chief series exists central central factor central central central factor,v_file
frobenius,solvable,Definitions semiregular semiprime normedTI Frobenius_group_with_complement Frobenius_group Frobenius_group_with_kernel_and_complement Frobenius_group_with_kernel FrobeniusAction Frobenius_action has_Frobenius_action FrobeniusBasics semiregular1l semiregular1r semiregular_sym semiregularS semiregular_prime semiprime_regular semiprimeS cent_semiprime stab_semiprime cent_semiregular regular_norm_dvd_pred regular_norm_coprime semiregularJ semiprimeJ normedTI_P normedTI_memJ_P partition_class_support partition_normedTI card_support_normedTI normedTI_S cent1_normedTI Frobenius_actionP FrobeniusProperties FrobeniusWker FrobeniusWcompl FrobeniusW Frobenius_context Frobenius_partition Frobenius_cent1_ker Frobenius_reg_ker Frobenius_reg_compl Frobenius_dvd_ker1 ltn_odd_Frobenius_ker Frobenius_index_dvd_ker1 Frobenius_coprime Frobenius_trivg_cent Frobenius_index_coprime Frobenius_ker_Hall Frobenius_compl_Hall normedTI_J FrobeniusJcompl FrobeniusJ FrobeniusJker FrobeniusJgroup Frobenius_ker_dvd_ker1 Frobenius_ker_coprime Frobenius_semiregularP prime_FrobeniusP Frobenius_subl Frobenius_subr Frobenius_kerP set_Frobenius_compl Frobenius_kerS Frobenius_action_kernel_def Frobenius_coprime_quotient InjmFrobenius injm_Frobenius_compl injm_Frobenius injm_Frobenius_ker injm_Frobenius_group Frobenius_Ldiv,73,definitions semiregular semiprime normed ti frobenius group with complement frobenius group frobenius group with kernel and complement frobenius group with kernel frobenius action frobenius action has frobenius action frobenius basics semiregular1l semiregular1r semiregular sym semiregular semiregular prime semiprime regular semiprime cent semiprime stab semiprime cent semiregular regular norm dvd pred regular norm coprime semiregular semiprime normed ti normed ti mem partition class support partition normed ti card support normed ti normed ti cent1 normed ti frobenius action frobenius properties frobenius wker frobenius wcompl frobenius frobenius context frobenius partition frobenius cent1 ker frobenius reg ker frobenius reg compl frobenius dvd ker1 ltn odd frobenius ker frobenius index dvd ker1 frobenius coprime frobenius trivg cent frobenius index coprime frobenius ker hall frobenius compl hall normed ti frobenius jcompl frobenius frobenius jker frobenius jgroup frobenius ker dvd ker1 frobenius ker coprime frobenius semiregular prime frobenius frobenius subl frobenius subr frobenius ker set frobenius compl frobenius ker frobenius action kernel def frobenius coprime quotient injm frobenius injm frobenius compl injm frobenius injm frobenius ker injm frobenius group frobenius ldiv,v_file
cyclic,solvable,Cyclic cyclic cyclicP cycle_cyclic cyclic1 Zpm Zpm ZpmM Zpm_morphism im_Zpm injm_Zpm eq_expg_mod_order eq_expg_ord expgD_Zp Zp_isom Zp_isog cyclic_abelian cycleMsub cycleM cyclicM cyclicY order_dvdn order_inf order_dvdG expg_cardG expg_znat expg_zneg nt_gen_prime nt_prime_order orderXdvd orderXgcd orderXdiv orderXexp orderXpfactor orderXprime orderXpnat orderM expg_invn expgK cyclic_dprod generator generator_cycle cycle_generator generator_order Euler_exp_totient Eltm eltm eltmE eltm_id eltmM eltm_morphism im_eltm ker_eltm injm_eltm CycleSubGroup cycle_sub_group cycle_subgroup_char MorphicImage morph_order morph_generator CyclicProps cyclicS cyclicJ eq_subG_cyclic cardSg_cyclic sub_cyclic_char morphim_cyclic quotient_cycle quotient_cyclic quotient_generator prime_cyclic dvdn_prime_cyclic cyclic_small IsoCyclic injm_cyclic isog_cyclic isog_cyclic_card injm_generator Metacyclic metacyclic metacyclicP metacyclic1 cyclic_metacyclic metacyclicS CyclicAutomorphism CycleAutomorphism CycleMorphism cyclem cyclemM cyclem_morphism ZpUnitMorphism injm_cyclem im_cyclem Zp_unitm Zp_unitmM Zp_unit_morphism injm_Zp_unitm generator_coprime im_Zp_unitm Zp_unit_isom Zp_unit_isog card_Aut_cycle totient_gen Aut_cycle_abelian Aut_cyclic_abelian card_Aut_cyclic sum_ncycle_totient sum_totient_dvd FieldMulCyclic order_inj_cyclic div_ring_mul_group_cyclic field_mul_group_cyclic field_unit_group_cyclic units_Zp_cyclic PrimitiveRoots has_prim_root_subproof has_prim_root AutPrime Aut_prime_cycle_cyclic Aut_prime_cyclic,120,cyclic cyclic cyclic cycle cyclic cyclic1 zpm zpm zpm zpm morphism im zpm injm zpm eq expg mod order eq expg ord expg zp zp isom zp isog cyclic abelian cycle msub cycle cyclic cyclic order dvdn order inf order dvd expg card expg znat expg zneg nt gen prime nt prime order order xdvd order xgcd order xdiv order xexp order xpfactor order xprime order xpnat order expg invn expg cyclic dprod generator generator cycle cycle generator generator order euler exp totient eltm eltm eltm eltm id eltm eltm morphism im eltm ker eltm injm eltm cycle sub group cycle sub group cycle subgroup char morphic image morph order morph generator cyclic props cyclic cyclic eq sub cyclic card sg cyclic sub cyclic char morphim cyclic quotient cycle quotient cyclic quotient generator prime cyclic dvdn prime cyclic cyclic small iso cyclic injm cyclic isog cyclic isog cyclic card injm generator metacyclic metacyclic metacyclic metacyclic1 cyclic metacyclic metacyclic cyclic automorphism cycle automorphism cycle morphism cyclem cyclem cyclem morphism zp unit morphism injm cyclem im cyclem zp unitm zp unitm zp unit morphism injm zp unitm generator coprime im zp unitm zp unit isom zp unit isog card aut cycle totient gen aut cycle abelian aut cyclic abelian card aut cyclic sum ncycle totient sum totient dvd field mul cyclic order inj cyclic div ring mul group cyclic field mul group cyclic field unit group cyclic units zp cyclic primitive roots has prim root subproof has prim root aut prime aut prime cycle cyclic aut prime cyclic,v_file
burnside_app,solvable,burnside_formula colouring colors square_colouring square mksquare c0 c1 c2 c3 R1 R2 R3 rot_inv R1_inj R2_inj R3_inj r1 r2 r3 id1 is_rot rot group_set_rot rot_group rotations rot_eq_c0 rot_r1 rotations_is_rot rot_is_rot Sh Sh_inj sh sh_inv Sv Sv_inj sv sv_inv Sd1 Sd1_inj sd1 sd1_inv Sd2 Sd2_inj sd2 sd2_inv ord_enum4 diff_id_sh isometries2 card_iso2 group_set_iso2 iso2_group isometries opp is_iso isometries_iso is_isoP group_set_iso iso_group card_rot group_set_rotations rotations_group col_squares act_f act_f_1 act_f_morph to square_coloring_number2 square_coloring_number4 square_coloring_number8 Fid card_Fid coin0 coin1 coin2 coin3 eqperm_map F_Sh F_Sv r1_inv r2_inv r3_inv F_r2 F_r1 F_r3 card_n2 card_n burnside_app2 burnside_app_rot F_Sd1 card_n3 F_Sd2 burnside_app_iso cube_colouring cube mkFcube F0 F1 F2 F3 F4 F5 S05 S05f S14 S14f S23 S23f R05 R05f R50 R50f R14 R14f R41 R41f R23 R23f R32 R32f R024 R024f R042 R042f R012 R012f R021 R021f R031 R031f R013 R013f R043 R043f R034 R034f S1 S1f S2 S2f S3 S3f S4 S4f S5 S5f S6 S6f S1_inv S2_inv S3_inv S4_inv S5_inv S6_inv S05_inj S14_inj S23_inv R05_inj R14_inj R23_inj R50_inj R41_inj R32_inj R024_inj R042_inj R012_inj R021_inj R031_inj R013_inj R043_inj R034_inj id3 s05 s14 s23 r05 r14 r23 r50 r41 r32 r024 r042 r012 r021 r031 r013 r043 r034 s1 s2 s3 s4 s5 s6 dir_iso3 dir_iso3l S0 S0f S0_inv s0 is_iso3 dir_iso_iso3 iso3_ndir sop sop_inj prod_tuple sop_spec prod_t_correct sop_morph ecubes ecubes_def seq_iso_L seqs1 Lcorrect iso0_1 L_iso stable iso_eq_F0_F1 ndir_s0p indir_iso3l iso3l seq_iso3_L eqperm iso_eq_F0_F1_F2 dir_s0p is_iso3b iso3 is_iso3P group_set_iso3 iso_group3 group_set_diso3 diso_group3 gen_diso3 col_cubes act_g act_g_1 act_g_morph to_g cube_coloring_number24 Fid3 card_Fid3 col0 col1 col2 col3 col4 col5 eqperm_map2 infE F_s05 F_s14 r05_inv r50_inv r14_inv r41_inv s23_inv F_s23 F_r05 F_r50 F_r23 F_r32 F_r14 F_r41 F_r024 F_r042 F_r012 F_r021 F_r031 F_r013 F_r043 F_r034 F_s1 F_s2 F_s3 F_s4 F_s5 F_s6 uniq4_uniq6 card_n4 card_n3_3 card_n2_3 card_n3s burnside_app_iso3,284,burnside formula colouring colors square colouring square mksquare c0 c1 c2 c3 r1 r2 r3 rot inv r1 inj r2 inj r3 inj r1 r2 r3 id1 is rot rot group set rot rot group rotations rot eq c0 rot r1 rotations is rot rot is rot sh sh inj sh sh inv sv sv inj sv sv inv sd1 sd1 inj sd1 sd1 inv sd2 sd2 inj sd2 sd2 inv ord enum4 diff id sh isometries2 card iso2 group set iso2 iso2 group isometries opp is iso isometries iso is iso group set iso iso group card rot group set rotations rotations group col squares act act act morph to square coloring number2 square coloring number4 square coloring number8 fid card fid coin0 coin1 coin2 coin3 eqperm map sh sv r1 inv r2 inv r3 inv r2 r1 r3 card n2 card burnside app2 burnside app rot sd1 card n3 sd2 burnside app iso cube colouring cube mk fcube f0 f1 f2 f3 f4 f5 s05 s05f s14 s14f s23 s23f r05 r05f r50 r50f r14 r14f r41 r41f r23 r23f r32 r32f r024 r024f r042 r042f r012 r012f r021 r021f r031 r031f r013 r013f r043 r043f r034 r034f s1 s1f s2 s2f s3 s3f s4 s4f s5 s5f s6 s6f s1 inv s2 inv s3 inv s4 inv s5 inv s6 inv s05 inj s14 inj s23 inv r05 inj r14 inj r23 inj r50 inj r41 inj r32 inj r024 inj r042 inj r012 inj r021 inj r031 inj r013 inj r043 inj r034 inj id3 s05 s14 s23 r05 r14 r23 r50 r41 r32 r024 r042 r012 r021 r031 r013 r043 r034 s1 s2 s3 s4 s5 s6 dir iso3 dir iso3l s0 s0f s0 inv s0 is iso3 dir iso iso3 iso3 ndir sop sop inj prod tuple sop spec prod correct sop morph ecubes ecubes def seq iso seqs1 lcorrect iso0 iso stable iso eq f0 f1 ndir s0p indir iso3l iso3l seq iso3 eqperm iso eq f0 f1 f2 dir s0p is iso3b iso3 is iso3p group set iso3 iso group3 group set diso3 diso group3 gen diso3 col cubes act act act morph to cube coloring number24 fid3 card fid3 col0 col1 col2 col3 col4 col5 eqperm map2 inf s05 s14 r05 inv r50 inv r14 inv r41 inv s23 inv s23 r05 r50 r23 r32 r14 r41 r024 r042 r012 r021 r031 r013 r043 r034 s1 s2 s3 s4 s5 s6 uniq4 uniq6 card n4 card n3 card n2 card n3s burnside app iso3,v_file
