module_idx,module_name,label_idx,category
1258,Mathlib.Algebra.TrivSqZeroExt,0,Algebra
1259,Mathlib.Algebra.Tropical.Basic,0,Algebra
1260,Mathlib.Algebra.Tropical.BigOperators,0,Algebra
1261,Mathlib.Algebra.Tropical.Lattice,0,Algebra
1262,Mathlib.Algebra.Vertex.HVertexOperator,0,Algebra
1263,Mathlib.Algebra.Vertex.VertexOperator,0,Algebra
1264,Mathlib.Algebra.WithConv,0,Algebra
1265,Mathlib.AlgebraicGeometry.AffineScheme,1,AlgebraicGeometry
1266,Mathlib.AlgebraicGeometry.AffineSpace,1,AlgebraicGeometry
1267,Mathlib.AlgebraicGeometry.AffineTransitionLimit,1,AlgebraicGeometry
1268,Mathlib.AlgebraicGeometry.AlgClosed.Basic,1,AlgebraicGeometry
1269,Mathlib.AlgebraicGeometry.Artinian,1,AlgebraicGeometry
1270,Mathlib.AlgebraicGeometry.ColimitsOver,1,AlgebraicGeometry
1271,Mathlib.AlgebraicGeometry.Cover.Directed,1,AlgebraicGeometry
1272,Mathlib.AlgebraicGeometry.Cover.MorphismProperty,1,AlgebraicGeometry
1273,Mathlib.AlgebraicGeometry.Cover.Open,1,AlgebraicGeometry
1274,Mathlib.AlgebraicGeometry.Cover.Over,1,AlgebraicGeometry
1275,Mathlib.AlgebraicGeometry.Cover.QuasiCompact,1,AlgebraicGeometry
1276,Mathlib.AlgebraicGeometry.Cover.Sigma,1,AlgebraicGeometry
1277,Mathlib.AlgebraicGeometry.EllipticCurve.Affine.Basic,1,AlgebraicGeometry
1278,Mathlib.AlgebraicGeometry.EllipticCurve.Affine.Formula,1,AlgebraicGeometry
1279,Mathlib.AlgebraicGeometry.EllipticCurve.Affine.Point,1,AlgebraicGeometry
1280,Mathlib.AlgebraicGeometry.EllipticCurve.DivisionPolynomial.Basic,1,AlgebraicGeometry
1281,Mathlib.AlgebraicGeometry.EllipticCurve.DivisionPolynomial.Degree,1,AlgebraicGeometry
1282,Mathlib.AlgebraicGeometry.EllipticCurve.IsomOfJ,1,AlgebraicGeometry
1283,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Basic,1,AlgebraicGeometry
1284,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Formula,1,AlgebraicGeometry
1285,Mathlib.AlgebraicGeometry.EllipticCurve.Jacobian.Point,1,AlgebraicGeometry
1286,Mathlib.AlgebraicGeometry.EllipticCurve.ModelsWithJ,1,AlgebraicGeometry
1287,Mathlib.AlgebraicGeometry.EllipticCurve.NormalForms,1,AlgebraicGeometry
1288,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Basic,1,AlgebraicGeometry
1289,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Formula,1,AlgebraicGeometry
1290,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Point,1,AlgebraicGeometry
1291,Mathlib.AlgebraicGeometry.EllipticCurve.Reduction,1,AlgebraicGeometry
1292,Mathlib.AlgebraicGeometry.EllipticCurve.VariableChange,1,AlgebraicGeometry
1293,Mathlib.AlgebraicGeometry.EllipticCurve.Weierstrass,1,AlgebraicGeometry
1294,Mathlib.AlgebraicGeometry.Fiber,1,AlgebraicGeometry
1295,Mathlib.AlgebraicGeometry.FunctionField,1,AlgebraicGeometry
1296,Mathlib.AlgebraicGeometry.GammaSpecAdjunction,1,AlgebraicGeometry
1297,Mathlib.AlgebraicGeometry.Geometrically.Basic,1,AlgebraicGeometry
1298,Mathlib.AlgebraicGeometry.Geometrically.Integral,1,AlgebraicGeometry
1299,Mathlib.AlgebraicGeometry.Geometrically.Irreducible,1,AlgebraicGeometry
1300,Mathlib.AlgebraicGeometry.Geometrically.Reduced,1,AlgebraicGeometry
1301,Mathlib.AlgebraicGeometry.Gluing,1,AlgebraicGeometry
1302,Mathlib.AlgebraicGeometry.GluingOneHypercover,1,AlgebraicGeometry
1303,Mathlib.AlgebraicGeometry.Group.Abelian,1,AlgebraicGeometry
1304,Mathlib.AlgebraicGeometry.Group.Smooth,1,AlgebraicGeometry
1305,Mathlib.AlgebraicGeometry.IdealSheaf.Basic,1,AlgebraicGeometry
1306,Mathlib.AlgebraicGeometry.IdealSheaf.Functorial,1,AlgebraicGeometry
1307,Mathlib.AlgebraicGeometry.IdealSheaf.Subscheme,1,AlgebraicGeometry
1308,Mathlib.AlgebraicGeometry.Limits,1,AlgebraicGeometry
1309,Mathlib.AlgebraicGeometry.LimitsOver,1,AlgebraicGeometry
1310,Mathlib.AlgebraicGeometry.Modules.Presheaf,1,AlgebraicGeometry
1311,Mathlib.AlgebraicGeometry.Modules.Sheaf,1,AlgebraicGeometry
1312,Mathlib.AlgebraicGeometry.Modules.Tilde,1,AlgebraicGeometry
1313,Mathlib.AlgebraicGeometry.Morphisms.Affine,1,AlgebraicGeometry
1314,Mathlib.AlgebraicGeometry.Morphisms.AffineAnd,1,AlgebraicGeometry
1315,Mathlib.AlgebraicGeometry.Morphisms.Basic,1,AlgebraicGeometry
1316,Mathlib.AlgebraicGeometry.Morphisms.ClosedImmersion,1,AlgebraicGeometry
1317,Mathlib.AlgebraicGeometry.Morphisms.Constructors,1,AlgebraicGeometry
1318,Mathlib.AlgebraicGeometry.Morphisms.Descent,1,AlgebraicGeometry
1319,Mathlib.AlgebraicGeometry.Morphisms.Etale,1,AlgebraicGeometry
1320,Mathlib.AlgebraicGeometry.Morphisms.Finite,1,AlgebraicGeometry
1321,Mathlib.AlgebraicGeometry.Morphisms.FinitePresentation,1,AlgebraicGeometry
1322,Mathlib.AlgebraicGeometry.Morphisms.FiniteType,1,AlgebraicGeometry
1323,Mathlib.AlgebraicGeometry.Morphisms.Flat,1,AlgebraicGeometry
1324,Mathlib.AlgebraicGeometry.Morphisms.FlatDescent,1,AlgebraicGeometry
1325,Mathlib.AlgebraicGeometry.Morphisms.FlatMono,1,AlgebraicGeometry
1326,Mathlib.AlgebraicGeometry.Morphisms.FormallyUnramified,1,AlgebraicGeometry
1327,Mathlib.AlgebraicGeometry.Morphisms.Immersion,1,AlgebraicGeometry
1328,Mathlib.AlgebraicGeometry.Morphisms.Integral,1,AlgebraicGeometry
1329,Mathlib.AlgebraicGeometry.Morphisms.IsIso,1,AlgebraicGeometry
1330,Mathlib.AlgebraicGeometry.Morphisms.LocalClosure,1,AlgebraicGeometry
1331,Mathlib.AlgebraicGeometry.Morphisms.LocalIso,1,AlgebraicGeometry
1332,Mathlib.AlgebraicGeometry.Morphisms.OpenImmersion,1,AlgebraicGeometry
1333,Mathlib.AlgebraicGeometry.Morphisms.Preimmersion,1,AlgebraicGeometry
1334,Mathlib.AlgebraicGeometry.Morphisms.Proper,1,AlgebraicGeometry
1335,Mathlib.AlgebraicGeometry.Morphisms.QuasiCompact,1,AlgebraicGeometry
1336,Mathlib.AlgebraicGeometry.Morphisms.QuasiFinite,1,AlgebraicGeometry
1337,Mathlib.AlgebraicGeometry.Morphisms.QuasiSeparated,1,AlgebraicGeometry
1338,Mathlib.AlgebraicGeometry.Morphisms.RingHomProperties,1,AlgebraicGeometry
1339,Mathlib.AlgebraicGeometry.Morphisms.SchemeTheoreticallyDominant,1,AlgebraicGeometry
1340,Mathlib.AlgebraicGeometry.Morphisms.Separated,1,AlgebraicGeometry
1341,Mathlib.AlgebraicGeometry.Morphisms.Smooth,1,AlgebraicGeometry
1342,Mathlib.AlgebraicGeometry.Morphisms.SmoothFiber,1,AlgebraicGeometry
1343,Mathlib.AlgebraicGeometry.Morphisms.SurjectiveOnStalks,1,AlgebraicGeometry
1344,Mathlib.AlgebraicGeometry.Morphisms.UnderlyingMap,1,AlgebraicGeometry
1345,Mathlib.AlgebraicGeometry.Morphisms.UniversallyClosed,1,AlgebraicGeometry
1346,Mathlib.AlgebraicGeometry.Morphisms.UniversallyInjective,1,AlgebraicGeometry
1347,Mathlib.AlgebraicGeometry.Morphisms.UniversallyOpen,1,AlgebraicGeometry
1348,Mathlib.AlgebraicGeometry.Morphisms.WeaklyEtale,1,AlgebraicGeometry
1349,Mathlib.AlgebraicGeometry.Noetherian,1,AlgebraicGeometry
1350,Mathlib.AlgebraicGeometry.Normalization,1,AlgebraicGeometry
1351,Mathlib.AlgebraicGeometry.OpenImmersion,1,AlgebraicGeometry
1352,Mathlib.AlgebraicGeometry.Over,1,AlgebraicGeometry
1353,Mathlib.AlgebraicGeometry.PointsPi,1,AlgebraicGeometry
1354,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Basic,1,AlgebraicGeometry
1355,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Proper,1,AlgebraicGeometry
1356,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Scheme,1,AlgebraicGeometry
1357,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.StructureSheaf,1,AlgebraicGeometry
1358,Mathlib.AlgebraicGeometry.ProjectiveSpectrum.Topology,1,AlgebraicGeometry
1359,Mathlib.AlgebraicGeometry.Properties,1,AlgebraicGeometry
1360,Mathlib.AlgebraicGeometry.PullbackCarrier,1,AlgebraicGeometry
1361,Mathlib.AlgebraicGeometry.Pullbacks,1,AlgebraicGeometry
1362,Mathlib.AlgebraicGeometry.QuasiAffine,1,AlgebraicGeometry
1363,Mathlib.AlgebraicGeometry.RationalMap,1,AlgebraicGeometry
1364,Mathlib.AlgebraicGeometry.RelativeGluing,1,AlgebraicGeometry
1365,Mathlib.AlgebraicGeometry.ResidueField,1,AlgebraicGeometry
1366,Mathlib.AlgebraicGeometry.Restrict,1,AlgebraicGeometry
1367,Mathlib.AlgebraicGeometry.Scheme,1,AlgebraicGeometry
1368,Mathlib.AlgebraicGeometry.Sites.BigZariski,1,AlgebraicGeometry
1369,Mathlib.AlgebraicGeometry.Sites.Etale,1,AlgebraicGeometry
1370,Mathlib.AlgebraicGeometry.Sites.MorphismProperty,1,AlgebraicGeometry
1371,Mathlib.AlgebraicGeometry.Sites.Pretopology,1,AlgebraicGeometry
1372,Mathlib.AlgebraicGeometry.Sites.QuasiCompact,1,AlgebraicGeometry
1373,Mathlib.AlgebraicGeometry.Sites.Representability,1,AlgebraicGeometry
1374,Mathlib.AlgebraicGeometry.Sites.Small,1,AlgebraicGeometry
1375,Mathlib.AlgebraicGeometry.Sites.SmallAffineZariski,1,AlgebraicGeometry
1376,Mathlib.AlgebraicGeometry.Spec,1,AlgebraicGeometry
1377,Mathlib.AlgebraicGeometry.SpreadingOut,1,AlgebraicGeometry
1378,Mathlib.AlgebraicGeometry.Stalk,1,AlgebraicGeometry
1379,Mathlib.AlgebraicGeometry.StructureSheaf,1,AlgebraicGeometry
1380,Mathlib.AlgebraicGeometry.ValuativeCriterion,1,AlgebraicGeometry
1381,Mathlib.AlgebraicGeometry.ZariskisMainTheorem,1,AlgebraicGeometry
1382,Mathlib.AlgebraicTopology.AlternatingFaceMapComplex,2,AlgebraicTopology
1383,Mathlib.AlgebraicTopology.CechNerve,2,AlgebraicTopology
1384,Mathlib.AlgebraicTopology.DoldKan.Compatibility,2,AlgebraicTopology
1385,Mathlib.AlgebraicTopology.DoldKan.Decomposition,2,AlgebraicTopology
1386,Mathlib.AlgebraicTopology.DoldKan.Degeneracies,2,AlgebraicTopology
1387,Mathlib.AlgebraicTopology.DoldKan.Equivalence,2,AlgebraicTopology
1388,Mathlib.AlgebraicTopology.DoldKan.EquivalenceAdditive,2,AlgebraicTopology
1389,Mathlib.AlgebraicTopology.DoldKan.EquivalencePseudoabelian,2,AlgebraicTopology
1390,Mathlib.AlgebraicTopology.DoldKan.Faces,2,AlgebraicTopology
1391,Mathlib.AlgebraicTopology.DoldKan.FunctorGamma,2,AlgebraicTopology
1392,Mathlib.AlgebraicTopology.DoldKan.FunctorN,2,AlgebraicTopology
1393,Mathlib.AlgebraicTopology.DoldKan.GammaCompN,2,AlgebraicTopology
1394,Mathlib.AlgebraicTopology.DoldKan.Homotopies,2,AlgebraicTopology
1395,Mathlib.AlgebraicTopology.DoldKan.HomotopyEquivalence,2,AlgebraicTopology
1396,Mathlib.AlgebraicTopology.DoldKan.NCompGamma,2,AlgebraicTopology
1397,Mathlib.AlgebraicTopology.DoldKan.NReflectsIso,2,AlgebraicTopology
1398,Mathlib.AlgebraicTopology.DoldKan.Normalized,2,AlgebraicTopology
1399,Mathlib.AlgebraicTopology.DoldKan.Notations,2,AlgebraicTopology
1400,Mathlib.AlgebraicTopology.DoldKan.PInfty,2,AlgebraicTopology
1401,Mathlib.AlgebraicTopology.DoldKan.Projections,2,AlgebraicTopology
1402,Mathlib.AlgebraicTopology.DoldKan.SplitSimplicialObject,2,AlgebraicTopology
1403,Mathlib.AlgebraicTopology.ExtraDegeneracy,2,AlgebraicTopology
1404,Mathlib.AlgebraicTopology.FundamentalGroupoid.Basic,2,AlgebraicTopology
1405,Mathlib.AlgebraicTopology.FundamentalGroupoid.FundamentalGroup,2,AlgebraicTopology
1406,Mathlib.AlgebraicTopology.FundamentalGroupoid.InducedMaps,2,AlgebraicTopology
1407,Mathlib.AlgebraicTopology.FundamentalGroupoid.PUnit,2,AlgebraicTopology
1408,Mathlib.AlgebraicTopology.FundamentalGroupoid.Product,2,AlgebraicTopology
1409,Mathlib.AlgebraicTopology.FundamentalGroupoid.SimplyConnected,2,AlgebraicTopology
1410,Mathlib.AlgebraicTopology.ModelCategory.Basic,2,AlgebraicTopology
1411,Mathlib.AlgebraicTopology.ModelCategory.Bifibrant,2,AlgebraicTopology
1412,Mathlib.AlgebraicTopology.ModelCategory.BifibrantObjectHomotopy,2,AlgebraicTopology
1413,Mathlib.AlgebraicTopology.ModelCategory.BrownLemma,2,AlgebraicTopology
1414,Mathlib.AlgebraicTopology.ModelCategory.CategoryWithCofibrations,2,AlgebraicTopology
1415,Mathlib.AlgebraicTopology.ModelCategory.CofibrantObjectHomotopy,2,AlgebraicTopology
1416,Mathlib.AlgebraicTopology.ModelCategory.Cylinder,2,AlgebraicTopology
1417,Mathlib.AlgebraicTopology.ModelCategory.DerivabilityStructureCofibrant,2,AlgebraicTopology
1418,Mathlib.AlgebraicTopology.ModelCategory.DerivabilityStructureFibrant,2,AlgebraicTopology
1419,Mathlib.AlgebraicTopology.ModelCategory.FibrantObjectHomotopy,2,AlgebraicTopology
1420,Mathlib.AlgebraicTopology.ModelCategory.Homotopy,2,AlgebraicTopology
1421,Mathlib.AlgebraicTopology.ModelCategory.Instances,2,AlgebraicTopology
1422,Mathlib.AlgebraicTopology.ModelCategory.IsCofibrant,2,AlgebraicTopology
1423,Mathlib.AlgebraicTopology.ModelCategory.JoyalTrick,2,AlgebraicTopology
1424,Mathlib.AlgebraicTopology.ModelCategory.LeftHomotopy,2,AlgebraicTopology
1425,Mathlib.AlgebraicTopology.ModelCategory.Opposite,2,AlgebraicTopology
1426,Mathlib.AlgebraicTopology.ModelCategory.Over,2,AlgebraicTopology
1427,Mathlib.AlgebraicTopology.ModelCategory.PathObject,2,AlgebraicTopology
1428,Mathlib.AlgebraicTopology.ModelCategory.RightHomotopy,2,AlgebraicTopology
1429,Mathlib.AlgebraicTopology.MooreComplex,2,AlgebraicTopology
1430,Mathlib.AlgebraicTopology.Quasicategory.Basic,2,AlgebraicTopology
1431,Mathlib.AlgebraicTopology.Quasicategory.Nerve,2,AlgebraicTopology
1432,Mathlib.AlgebraicTopology.Quasicategory.StrictBicategory,2,AlgebraicTopology
1433,Mathlib.AlgebraicTopology.Quasicategory.StrictSegal,2,AlgebraicTopology
1434,Mathlib.AlgebraicTopology.Quasicategory.TwoTruncated,2,AlgebraicTopology
1435,Mathlib.AlgebraicTopology.RelativeCellComplex.AttachCells,2,AlgebraicTopology
1436,Mathlib.AlgebraicTopology.RelativeCellComplex.Basic,2,AlgebraicTopology
1437,Mathlib.AlgebraicTopology.SimplexCategory.Augmented.Basic,2,AlgebraicTopology
1438,Mathlib.AlgebraicTopology.SimplexCategory.Augmented.Monoidal,2,AlgebraicTopology
1439,Mathlib.AlgebraicTopology.SimplexCategory.Basic,2,AlgebraicTopology
1440,Mathlib.AlgebraicTopology.SimplexCategory.Defs,2,AlgebraicTopology
1441,Mathlib.AlgebraicTopology.SimplexCategory.GeneratorsRelations.Basic,2,AlgebraicTopology
1442,Mathlib.AlgebraicTopology.SimplexCategory.GeneratorsRelations.EpiMono,2,AlgebraicTopology
1443,Mathlib.AlgebraicTopology.SimplexCategory.GeneratorsRelations.NormalForms,2,AlgebraicTopology
1444,Mathlib.AlgebraicTopology.SimplexCategory.MorphismProperty,2,AlgebraicTopology
1445,Mathlib.AlgebraicTopology.SimplexCategory.Rev,2,AlgebraicTopology
1446,Mathlib.AlgebraicTopology.SimplexCategory.Truncated,2,AlgebraicTopology
1447,Mathlib.AlgebraicTopology.SimplicialCategory.Basic,2,AlgebraicTopology
1448,Mathlib.AlgebraicTopology.SimplicialCategory.SimplicialObject,2,AlgebraicTopology
1449,Mathlib.AlgebraicTopology.SimplicialNerve,2,AlgebraicTopology
1450,Mathlib.AlgebraicTopology.SimplicialObject.Basic,2,AlgebraicTopology
1451,Mathlib.AlgebraicTopology.SimplicialObject.Coskeletal,2,AlgebraicTopology
1452,Mathlib.AlgebraicTopology.SimplicialObject.II,2,AlgebraicTopology
1453,Mathlib.AlgebraicTopology.SimplicialObject.Op,2,AlgebraicTopology
1454,Mathlib.AlgebraicTopology.SimplicialObject.Split,2,AlgebraicTopology
1455,Mathlib.AlgebraicTopology.SimplicialSet.AnodyneExtensions.IsUniquelyCodimOneFace,2,AlgebraicTopology
1456,Mathlib.AlgebraicTopology.SimplicialSet.AnodyneExtensions.Pairing,2,AlgebraicTopology
1457,Mathlib.AlgebraicTopology.SimplicialSet.AnodyneExtensions.PairingCore,2,AlgebraicTopology
1458,Mathlib.AlgebraicTopology.SimplicialSet.AnodyneExtensions.Rank,2,AlgebraicTopology
1459,Mathlib.AlgebraicTopology.SimplicialSet.AnodyneExtensions.RankNat,2,AlgebraicTopology
1460,Mathlib.AlgebraicTopology.SimplicialSet.Basic,2,AlgebraicTopology
1461,Mathlib.AlgebraicTopology.SimplicialSet.Boundary,2,AlgebraicTopology
1462,Mathlib.AlgebraicTopology.SimplicialSet.CategoryWithFibrations,2,AlgebraicTopology
1463,Mathlib.AlgebraicTopology.SimplicialSet.CompStruct,2,AlgebraicTopology
1464,Mathlib.AlgebraicTopology.SimplicialSet.CompStructTruncated,2,AlgebraicTopology
1465,Mathlib.AlgebraicTopology.SimplicialSet.Coskeletal,2,AlgebraicTopology
1466,Mathlib.AlgebraicTopology.SimplicialSet.Degenerate,2,AlgebraicTopology
1467,Mathlib.AlgebraicTopology.SimplicialSet.Dimension,2,AlgebraicTopology
1468,Mathlib.AlgebraicTopology.SimplicialSet.Finite,2,AlgebraicTopology
1469,Mathlib.AlgebraicTopology.SimplicialSet.FiniteColimits,2,AlgebraicTopology
1470,Mathlib.AlgebraicTopology.SimplicialSet.FiniteProd,2,AlgebraicTopology
1471,Mathlib.AlgebraicTopology.SimplicialSet.HoFunctorMonoidal,2,AlgebraicTopology
1472,Mathlib.AlgebraicTopology.SimplicialSet.HomotopyCat,2,AlgebraicTopology
1473,Mathlib.AlgebraicTopology.SimplicialSet.Horn,2,AlgebraicTopology
1474,Mathlib.AlgebraicTopology.SimplicialSet.HornColimits,2,AlgebraicTopology
1475,Mathlib.AlgebraicTopology.SimplicialSet.KanComplex,2,AlgebraicTopology
1476,Mathlib.AlgebraicTopology.SimplicialSet.KanComplex.MulStruct,2,AlgebraicTopology
1477,Mathlib.AlgebraicTopology.SimplicialSet.Monoidal,2,AlgebraicTopology
1478,Mathlib.AlgebraicTopology.SimplicialSet.Monomorphisms,2,AlgebraicTopology
1479,Mathlib.AlgebraicTopology.SimplicialSet.Nerve,2,AlgebraicTopology
1480,Mathlib.AlgebraicTopology.SimplicialSet.NerveAdjunction,2,AlgebraicTopology
1481,Mathlib.AlgebraicTopology.SimplicialSet.NerveNondegenerate,2,AlgebraicTopology
1482,Mathlib.AlgebraicTopology.SimplicialSet.NonDegenerateSimplices,2,AlgebraicTopology
1483,Mathlib.AlgebraicTopology.SimplicialSet.NonDegenerateSimplicesSubcomplex,2,AlgebraicTopology
1484,Mathlib.AlgebraicTopology.SimplicialSet.Op,2,AlgebraicTopology
1485,Mathlib.AlgebraicTopology.SimplicialSet.Path,2,AlgebraicTopology
1486,Mathlib.AlgebraicTopology.SimplicialSet.Presentable,2,AlgebraicTopology
1487,Mathlib.AlgebraicTopology.SimplicialSet.ProdStdSimplex,2,AlgebraicTopology
1488,Mathlib.AlgebraicTopology.SimplicialSet.RegularEpi,2,AlgebraicTopology
1489,Mathlib.AlgebraicTopology.SimplicialSet.RelativeMorphism,2,AlgebraicTopology
1490,Mathlib.AlgebraicTopology.SimplicialSet.Simplices,2,AlgebraicTopology
1491,Mathlib.AlgebraicTopology.SimplicialSet.Skeleton,2,AlgebraicTopology
1492,Mathlib.AlgebraicTopology.SimplicialSet.StdSimplex,2,AlgebraicTopology
1493,Mathlib.AlgebraicTopology.SimplicialSet.StrictSegal,2,AlgebraicTopology
1494,Mathlib.AlgebraicTopology.SimplicialSet.Subcomplex,2,AlgebraicTopology
1495,Mathlib.AlgebraicTopology.SimplicialSet.SubcomplexColimits,2,AlgebraicTopology
1496,Mathlib.AlgebraicTopology.SingularHomology.Basic,2,AlgebraicTopology
1497,Mathlib.AlgebraicTopology.SingularSet,2,AlgebraicTopology
1498,Mathlib.AlgebraicTopology.TopologicalSimplex,2,AlgebraicTopology
1499,Mathlib.Analysis.AbsoluteValue.Equivalence,3,Analysis
1500,Mathlib.Analysis.Analytic.Basic,3,Analysis
1501,Mathlib.Analysis.Analytic.Binomial,3,Analysis
1502,Mathlib.Analysis.Analytic.CPolynomial,3,Analysis
1503,Mathlib.Analysis.Analytic.CPolynomialDef,3,Analysis
1504,Mathlib.Analysis.Analytic.ChangeOrigin,3,Analysis
1505,Mathlib.Analysis.Analytic.Composition,3,Analysis
1506,Mathlib.Analysis.Analytic.Constructions,3,Analysis
1507,Mathlib.Analysis.Analytic.ConvergenceRadius,3,Analysis
1508,Mathlib.Analysis.Analytic.Inverse,3,Analysis
1509,Mathlib.Analysis.Analytic.IsolatedZeros,3,Analysis
1510,Mathlib.Analysis.Analytic.IteratedFDeriv,3,Analysis
1511,Mathlib.Analysis.Analytic.Linear,3,Analysis
1512,Mathlib.Analysis.Analytic.OfScalars,3,Analysis
1513,Mathlib.Analysis.Analytic.Order,3,Analysis
1514,Mathlib.Analysis.Analytic.Polynomial,3,Analysis
1515,Mathlib.Analysis.Analytic.RadiusLiminf,3,Analysis
1516,Mathlib.Analysis.Analytic.Uniqueness,3,Analysis
1517,Mathlib.Analysis.Analytic.WithLp,3,Analysis
1518,Mathlib.Analysis.Analytic.Within,3,Analysis
1519,Mathlib.Analysis.AperiodicOrder.Delone.Basic,3,Analysis
1520,Mathlib.Analysis.Asymptotics.AsymptoticEquivalent,3,Analysis
1521,Mathlib.Analysis.Asymptotics.Completion,3,Analysis
1522,Mathlib.Analysis.Asymptotics.Defs,3,Analysis
1523,Mathlib.Analysis.Asymptotics.ExpGrowth,3,Analysis
1524,Mathlib.Analysis.Asymptotics.Lemmas,3,Analysis
1525,Mathlib.Analysis.Asymptotics.LinearGrowth,3,Analysis
1526,Mathlib.Analysis.Asymptotics.SpecificAsymptotics,3,Analysis
1527,Mathlib.Analysis.Asymptotics.SuperpolynomialDecay,3,Analysis
1528,Mathlib.Analysis.Asymptotics.TVS,3,Analysis
1529,Mathlib.Analysis.Asymptotics.Theta,3,Analysis
1530,Mathlib.Analysis.BoundedVariation,3,Analysis
1531,Mathlib.Analysis.BoxIntegral.Basic,3,Analysis
1532,Mathlib.Analysis.BoxIntegral.Box.Basic,3,Analysis
1533,Mathlib.Analysis.BoxIntegral.Box.SubboxInduction,3,Analysis
1534,Mathlib.Analysis.BoxIntegral.DivergenceTheorem,3,Analysis
1535,Mathlib.Analysis.BoxIntegral.Integrability,3,Analysis
1536,Mathlib.Analysis.BoxIntegral.Partition.Additive,3,Analysis
1537,Mathlib.Analysis.BoxIntegral.Partition.Basic,3,Analysis
1538,Mathlib.Analysis.BoxIntegral.Partition.Filter,3,Analysis
1539,Mathlib.Analysis.BoxIntegral.Partition.Measure,3,Analysis
1540,Mathlib.Analysis.BoxIntegral.Partition.Split,3,Analysis
1541,Mathlib.Analysis.BoxIntegral.Partition.SubboxInduction,3,Analysis
1542,Mathlib.Analysis.BoxIntegral.Partition.Tagged,3,Analysis
1543,Mathlib.Analysis.BoxIntegral.UnitPartition,3,Analysis
1544,Mathlib.Analysis.CStarAlgebra.ApproximateUnit,3,Analysis
1545,Mathlib.Analysis.CStarAlgebra.Basic,3,Analysis
1546,Mathlib.Analysis.CStarAlgebra.CStarMatrix,3,Analysis
1547,Mathlib.Analysis.CStarAlgebra.Classes,3,Analysis
1548,Mathlib.Analysis.CStarAlgebra.CompletelyPositiveMap,3,Analysis
1549,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Basic,3,Analysis
1550,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Commute,3,Analysis
1551,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Continuity,3,Analysis
1552,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Instances,3,Analysis
1553,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Integral,3,Analysis
1554,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Isometric,3,Analysis
1555,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.NonUnital,3,Analysis
1556,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Note,3,Analysis
1557,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Order,3,Analysis
1558,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Pi,3,Analysis
1559,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Range,3,Analysis
1560,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Restrict,3,Analysis
1561,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unique,3,Analysis
1562,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unital,3,Analysis
1563,Mathlib.Analysis.CStarAlgebra.ContinuousFunctionalCalculus.Unitary,3,Analysis
1564,Mathlib.Analysis.CStarAlgebra.ContinuousLinearMap,3,Analysis
1565,Mathlib.Analysis.CStarAlgebra.ContinuousMap,3,Analysis
1566,Mathlib.Analysis.CStarAlgebra.Exponential,3,Analysis
1567,Mathlib.Analysis.CStarAlgebra.GelfandDuality,3,Analysis
1568,Mathlib.Analysis.CStarAlgebra.GelfandNaimarkSegal,3,Analysis
1569,Mathlib.Analysis.CStarAlgebra.Hom,3,Analysis
1570,Mathlib.Analysis.CStarAlgebra.Matrix,3,Analysis
1571,Mathlib.Analysis.CStarAlgebra.Module.Constructions,3,Analysis
1572,Mathlib.Analysis.CStarAlgebra.Module.Defs,3,Analysis
1573,Mathlib.Analysis.CStarAlgebra.Module.Synonym,3,Analysis
1574,Mathlib.Analysis.CStarAlgebra.Multiplier,3,Analysis
1575,Mathlib.Analysis.CStarAlgebra.PositiveLinearMap,3,Analysis
1576,Mathlib.Analysis.CStarAlgebra.Projection,3,Analysis
1577,Mathlib.Analysis.CStarAlgebra.SpecialFunctions.PosPart,3,Analysis
1578,Mathlib.Analysis.CStarAlgebra.Spectrum,3,Analysis
1579,Mathlib.Analysis.CStarAlgebra.Unitary.Connected,3,Analysis
1580,Mathlib.Analysis.CStarAlgebra.Unitary.Span,3,Analysis
1581,Mathlib.Analysis.CStarAlgebra.Unitization,3,Analysis
1582,Mathlib.Analysis.CStarAlgebra.lpSpace,3,Analysis
