module_idx,module_name,category,source,description
2845,Mathlib.CategoryTheory.Localization.Monoidal.Functor,CategoryTheory,name_tokens,category theory category theory localization monoidal functor
2846,Mathlib.CategoryTheory.Localization.Opposite,CategoryTheory,name_tokens,category theory category theory localization opposite
2847,Mathlib.CategoryTheory.Localization.Pi,CategoryTheory,name_tokens,category theory category theory localization pi
2848,Mathlib.CategoryTheory.Localization.Preadditive,CategoryTheory,name_tokens,category theory category theory localization preadditive
2849,Mathlib.CategoryTheory.Localization.Predicate,CategoryTheory,name_tokens,category theory category theory localization predicate
2850,Mathlib.CategoryTheory.Localization.Prod,CategoryTheory,name_tokens,category theory category theory localization prod
2851,Mathlib.CategoryTheory.Localization.Quotient,CategoryTheory,name_tokens,category theory category theory localization quotient
2852,Mathlib.CategoryTheory.Localization.Resolution,CategoryTheory,name_tokens,category theory category theory localization resolution
2853,Mathlib.CategoryTheory.Localization.SmallHom,CategoryTheory,name_tokens,category theory category theory localization small hom
2854,Mathlib.CategoryTheory.Localization.SmallShiftedHom,CategoryTheory,name_tokens,category theory category theory localization small shifted hom
2855,Mathlib.CategoryTheory.Localization.StructuredArrow,CategoryTheory,name_tokens,category theory category theory localization structured arrow
2856,Mathlib.CategoryTheory.Localization.Triangulated,CategoryTheory,name_tokens,category theory category theory localization triangulated
2857,Mathlib.CategoryTheory.Localization.Trifunctor,CategoryTheory,name_tokens,category theory category theory localization trifunctor
2858,Mathlib.CategoryTheory.LocallyCartesianClosed.ChosenPullbacksAlong,CategoryTheory,name_tokens,category theory category theory locally cartesian closed chosen pullbacks along
2859,Mathlib.CategoryTheory.LocallyCartesianClosed.ExponentiableMorphism,CategoryTheory,name_tokens,category theory category theory locally cartesian closed exponentiable morphism
2860,Mathlib.CategoryTheory.LocallyCartesianClosed.Over,CategoryTheory,name_tokens,category theory category theory locally cartesian closed over
2861,Mathlib.CategoryTheory.LocallyCartesianClosed.Sections,CategoryTheory,name_tokens,category theory category theory locally cartesian closed sections
2862,Mathlib.CategoryTheory.LocallyDirected,CategoryTheory,name_tokens,category theory category theory locally directed
2863,Mathlib.CategoryTheory.MarkovCategory.Basic,CategoryTheory,name_tokens,category theory category theory markov category basic
2864,Mathlib.CategoryTheory.Monad.Adjunction,CategoryTheory,name_tokens,category theory category theory monad adjunction
2865,Mathlib.CategoryTheory.Monad.Algebra,CategoryTheory,name_tokens,category theory category theory monad algebra
2866,Mathlib.CategoryTheory.Monad.Basic,CategoryTheory,name_tokens,category theory category theory monad basic
2867,Mathlib.CategoryTheory.Monad.Coequalizer,CategoryTheory,name_tokens,category theory category theory monad coequalizer
2868,Mathlib.CategoryTheory.Monad.Comonadicity,CategoryTheory,name_tokens,category theory category theory monad comonadicity
2869,Mathlib.CategoryTheory.Monad.Equalizer,CategoryTheory,name_tokens,category theory category theory monad equalizer
2870,Mathlib.CategoryTheory.Monad.EquivMon,CategoryTheory,name_tokens,category theory category theory monad equiv mon
2871,Mathlib.CategoryTheory.Monad.Kleisli,CategoryTheory,name_tokens,category theory category theory monad kleisli
2872,Mathlib.CategoryTheory.Monad.Limits,CategoryTheory,name_tokens,category theory category theory monad limits
2873,Mathlib.CategoryTheory.Monad.Monadicity,CategoryTheory,name_tokens,category theory category theory monad monadicity
2874,Mathlib.CategoryTheory.Monad.Products,CategoryTheory,name_tokens,category theory category theory monad products
2875,Mathlib.CategoryTheory.Monad.Types,CategoryTheory,name_tokens,category theory category theory monad types
2876,Mathlib.CategoryTheory.Monoidal.Action.Basic,CategoryTheory,name_tokens,category theory category theory monoidal action basic
2877,Mathlib.CategoryTheory.Monoidal.Action.End,CategoryTheory,name_tokens,category theory category theory monoidal action end
2878,Mathlib.CategoryTheory.Monoidal.Action.LinearFunctor,CategoryTheory,name_tokens,category theory category theory monoidal action linear functor
2879,Mathlib.CategoryTheory.Monoidal.Action.Opposites,CategoryTheory,name_tokens,category theory category theory monoidal action opposites
2880,Mathlib.CategoryTheory.Monoidal.Bimod,CategoryTheory,name_tokens,category theory category theory monoidal bimod
2881,Mathlib.CategoryTheory.Monoidal.Bimon_,CategoryTheory,name_tokens,category theory category theory monoidal bimon_
2882,Mathlib.CategoryTheory.Monoidal.Braided.Basic,CategoryTheory,name_tokens,category theory category theory monoidal braided basic
2883,Mathlib.CategoryTheory.Monoidal.Braided.Multifunctor,CategoryTheory,name_tokens,category theory category theory monoidal braided multifunctor
2884,Mathlib.CategoryTheory.Monoidal.Braided.Opposite,CategoryTheory,name_tokens,category theory category theory monoidal braided opposite
2885,Mathlib.CategoryTheory.Monoidal.Braided.Reflection,CategoryTheory,name_tokens,category theory category theory monoidal braided reflection
2886,Mathlib.CategoryTheory.Monoidal.Braided.Transport,CategoryTheory,name_tokens,category theory category theory monoidal braided transport
2887,Mathlib.CategoryTheory.Monoidal.Cartesian.Basic,CategoryTheory,name_tokens,category theory category theory monoidal cartesian basic
2888,Mathlib.CategoryTheory.Monoidal.Cartesian.Cat,CategoryTheory,name_tokens,category theory category theory monoidal cartesian cat
2889,Mathlib.CategoryTheory.Monoidal.Cartesian.CommGrp_,CategoryTheory,name_tokens,category theory category theory monoidal cartesian comm grp_
2890,Mathlib.CategoryTheory.Monoidal.Cartesian.CommMon_,CategoryTheory,name_tokens,category theory category theory monoidal cartesian comm mon_
2891,Mathlib.CategoryTheory.Monoidal.Cartesian.Comon_,CategoryTheory,name_tokens,category theory category theory monoidal cartesian comon_
2892,Mathlib.CategoryTheory.Monoidal.Cartesian.FunctorCategory,CategoryTheory,name_tokens,category theory category theory monoidal cartesian functor category
2893,Mathlib.CategoryTheory.Monoidal.Cartesian.Grp_,CategoryTheory,name_tokens,category theory category theory monoidal cartesian grp_
2894,Mathlib.CategoryTheory.Monoidal.Cartesian.InfSemilattice,CategoryTheory,name_tokens,category theory category theory monoidal cartesian inf semilattice
2895,Mathlib.CategoryTheory.Monoidal.Cartesian.Mod_,CategoryTheory,name_tokens,category theory category theory monoidal cartesian mod_
2896,Mathlib.CategoryTheory.Monoidal.Cartesian.Mon_,CategoryTheory,name_tokens,category theory category theory monoidal cartesian mon_
2897,Mathlib.CategoryTheory.Monoidal.Cartesian.Over,CategoryTheory,name_tokens,category theory category theory monoidal cartesian over
2898,Mathlib.CategoryTheory.Monoidal.Category,CategoryTheory,name_tokens,category theory category theory monoidal category
2899,Mathlib.CategoryTheory.Monoidal.Center,CategoryTheory,name_tokens,category theory category theory monoidal center
2900,Mathlib.CategoryTheory.Monoidal.Closed.Basic,CategoryTheory,name_tokens,category theory category theory monoidal closed basic
2901,Mathlib.CategoryTheory.Monoidal.Closed.Cartesian,CategoryTheory,name_tokens,category theory category theory monoidal closed cartesian
2902,Mathlib.CategoryTheory.Monoidal.Closed.Enrichment,CategoryTheory,name_tokens,category theory category theory monoidal closed enrichment
2903,Mathlib.CategoryTheory.Monoidal.Closed.Functor,CategoryTheory,name_tokens,category theory category theory monoidal closed functor
2904,Mathlib.CategoryTheory.Monoidal.Closed.FunctorCategory.Basic,CategoryTheory,name_tokens,category theory category theory monoidal closed functor category basic
2905,Mathlib.CategoryTheory.Monoidal.Closed.FunctorCategory.Complete,CategoryTheory,name_tokens,category theory category theory monoidal closed functor category complete
2906,Mathlib.CategoryTheory.Monoidal.Closed.FunctorCategory.Groupoid,CategoryTheory,name_tokens,category theory category theory monoidal closed functor category groupoid
2907,Mathlib.CategoryTheory.Monoidal.Closed.FunctorToTypes,CategoryTheory,name_tokens,category theory category theory monoidal closed functor to types
2908,Mathlib.CategoryTheory.Monoidal.Closed.Ideal,CategoryTheory,name_tokens,category theory category theory monoidal closed ideal
2909,Mathlib.CategoryTheory.Monoidal.Closed.Transport,CategoryTheory,name_tokens,category theory category theory monoidal closed transport
2910,Mathlib.CategoryTheory.Monoidal.Closed.Types,CategoryTheory,name_tokens,category theory category theory monoidal closed types
2911,Mathlib.CategoryTheory.Monoidal.Closed.Zero,CategoryTheory,name_tokens,category theory category theory monoidal closed zero
2912,Mathlib.CategoryTheory.Monoidal.CoherenceLemmas,CategoryTheory,name_tokens,category theory category theory monoidal coherence lemmas
2913,Mathlib.CategoryTheory.Monoidal.CommComon_,CategoryTheory,name_tokens,category theory category theory monoidal comm comon_
2914,Mathlib.CategoryTheory.Monoidal.CommGrp_,CategoryTheory,name_tokens,category theory category theory monoidal comm grp_
2915,Mathlib.CategoryTheory.Monoidal.CommMon_,CategoryTheory,name_tokens,category theory category theory monoidal comm mon_
2916,Mathlib.CategoryTheory.Monoidal.Comon_,CategoryTheory,name_tokens,category theory category theory monoidal comon_
2917,Mathlib.CategoryTheory.Monoidal.Conv,CategoryTheory,name_tokens,category theory category theory monoidal conv
2918,Mathlib.CategoryTheory.Monoidal.DayConvolution,CategoryTheory,name_tokens,category theory category theory monoidal day convolution
2919,Mathlib.CategoryTheory.Monoidal.DayConvolution.Braided,CategoryTheory,name_tokens,category theory category theory monoidal day convolution braided
2920,Mathlib.CategoryTheory.Monoidal.DayConvolution.Closed,CategoryTheory,name_tokens,category theory category theory monoidal day convolution closed
2921,Mathlib.CategoryTheory.Monoidal.DayConvolution.DayFunctor,CategoryTheory,name_tokens,category theory category theory monoidal day convolution day functor
2922,Mathlib.CategoryTheory.Monoidal.Discrete,CategoryTheory,name_tokens,category theory category theory monoidal discrete
2923,Mathlib.CategoryTheory.Monoidal.End,CategoryTheory,name_tokens,category theory category theory monoidal end
2924,Mathlib.CategoryTheory.Monoidal.ExternalProduct.Basic,CategoryTheory,name_tokens,category theory category theory monoidal external product basic
2925,Mathlib.CategoryTheory.Monoidal.ExternalProduct.KanExtension,CategoryTheory,name_tokens,category theory category theory monoidal external product kan extension
2926,Mathlib.CategoryTheory.Monoidal.Free.Basic,CategoryTheory,name_tokens,category theory category theory monoidal free basic
2927,Mathlib.CategoryTheory.Monoidal.Free.Coherence,CategoryTheory,name_tokens,category theory category theory monoidal free coherence
2928,Mathlib.CategoryTheory.Monoidal.Functor,CategoryTheory,name_tokens,category theory category theory monoidal functor
2929,Mathlib.CategoryTheory.Monoidal.Functor.Types,CategoryTheory,name_tokens,category theory category theory monoidal functor types
2930,Mathlib.CategoryTheory.Monoidal.FunctorCategory,CategoryTheory,name_tokens,category theory category theory monoidal functor category
2931,Mathlib.CategoryTheory.Monoidal.Grp_,CategoryTheory,name_tokens,category theory category theory monoidal grp_
2932,Mathlib.CategoryTheory.Monoidal.Hopf_,CategoryTheory,name_tokens,category theory category theory monoidal hopf_
2933,Mathlib.CategoryTheory.Monoidal.Internal.FunctorCategory,CategoryTheory,name_tokens,category theory category theory monoidal internal functor category
2934,Mathlib.CategoryTheory.Monoidal.Internal.Limits,CategoryTheory,name_tokens,category theory category theory monoidal internal limits
2935,Mathlib.CategoryTheory.Monoidal.Internal.Module,CategoryTheory,name_tokens,category theory category theory monoidal internal module
2936,Mathlib.CategoryTheory.Monoidal.Internal.Types.Basic,CategoryTheory,name_tokens,category theory category theory monoidal internal types basic
2937,Mathlib.CategoryTheory.Monoidal.Internal.Types.CommGrp_,CategoryTheory,name_tokens,category theory category theory monoidal internal types comm grp_
2938,Mathlib.CategoryTheory.Monoidal.Internal.Types.Grp_,CategoryTheory,name_tokens,category theory category theory monoidal internal types grp_
2939,Mathlib.CategoryTheory.Monoidal.Limits.Basic,CategoryTheory,name_tokens,category theory category theory monoidal limits basic
2940,Mathlib.CategoryTheory.Monoidal.Limits.Preserves,CategoryTheory,name_tokens,category theory category theory monoidal limits preserves
2941,Mathlib.CategoryTheory.Monoidal.Linear,CategoryTheory,name_tokens,category theory category theory monoidal linear
2942,Mathlib.CategoryTheory.Monoidal.Mod_,CategoryTheory,name_tokens,category theory category theory monoidal mod_
2943,Mathlib.CategoryTheory.Monoidal.Mon_,CategoryTheory,name_tokens,category theory category theory monoidal mon_
2944,Mathlib.CategoryTheory.Monoidal.Multifunctor,CategoryTheory,name_tokens,category theory category theory monoidal multifunctor
2945,Mathlib.CategoryTheory.Monoidal.NaturalTransformation,CategoryTheory,name_tokens,category theory category theory monoidal natural transformation
2946,Mathlib.CategoryTheory.Monoidal.OfHasFiniteProducts,CategoryTheory,name_tokens,category theory category theory monoidal of has finite products
2947,Mathlib.CategoryTheory.Monoidal.Opposite,CategoryTheory,name_tokens,category theory category theory monoidal opposite
2948,Mathlib.CategoryTheory.Monoidal.Opposite.Mon_,CategoryTheory,name_tokens,category theory category theory monoidal opposite mon_
2949,Mathlib.CategoryTheory.Monoidal.Preadditive,CategoryTheory,name_tokens,category theory category theory monoidal preadditive
2950,Mathlib.CategoryTheory.Monoidal.Rigid.Basic,CategoryTheory,name_tokens,category theory category theory monoidal rigid basic
2951,Mathlib.CategoryTheory.Monoidal.Rigid.Braided,CategoryTheory,name_tokens,category theory category theory monoidal rigid braided
2952,Mathlib.CategoryTheory.Monoidal.Rigid.Functor,CategoryTheory,name_tokens,category theory category theory monoidal rigid functor
2953,Mathlib.CategoryTheory.Monoidal.Rigid.FunctorCategory,CategoryTheory,name_tokens,category theory category theory monoidal rigid functor category
2954,Mathlib.CategoryTheory.Monoidal.Rigid.OfEquivalence,CategoryTheory,name_tokens,category theory category theory monoidal rigid of equivalence
2955,Mathlib.CategoryTheory.Monoidal.Skeleton,CategoryTheory,name_tokens,category theory category theory monoidal skeleton
2956,Mathlib.CategoryTheory.Monoidal.Subcategory,CategoryTheory,name_tokens,category theory category theory monoidal subcategory
2957,Mathlib.CategoryTheory.Monoidal.Tor,CategoryTheory,name_tokens,category theory category theory monoidal tor
2958,Mathlib.CategoryTheory.Monoidal.Transport,CategoryTheory,name_tokens,category theory category theory monoidal transport
2959,Mathlib.CategoryTheory.Monoidal.Types.Basic,CategoryTheory,name_tokens,category theory category theory monoidal types basic
2960,Mathlib.CategoryTheory.Monoidal.Types.Coyoneda,CategoryTheory,name_tokens,category theory category theory monoidal types coyoneda
2961,Mathlib.CategoryTheory.MorphismProperty.Basic,CategoryTheory,name_tokens,category theory category theory morphism property basic
2962,Mathlib.CategoryTheory.MorphismProperty.Comma,CategoryTheory,name_tokens,category theory category theory morphism property comma
2963,Mathlib.CategoryTheory.MorphismProperty.Composition,CategoryTheory,name_tokens,category theory category theory morphism property composition
2964,Mathlib.CategoryTheory.MorphismProperty.Concrete,CategoryTheory,name_tokens,category theory category theory morphism property concrete
2965,Mathlib.CategoryTheory.MorphismProperty.Descent,CategoryTheory,name_tokens,category theory category theory morphism property descent
2966,Mathlib.CategoryTheory.MorphismProperty.Factorization,CategoryTheory,name_tokens,category theory category theory morphism property factorization
2967,Mathlib.CategoryTheory.MorphismProperty.FunctorCategory,CategoryTheory,name_tokens,category theory category theory morphism property functor category
2968,Mathlib.CategoryTheory.MorphismProperty.HasCardinalLT,CategoryTheory,name_tokens,category theory category theory morphism property has cardinal lt
2969,Mathlib.CategoryTheory.MorphismProperty.Ind,CategoryTheory,name_tokens,category theory category theory morphism property ind
2970,Mathlib.CategoryTheory.MorphismProperty.IsInvertedBy,CategoryTheory,name_tokens,category theory category theory morphism property is inverted by
2971,Mathlib.CategoryTheory.MorphismProperty.IsSmall,CategoryTheory,name_tokens,category theory category theory morphism property is small
2972,Mathlib.CategoryTheory.MorphismProperty.LiftingProperty,CategoryTheory,name_tokens,category theory category theory morphism property lifting property
2973,Mathlib.CategoryTheory.MorphismProperty.Limits,CategoryTheory,name_tokens,category theory category theory morphism property limits
2974,Mathlib.CategoryTheory.MorphismProperty.Local,CategoryTheory,name_tokens,category theory category theory morphism property local
2975,Mathlib.CategoryTheory.MorphismProperty.OverAdjunction,CategoryTheory,name_tokens,category theory category theory morphism property over adjunction
2976,Mathlib.CategoryTheory.MorphismProperty.Quotient,CategoryTheory,name_tokens,category theory category theory morphism property quotient
2977,Mathlib.CategoryTheory.MorphismProperty.Representable,CategoryTheory,name_tokens,category theory category theory morphism property representable
2978,Mathlib.CategoryTheory.MorphismProperty.Retract,CategoryTheory,name_tokens,category theory category theory morphism property retract
2979,Mathlib.CategoryTheory.MorphismProperty.RetractArgument,CategoryTheory,name_tokens,category theory category theory morphism property retract argument
2980,Mathlib.CategoryTheory.MorphismProperty.TransfiniteComposition,CategoryTheory,name_tokens,category theory category theory morphism property transfinite composition
2981,Mathlib.CategoryTheory.MorphismProperty.WeakFactorizationSystem,CategoryTheory,name_tokens,category theory category theory morphism property weak factorization system
2982,Mathlib.CategoryTheory.NatIso,CategoryTheory,name_tokens,category theory category theory nat iso
2983,Mathlib.CategoryTheory.NatTrans,CategoryTheory,name_tokens,category theory category theory nat trans
2984,Mathlib.CategoryTheory.Noetherian,CategoryTheory,name_tokens,category theory category theory noetherian
2985,Mathlib.CategoryTheory.ObjectProperty.Basic,CategoryTheory,name_tokens,category theory category theory object property basic
2986,Mathlib.CategoryTheory.ObjectProperty.ClosedUnderIsomorphisms,CategoryTheory,name_tokens,category theory category theory object property closed under isomorphisms
2987,Mathlib.CategoryTheory.ObjectProperty.ColimitsCardinalClosure,CategoryTheory,name_tokens,category theory category theory object property colimits cardinal closure
2988,Mathlib.CategoryTheory.ObjectProperty.ColimitsClosure,CategoryTheory,name_tokens,category theory category theory object property colimits closure
2989,Mathlib.CategoryTheory.ObjectProperty.ColimitsOfShape,CategoryTheory,name_tokens,category theory category theory object property colimits of shape
2990,Mathlib.CategoryTheory.ObjectProperty.CompleteLattice,CategoryTheory,name_tokens,category theory category theory object property complete lattice
2991,Mathlib.CategoryTheory.ObjectProperty.ContainsZero,CategoryTheory,name_tokens,category theory category theory object property contains zero
2992,Mathlib.CategoryTheory.ObjectProperty.EpiMono,CategoryTheory,name_tokens,category theory category theory object property epi mono
2993,Mathlib.CategoryTheory.ObjectProperty.Equivalence,CategoryTheory,name_tokens,category theory category theory object property equivalence
2994,Mathlib.CategoryTheory.ObjectProperty.Extensions,CategoryTheory,name_tokens,category theory category theory object property extensions
2995,Mathlib.CategoryTheory.ObjectProperty.FiniteProducts,CategoryTheory,name_tokens,category theory category theory object property finite products
2996,Mathlib.CategoryTheory.ObjectProperty.FullSubcategory,CategoryTheory,name_tokens,category theory category theory object property full subcategory
2997,Mathlib.CategoryTheory.ObjectProperty.FunctorCategory.PreservesLimits,CategoryTheory,name_tokens,category theory category theory object property functor category preserves limits
2998,Mathlib.CategoryTheory.ObjectProperty.HasCardinalLT,CategoryTheory,name_tokens,category theory category theory object property has cardinal lt
2999,Mathlib.CategoryTheory.ObjectProperty.Ind,CategoryTheory,name_tokens,category theory category theory object property ind
3000,Mathlib.CategoryTheory.ObjectProperty.InheritedFromHom,CategoryTheory,name_tokens,category theory category theory object property inherited from hom
3001,Mathlib.CategoryTheory.ObjectProperty.LimitsClosure,CategoryTheory,name_tokens,category theory category theory object property limits closure
3002,Mathlib.CategoryTheory.ObjectProperty.LimitsOfShape,CategoryTheory,name_tokens,category theory category theory object property limits of shape
3003,Mathlib.CategoryTheory.ObjectProperty.Local,CategoryTheory,name_tokens,category theory category theory object property local
3004,Mathlib.CategoryTheory.ObjectProperty.Opposite,CategoryTheory,name_tokens,category theory category theory object property opposite
3005,Mathlib.CategoryTheory.ObjectProperty.Orthogonal,CategoryTheory,name_tokens,category theory category theory object property orthogonal
3006,Mathlib.CategoryTheory.ObjectProperty.Retract,CategoryTheory,name_tokens,category theory category theory object property retract
3007,Mathlib.CategoryTheory.ObjectProperty.Shift,CategoryTheory,name_tokens,category theory category theory object property shift
3008,Mathlib.CategoryTheory.ObjectProperty.ShiftAdditive,CategoryTheory,name_tokens,category theory category theory object property shift additive
3009,Mathlib.CategoryTheory.ObjectProperty.SiteLocal,CategoryTheory,name_tokens,category theory category theory object property site local
3010,Mathlib.CategoryTheory.ObjectProperty.Small,CategoryTheory,name_tokens,category theory category theory object property small
3011,Mathlib.CategoryTheory.Opposites,CategoryTheory,name_tokens,category theory category theory opposites
3012,Mathlib.CategoryTheory.PEmpty,CategoryTheory,name_tokens,category theory category theory empty
3013,Mathlib.CategoryTheory.PUnit,CategoryTheory,name_tokens,category theory category theory unit
3014,Mathlib.CategoryTheory.PathCategory.Basic,CategoryTheory,name_tokens,category theory category theory path category basic
3015,Mathlib.CategoryTheory.PathCategory.MorphismProperty,CategoryTheory,name_tokens,category theory category theory path category morphism property
3016,Mathlib.CategoryTheory.Pi.Basic,CategoryTheory,name_tokens,category theory category theory pi basic
3017,Mathlib.CategoryTheory.Pi.Monoidal,CategoryTheory,name_tokens,category theory category theory pi monoidal
3018,Mathlib.CategoryTheory.Preadditive.AdditiveFunctor,CategoryTheory,name_tokens,category theory category theory preadditive additive functor
3019,Mathlib.CategoryTheory.Preadditive.Basic,CategoryTheory,name_tokens,category theory category theory preadditive basic
3020,Mathlib.CategoryTheory.Preadditive.Biproducts,CategoryTheory,name_tokens,category theory category theory preadditive biproducts
3021,Mathlib.CategoryTheory.Preadditive.CommGrp_,CategoryTheory,name_tokens,category theory category theory preadditive comm grp_
3022,Mathlib.CategoryTheory.Preadditive.EilenbergMoore,CategoryTheory,name_tokens,category theory category theory preadditive eilenberg moore
3023,Mathlib.CategoryTheory.Preadditive.EndoFunctor,CategoryTheory,name_tokens,category theory category theory preadditive endo functor
3024,Mathlib.CategoryTheory.Preadditive.FunctorCategory,CategoryTheory,name_tokens,category theory category theory preadditive functor category
3025,Mathlib.CategoryTheory.Preadditive.HomOrthogonal,CategoryTheory,name_tokens,category theory category theory preadditive hom orthogonal
3026,Mathlib.CategoryTheory.Preadditive.Indization,CategoryTheory,name_tokens,category theory category theory preadditive indization
3027,Mathlib.CategoryTheory.Preadditive.Injective.Basic,CategoryTheory,name_tokens,category theory category theory preadditive injective basic
3028,Mathlib.CategoryTheory.Preadditive.Injective.LiftingProperties,CategoryTheory,name_tokens,category theory category theory preadditive injective lifting properties
3029,Mathlib.CategoryTheory.Preadditive.Injective.Preserves,CategoryTheory,name_tokens,category theory category theory preadditive injective preserves
3030,Mathlib.CategoryTheory.Preadditive.Injective.Resolution,CategoryTheory,name_tokens,category theory category theory preadditive injective resolution
3031,Mathlib.CategoryTheory.Preadditive.LeftExact,CategoryTheory,name_tokens,category theory category theory preadditive left exact
3032,Mathlib.CategoryTheory.Preadditive.LiftToFinset,CategoryTheory,name_tokens,category theory category theory preadditive lift to finset
3033,Mathlib.CategoryTheory.Preadditive.Mat,CategoryTheory,name_tokens,category theory category theory preadditive mat
3034,Mathlib.CategoryTheory.Preadditive.OfBiproducts,CategoryTheory,name_tokens,category theory category theory preadditive of biproducts
3035,Mathlib.CategoryTheory.Preadditive.Opposite,CategoryTheory,name_tokens,category theory category theory preadditive opposite
3036,Mathlib.CategoryTheory.Preadditive.Projective.Basic,CategoryTheory,name_tokens,category theory category theory preadditive projective basic
3037,Mathlib.CategoryTheory.Preadditive.Projective.Internal,CategoryTheory,name_tokens,category theory category theory preadditive projective internal
3038,Mathlib.CategoryTheory.Preadditive.Projective.LiftingProperties,CategoryTheory,name_tokens,category theory category theory preadditive projective lifting properties
3039,Mathlib.CategoryTheory.Preadditive.Projective.Preserves,CategoryTheory,name_tokens,category theory category theory preadditive projective preserves
3040,Mathlib.CategoryTheory.Preadditive.Projective.Resolution,CategoryTheory,name_tokens,category theory category theory preadditive projective resolution
3041,Mathlib.CategoryTheory.Preadditive.Schur,CategoryTheory,name_tokens,category theory category theory preadditive schur
3042,Mathlib.CategoryTheory.Preadditive.SingleObj,CategoryTheory,name_tokens,category theory category theory preadditive single obj
3043,Mathlib.CategoryTheory.Preadditive.Transfer,CategoryTheory,name_tokens,category theory category theory preadditive transfer
3044,Mathlib.CategoryTheory.Preadditive.Yoneda.Basic,CategoryTheory,name_tokens,category theory category theory preadditive yoneda basic
3045,Mathlib.CategoryTheory.Preadditive.Yoneda.Injective,CategoryTheory,name_tokens,category theory category theory preadditive yoneda injective
3046,Mathlib.CategoryTheory.Preadditive.Yoneda.Limits,CategoryTheory,name_tokens,category theory category theory preadditive yoneda limits
3047,Mathlib.CategoryTheory.Preadditive.Yoneda.Projective,CategoryTheory,name_tokens,category theory category theory preadditive yoneda projective
3048,Mathlib.CategoryTheory.Presentable.Adjunction,CategoryTheory,name_tokens,category theory category theory presentable adjunction
3049,Mathlib.CategoryTheory.Presentable.Basic,CategoryTheory,name_tokens,category theory category theory presentable basic
3050,Mathlib.CategoryTheory.Presentable.CardinalFilteredPresentation,CategoryTheory,name_tokens,category theory category theory presentable cardinal filtered presentation
3051,Mathlib.CategoryTheory.Presentable.ColimitPresentation,CategoryTheory,name_tokens,category theory category theory presentable colimit presentation
3052,Mathlib.CategoryTheory.Presentable.Dense,CategoryTheory,name_tokens,category theory category theory presentable dense
3053,Mathlib.CategoryTheory.Presentable.Directed,CategoryTheory,name_tokens,category theory category theory presentable directed
3054,Mathlib.CategoryTheory.Presentable.EssentiallyLarge,CategoryTheory,name_tokens,category theory category theory presentable essentially large
3055,Mathlib.CategoryTheory.Presentable.Finite,CategoryTheory,name_tokens,category theory category theory presentable finite
3056,Mathlib.CategoryTheory.Presentable.IsCardinalFiltered,CategoryTheory,name_tokens,category theory category theory presentable is cardinal filtered
3057,Mathlib.CategoryTheory.Presentable.Limits,CategoryTheory,name_tokens,category theory category theory presentable limits
3058,Mathlib.CategoryTheory.Presentable.LocallyPresentable,CategoryTheory,name_tokens,category theory category theory presentable locally presentable
3059,Mathlib.CategoryTheory.Presentable.OrthogonalReflection,CategoryTheory,name_tokens,category theory category theory presentable orthogonal reflection
3060,Mathlib.CategoryTheory.Presentable.Presheaf,CategoryTheory,name_tokens,category theory category theory presentable presheaf
3061,Mathlib.CategoryTheory.Presentable.Retracts,CategoryTheory,name_tokens,category theory category theory presentable retracts
3062,Mathlib.CategoryTheory.Presentable.StrongGenerator,CategoryTheory,name_tokens,category theory category theory presentable strong generator
3063,Mathlib.CategoryTheory.Presentable.Type,CategoryTheory,name_tokens,category theory category theory presentable type
3064,Mathlib.CategoryTheory.Products.Associator,CategoryTheory,name_tokens,category theory category theory products associator
3065,Mathlib.CategoryTheory.Products.Basic,CategoryTheory,name_tokens,category theory category theory products basic
3066,Mathlib.CategoryTheory.Products.Bifunctor,CategoryTheory,name_tokens,category theory category theory products bifunctor
3067,Mathlib.CategoryTheory.Products.Unitor,CategoryTheory,name_tokens,category theory category theory products unitor
3068,Mathlib.CategoryTheory.Quotient,CategoryTheory,name_tokens,category theory category theory quotient
3069,Mathlib.CategoryTheory.Quotient.Linear,CategoryTheory,name_tokens,category theory category theory quotient linear
3070,Mathlib.CategoryTheory.Quotient.LocallySmall,CategoryTheory,name_tokens,category theory category theory quotient locally small
3071,Mathlib.CategoryTheory.Quotient.Preadditive,CategoryTheory,name_tokens,category theory category theory quotient preadditive
3072,Mathlib.CategoryTheory.RegularCategory.Basic,CategoryTheory,name_tokens,category theory category theory regular category basic
3073,Mathlib.CategoryTheory.RepresentedBy,CategoryTheory,name_tokens,category theory category theory represented by
3074,Mathlib.CategoryTheory.Retract,CategoryTheory,name_tokens,category theory category theory retract
3075,Mathlib.CategoryTheory.Shift.Adjunction,CategoryTheory,name_tokens,category theory category theory shift adjunction
3076,Mathlib.CategoryTheory.Shift.Basic,CategoryTheory,name_tokens,category theory category theory shift basic
3077,Mathlib.CategoryTheory.Shift.CommShift,CategoryTheory,name_tokens,category theory category theory shift comm shift
3078,Mathlib.CategoryTheory.Shift.CommShiftTwo,CategoryTheory,name_tokens,category theory category theory shift comm shift two
3079,Mathlib.CategoryTheory.Shift.Induced,CategoryTheory,name_tokens,category theory category theory shift induced
3080,Mathlib.CategoryTheory.Shift.InducedShiftSequence,CategoryTheory,name_tokens,category theory category theory shift induced shift sequence
3081,Mathlib.CategoryTheory.Shift.Linear,CategoryTheory,name_tokens,category theory category theory shift linear
3082,Mathlib.CategoryTheory.Shift.Localization,CategoryTheory,name_tokens,category theory category theory shift localization
