module_idx,module_name,category,source,description
2259,Mathlib.Analysis.SpecificLimits.Normed,Analysis,name_tokens,analysis analysis specific limits normed
2260,Mathlib.Analysis.SpecificLimits.RCLike,Analysis,name_tokens,analysis analysis specific limits rc like
2261,Mathlib.Analysis.Subadditive,Analysis,name_tokens,analysis analysis subadditive
2262,Mathlib.Analysis.SumIntegralComparisons,Analysis,name_tokens,analysis analysis sum integral comparisons
2263,Mathlib.Analysis.SumOverResidueClass,Analysis,name_tokens,analysis analysis sum over residue class
2264,Mathlib.Analysis.VonNeumannAlgebra.Basic,Analysis,name_tokens,analysis analysis von neumann algebra basic
2265,Mathlib.CategoryTheory.Abelian.Basic,CategoryTheory,name_tokens,category theory category theory abelian basic
2266,Mathlib.CategoryTheory.Abelian.CommSq,CategoryTheory,name_tokens,category theory category theory abelian comm sq
2267,Mathlib.CategoryTheory.Abelian.DiagramLemmas.Four,CategoryTheory,name_tokens,category theory category theory abelian diagram lemmas four
2268,Mathlib.CategoryTheory.Abelian.DiagramLemmas.KernelCokernelComp,CategoryTheory,name_tokens,category theory category theory abelian diagram lemmas kernel cokernel comp
2269,Mathlib.CategoryTheory.Abelian.EpiWithInjectiveKernel,CategoryTheory,name_tokens,category theory category theory abelian epi with injective kernel
2270,Mathlib.CategoryTheory.Abelian.Exact,CategoryTheory,name_tokens,category theory category theory abelian exact
2271,Mathlib.CategoryTheory.Abelian.Ext,CategoryTheory,name_tokens,category theory category theory abelian ext
2272,Mathlib.CategoryTheory.Abelian.FreydMitchell,CategoryTheory,name_tokens,category theory category theory abelian freyd mitchell
2273,Mathlib.CategoryTheory.Abelian.FunctorCategory,CategoryTheory,name_tokens,category theory category theory abelian functor category
2274,Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Basic,CategoryTheory,name_tokens,category theory category theory abelian grothendieck axioms basic
2275,Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Colim,CategoryTheory,name_tokens,category theory category theory abelian grothendieck axioms colim
2276,Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Connected,CategoryTheory,name_tokens,category theory category theory abelian grothendieck axioms connected
2277,Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.FunctorCategory,CategoryTheory,name_tokens,category theory category theory abelian grothendieck axioms functor category
2278,Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Indization,CategoryTheory,name_tokens,category theory category theory abelian grothendieck axioms indization
2279,Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Sheaf,CategoryTheory,name_tokens,category theory category theory abelian grothendieck axioms sheaf
2280,Mathlib.CategoryTheory.Abelian.GrothendieckAxioms.Types,CategoryTheory,name_tokens,category theory category theory abelian grothendieck axioms types
2281,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Basic,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category basic
2282,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.ColimCoyoneda,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category colim coyoneda
2283,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Coseparator,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category coseparator
2284,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.EnoughInjectives,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category enough injectives
2285,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.HasExt,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category has ext
2286,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.ModuleEmbedding.GabrielPopescu,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category module embedding gabriel popescu
2287,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.ModuleEmbedding.Opposite,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category module embedding opposite
2288,Mathlib.CategoryTheory.Abelian.GrothendieckCategory.Monomorphisms,CategoryTheory,name_tokens,category theory category theory abelian grothendieck category monomorphisms
