mc_module,ml_module,base_score,concept,synonym,text_v3,broad_pen,reranked
vector,Mathlib.Algebra.Polynomial.Module.FiniteDimensional,0.3681,0.0,0.0,0.1225,0.0,0.3804
vector,Mathlib.LinearAlgebra.FiniteDimensional.Basic,0.3669,0.0,0.0,0.1786,0.0,0.3848
vector,Mathlib.LinearAlgebra.Matrix.FiniteDimensional,0.3643,0.0,0.0,0.1684,0.0,0.3811
vector,Mathlib.LinearAlgebra.FiniteDimensional.Lemmas,0.3531,0.0,0.0,0.1235,0.0,0.3654
vector,Mathlib.LinearAlgebra.Complex.FiniteDimensional,0.3528,0.0,0.0,0.1221,0.0,0.365
vector,Mathlib.LinearAlgebra.Multilinear.FiniteDimensional,0.3517,0.0,0.0,0.118,0.0,0.3635
vector,Mathlib.LinearAlgebra.Finsupp.VectorSpace,0.3484,1.0,0.1429,0.1046,0.0,0.6203
vector,Mathlib.LinearAlgebra.Basis.VectorSpace,0.3464,1.0,0.1429,0.0969,0.0,0.6175
ssrint,Mathlib.RingTheory.Int.Basic,0.3247,0.25,0.1429,0.2237,0.0,0.421
ssrint,Mathlib.Algebra.Group.Int.Even,0.3227,0.25,0.1667,0.1766,0.0,0.4162
ssrint,Mathlib.Algebra.Order.Group.Int,0.322,0.25,0.1667,0.1735,0.0,0.4152
ssrint,Mathlib.Algebra.Order.Ring.Int,0.3218,0.25,0.1667,0.1728,0.0,0.4149
ssrint,Mathlib.Algebra.Module.LocalizedModule.Int,0.3187,0.25,0.1429,0.2,0.0,0.4126
ssrint,Mathlib.RingTheory.Ideal.Int,0.3175,0.25,0.1429,0.195,0.0,0.4109
ssrint,Mathlib.Algebra.Group.Int.Units,0.3157,0.25,0.1667,0.1486,0.0,0.4064
ssrint,Mathlib.Algebra.Module.NatInt,0.3145,0.25,0.1429,0.1832,0.0,0.4067
ssrint,Mathlib.Algebra.Ring.Int.Units,0.3134,0.25,0.1667,0.1394,0.0,0.4032
ssrint,Mathlib.Algebra.Order.Group.Unbundled.Int,0.3132,0.25,0.1429,0.1778,0.0,0.4049
all_algebra,Mathlib.Algebra.Algebra.Epi,0.5331,0.5,0.3333,0.5989,0.0,0.7447
all_algebra,Mathlib.Algebra.Algebra.Shrink,0.4888,0.5,0.3333,0.4219,0.0,0.6827
all_algebra,Mathlib.Algebra.Algebra.Field,0.476,0.5,0.3333,0.3706,0.0,0.6647
all_algebra,Mathlib.Algebra.Order.Module.Algebra,0.4638,0.5,0.25,0.5051,0.0,0.6593
all_algebra,Mathlib.Algebra.Algebra.ZMod,0.4551,0.5,0.25,0.4703,0.0,0.6471
all_algebra,Mathlib.Algebra.Order.Algebra,0.4548,0.5,0.3333,0.286,0.0,0.6351
all_algebra,Mathlib.Algebra.Algebra.Rat,0.4533,0.5,0.3333,0.2798,0.0,0.6329
all_algebra,Mathlib.Algebra.Notation,0.4513,0.5,0.3333,0.2717,0.0,0.6301
all_algebra,Mathlib.Algebra.Algebra.Bilinear,0.4459,0.5,0.3333,0.2503,0.0,0.6226
all_algebra,Mathlib.Algebra.Algebra.Prod,0.4453,0.5,0.3333,0.2478,0.0,0.6217
mxalgebra,Mathlib.LinearAlgebra.Matrix.Rank,0.4522,0.5714,0.5714,0.1836,0.0,0.6591
mxalgebra,Mathlib.LinearAlgebra.Matrix.RowCol,0.4438,0.4286,0.3,0.3154,0.0,0.6065
mxalgebra,Mathlib.Algebra.Algebra.Subalgebra.Matrix,0.406,0.2857,0.2857,0.1956,0.0,0.5198
mxalgebra,Mathlib.Algebra.Central.Matrix,0.4015,0.2857,0.2857,0.1773,0.0,0.5135
mxalgebra,Mathlib.Algebra.Azumaya.Matrix,0.3987,0.2857,0.2857,0.1661,0.0,0.5096
mxalgebra,Mathlib.LinearAlgebra.AffineSpace.Matrix,0.3973,0.4286,0.3,0.1292,0.0,0.5414
mxalgebra,Mathlib.LinearAlgebra.Matrix.Transvection,0.3951,0.4286,0.375,0.2914,0.0,0.5614
mxalgebra,Mathlib.Algebra.Lie.Matrix,0.3913,0.2857,0.2857,0.1367,0.0,0.4993
mxalgebra,Mathlib.LinearAlgebra.Matrix.Stochastic,0.3911,0.4286,0.375,0.2755,0.0,0.5558
mxalgebra,Mathlib.LinearAlgebra.Matrix.Vec,0.3824,0.4286,0.375,0.2405,0.0,0.5436
spectral,Mathlib.Algebra.Homology.SpectralSequence.Basic,0.3219,1.0,0.1667,0.2432,0.0,0.6096
spectral,Mathlib.Algebra.Homology.SpectralSequence.ComplexShape,0.3153,1.0,0.125,0.2613,0.0,0.6014
spectral,Mathlib.Algebra.Homology.HomotopyCategory.SpectralObject,0.3035,1.0,0.125,0.2139,0.0,0.5849
spectral,Mathlib.LinearAlgebra.Matrix.Orthogonal,0.2688,0.0,0.0,0.0,0.0,0.2688
spectral,Mathlib.LinearAlgebra.BilinearForm.Orthogonal,0.255,0.0,0.0,0.0,0.0,0.255
spectral,Mathlib.LinearAlgebra.SesquilinearForm.Basic,0.2527,0.0,0.0,0.0086,0.0,0.2536
spectral,Mathlib.RingTheory.TensorProduct.Finite,0.2525,0.0,0.0,0.008,0.0,0.2533
spectral,Mathlib.RingTheory.Localization.FractionRing,0.251,0.0,0.0,0.0032,0.0,0.2513
spectral,Mathlib.Algebra.Category.Ring.Epi,0.25,0.0,0.0,0.0,0.0,0.25
spectral,Mathlib.LinearAlgebra.Span.TensorProduct,0.25,0.0,0.0,0.0,0.0,0.25
sesquilinear,Mathlib.LinearAlgebra.SesquilinearForm,0.4552,1.0,0.1667,0.3923,0.0,0.7578
sesquilinear,Mathlib.LinearAlgebra.SesquilinearForm.Star,0.4406,1.0,0.1429,0.4124,0.0,0.7433
sesquilinear,Mathlib.LinearAlgebra.Matrix.SesquilinearForm,0.3864,1.0,0.1429,0.1954,0.0,0.6674
sesquilinear,Mathlib.LinearAlgebra.SesquilinearForm.Basic,0.3837,1.0,0.1429,0.1849,0.0,0.6636
sesquilinear,Mathlib.LinearAlgebra.Matrix.BilinearForm,0.3508,0.0,0.0,0.0534,0.0,0.3561
sesquilinear,Mathlib.LinearAlgebra.BilinearForm.Properties,0.3411,0.0,0.0,0.0145,0.0,0.3426
sesquilinear,Mathlib.LinearAlgebra.BilinearForm.Orthogonal,0.3409,0.0,0.0,0.0137,0.0,0.3423
sesquilinear,Mathlib.LinearAlgebra.BilinearForm.Hom,0.3405,0.0,0.0,0.012,0.0,0.3417
sesquilinear,Mathlib.LinearAlgebra.BilinearForm.Basic,0.34,0.0,0.0,0.0102,0.0,0.341
sesquilinear,Mathlib.Algebra.Algebra.Bilinear,0.3392,0.0,0.0,0.0069,0.0,0.3399
finalg,Mathlib.Algebra.Divisibility.Finite,0.5049,0.0,0.0,0.1197,0.0,0.5169
finalg,Mathlib.Algebra.Group.Equiv.Finite,0.466,0.0,0.0,0.1841,0.0,0.4844
finalg,Mathlib.Algebra.Group.Submonoid.Finite,0.4406,0.0,0.0,0.0823,0.0,0.4488
finalg,Mathlib.Algebra.Group.Subgroup.Finite,0.4374,0.0,0.0,0.0697,0.0,0.4444
finalg,Mathlib.Algebra.Module.Presentation.Finite,0.4285,0.0,0.0,0.0341,0.0,0.4319
finalg,Mathlib.Algebra.Group.Pointwise.Set.Finite,0.4068,0.0,0.0,0.0937,0.0,0.4162
finalg,Mathlib.Algebra.Group.ConjFinite,0.4031,0.0,0.0,0.0792,0.0,0.411
finalg,Mathlib.Algebra.Group.Action.Pointwise.Set.Finite,0.3939,0.0,0.0,0.1471,0.0,0.4086
finalg,Mathlib.Algebra.Category.Grp.FiniteGrp,0.3936,0.0,0.0,0.0411,0.0,0.3977
finalg,Mathlib.Algebra.Notation.FiniteSupport,0.392,0.0,0.0,0.0348,0.0,0.3955
rat,Mathlib.NumberTheory.Cyclotomic.Rat,0.4334,0.6667,0.1667,0.2003,0.0,0.6334
rat,Mathlib.NumberTheory.Niven,0.3683,0.0,0.0,0.3066,0.0,0.399
rat,Mathlib.Algebra.Order.Field.Rat,0.3666,0.6667,0.2,0.2999,0.0,0.5793
rat,Mathlib.Algebra.Field.Rat,0.3654,0.6667,0.25,0.2218,0.0,0.5742
rat,Mathlib.Algebra.Algebra.Rat,0.3611,0.6667,0.3333,0.0945,0.0,0.5639
rat,Mathlib.Algebra.Ring.Rat,0.3602,0.6667,0.25,0.2009,0.0,0.567
rat,Mathlib.Algebra.Star.Rat,0.3536,0.6667,0.25,0.1743,0.0,0.5577
rat,Mathlib.Algebra.Order.Ring.Rat,0.3465,0.6667,0.2,0.2192,0.0,0.5511
rat,Mathlib.Algebra.Algebra.Hom.Rat,0.3459,0.6667,0.25,0.1434,0.0,0.5469
rat,Mathlib.NumberTheory.Real.Irrational,0.3399,0.0,0.0,0.2451,0.0,0.3644
polydiv,Mathlib.Algebra.Polynomial.FieldDivision,0.3883,0.0,0.0,0.1248,0.0,0.4008
polydiv,Mathlib.Algebra.MvPolynomial.Division,0.3866,0.0,0.0,0.1178,0.0,0.3984
polydiv,Mathlib.Algebra.Polynomial.RingDivision,0.3817,0.0,0.0,0.0982,0.0,0.3915
polydiv,Mathlib.Algebra.Polynomial.PartialFractions,0.3171,0.0,0.0,0.1934,0.0,0.3364
polydiv,Mathlib.Algebra.Polynomial.Smeval,0.3157,0.0,0.0,0.0961,0.0,0.3253
polydiv,Mathlib.Algebra.EuclideanDomain.Defs,0.3126,0.0,0.0,0.1752,0.0,0.3301
polydiv,Mathlib.Algebra.Polynomial.Identities,0.3105,0.0,0.0,0.0754,0.0,0.318
polydiv,Mathlib.Algebra.MonoidAlgebra.Division,0.3104,0.0,0.0,0.1272,0.0,0.3231
polydiv,Mathlib.Algebra.Polynomial.Sequence,0.3101,0.0,0.0,0.0736,0.0,0.3175
polydiv,Mathlib.Algebra.Polynomial.Coeff,0.307,0.0,0.0,0.0612,0.0,0.3131
interval,Mathlib.Algebra.Order.Ring.Interval,0.5237,1.0,0.25,0.1948,0.0,0.8132
interval,Mathlib.Algebra.Order.Interval.Multiset,0.5172,1.0,0.25,0.1689,0.0,0.8041
interval,Mathlib.Algebra.Order.Interval.Basic,0.5112,1.0,0.25,0.1448,0.0,0.7957
interval,Mathlib.Algebra.Order.Interval.Set.Monoid,0.4691,1.0,0.2,0.1965,0.0,0.7547
interval,Mathlib.Algebra.Order.Interval.Set.Group,0.4683,1.0,0.2,0.1932,0.0,0.7536
interval,Mathlib.Algebra.Order.Interval.Finset.Basic,0.4657,1.0,0.2,0.183,0.0,0.75
interval,Mathlib.Algebra.Order.Group.Pointwise.Interval,0.4484,1.0,0.2,0.1137,0.0,0.7258
interval,Mathlib.Algebra.Order.Interval.Set.Instances,0.443,1.0,0.2,0.0919,0.0,0.7182
interval,Mathlib.Order.Interval.Lex,0.4083,1.0,0.3333,0.1666,0.0,0.7016
interval,Mathlib.Algebra.Order.Algebra,0.4031,0.0,0.0,0.0792,0.0,0.411
qpoly,Mathlib.RingTheory.Polynomial.Quotient,0.419,0.0,0.0,0.1425,0.0,0.4332
qpoly,Mathlib.Algebra.Quotient,0.3593,0.0,0.0,0.087,0.0,0.368
qpoly,Mathlib.Algebra.Polynomial.Lifts,0.3481,0.0,0.0,0.1523,0.0,0.3633
qpoly,Mathlib.Algebra.Polynomial.Identities,0.3459,0.0,0.0,0.1437,0.0,0.3603
qpoly,Mathlib.Algebra.Polynomial.Basis,0.343,0.0,0.0,0.132,0.0,0.3562
qpoly,Mathlib.Algebra.Polynomial.Monic,0.3422,0.0,0.0,0.1288,0.0,0.3551
qpoly,Mathlib.Algebra.Polynomial.Homogenize,0.3421,0.0,0.0,0.1282,0.0,0.3549
qpoly,Mathlib.Algebra.Polynomial.Div,0.3418,0.0,0.0,0.1271,0.0,0.3545
qpoly,Mathlib.Algebra.Polynomial.Eval.Irreducible,0.339,0.0,0.0,0.1893,0.0,0.3579
qpoly,Mathlib.Algebra.Polynomial.Smeval,0.3373,0.0,0.0,0.1091,0.0,0.3482
archimedean,Mathlib.Algebra.Order.Archimedean.Submonoid,0.381,1.0,0.25,0.1739,0.0,0.6684
archimedean,Mathlib.Algebra.Order.Archimedean.Basic,0.3793,1.0,0.25,0.1673,0.0,0.666
archimedean,Mathlib.Algebra.Order.Module.Archimedean,0.3702,1.0,0.25,0.131,0.0,0.6533
archimedean,Mathlib.Algebra.Order.Archimedean.Hom,0.3655,1.0,0.25,0.1118,0.0,0.6467
archimedean,Mathlib.Algebra.Order.Ring.Archimedean,0.3654,1.0,0.25,0.1115,0.0,0.6466
archimedean,Mathlib.Algebra.Order.Archimedean.Class,0.3602,1.0,0.25,0.0907,0.0,0.6393
archimedean,Mathlib.RingTheory.Valuation.Archimedean,0.3471,1.0,0.2,0.1485,0.0,0.628
archimedean,Mathlib.Algebra.Order.Archimedean.IndicatorCard,0.3275,1.0,0.1667,0.1433,0.0,0.6052
archimedean,Mathlib.NumberTheory.Ostrowski,0.2318,0.0,0.0,0.1271,0.0,0.2445
archimedean,Mathlib.RingTheory.HahnSeries.Lex,0.2291,0.0,0.0,0.1165,0.0,0.2408
countalg,Mathlib.LinearAlgebra.Countable,0.4951,0.0,0.0,0.3004,0.0,0.5251
countalg,Mathlib.Algebra.Algebra.Operations,0.3488,0.0,0.0,0.0452,0.0,0.3533
countalg,Mathlib.Algebra.Expr,0.3448,0.0,0.0,0.0291,0.0,0.3477
countalg,Mathlib.Algebra.Quotient,0.3446,0.0,0.0,0.0285,0.0,0.3475
countalg,Mathlib.Algebra.Opposites,0.344,0.0,0.0,0.0259,0.0,0.3466
countalg,Mathlib.Algebra.Quandle,0.344,0.0,0.0,0.0258,0.0,0.3466
countalg,Mathlib.Algebra.Notation,0.3434,0.0,0.0,0.0236,0.0,0.3458
countalg,Mathlib.Algebra.Order.Algebra,0.3428,0.0,0.0,0.0212,0.0,0.3449
countalg,Mathlib.Algebra.Algebra.Epi,0.3417,0.0,0.0,0.0168,0.0,0.3434
countalg,Mathlib.Algebra.Algebra.Bilinear,0.3413,0.0,0.0,0.0154,0.0,0.3428
poly,Mathlib.RingTheory.Polynomial.HilbertPoly,0.4305,1.0,0.2857,0.2932,0.0,0.7327
poly,Mathlib.Algebra.Polynomial.Identities,0.3927,0.3333,0.25,0.2209,0.0,0.5181
poly,Mathlib.Algebra.Polynomial.Lifts,0.389,0.3333,0.25,0.206,0.0,0.5129
poly,Mathlib.Algebra.Polynomial.Sequence,0.3885,0.3333,0.25,0.2039,0.0,0.5122
poly,Mathlib.Algebra.Polynomial.Smeval,0.3875,0.3333,0.25,0.1999,0.0,0.5108
poly,Mathlib.Algebra.Polynomial.Mirror,0.3808,0.3333,0.25,0.173,0.0,0.5014
poly,Mathlib.Algebra.Polynomial.Reverse,0.3791,0.3333,0.25,0.1663,0.0,0.4991
poly,Mathlib.Algebra.Polynomial.Homogenize,0.3772,0.3333,0.25,0.1588,0.0,0.4964
poly,Mathlib.Algebra.Polynomial.Coeff,0.3728,0.3333,0.25,0.1412,0.0,0.4902
poly,Mathlib.Algebra.Polynomial.Taylor,0.3696,0.3333,0.25,0.1284,0.0,0.4858
fraction,Mathlib.RingTheory.IntegralDomain,0.4027,0.0,0.0,0.2606,0.0,0.4288
fraction,Mathlib.Algebra.EuclideanDomain.Field,0.386,0.0,0.0,0.1155,0.0,0.3975
fraction,Mathlib.RingTheory.WittVector.FrobeniusFractionField,0.3485,1.0,0.1,0.2274,0.0,0.6292
fraction,Mathlib.RingTheory.Localization.Integral,0.3423,0.0,0.0,0.2943,0.0,0.3717
fraction,Mathlib.RingTheory.DedekindDomain.IntegralClosure,0.3316,0.0,0.0,0.1266,0.0,0.3443
fraction,Mathlib.Algebra.Algebra.Field,0.3283,0.0,0.0,0.0731,0.0,0.3356
fraction,Mathlib.RingTheory.Localization.FractionRing,0.3167,1.0,0.1667,0.2222,0.0,0.6023
fraction,Mathlib.RingTheory.Algebraic.Integral,0.3142,0.0,0.0,0.1816,0.0,0.3324
fraction,Mathlib.Algebra.Field.Shrink,0.3124,0.0,0.0,0.0828,0.0,0.3207
fraction,Mathlib.Algebra.Field.Defs,0.3091,0.0,0.0,0.0698,0.0,0.3161
preorder,Mathlib.Order.Preorder.Finite,0.6035,1.0,0.3333,0.1475,0.0,0.8949
preorder,Mathlib.Order.Preorder.Finsupp,0.601,1.0,0.3333,0.1372,0.0,0.8914
preorder,Mathlib.Order.Preorder.Chain,0.5853,1.0,0.3333,0.0747,0.0,0.8694
preorder,Mathlib.Order.Circular,0.4098,0.0,0.0,0.1058,0.0,0.4204
preorder,Mathlib.Order.Basic,0.4081,0.0,0.0,0.0991,0.0,0.418
preorder,Mathlib.Order.Height,0.4081,0.0,0.0,0.099,0.0,0.418
preorder,Mathlib.Order.Restriction,0.4026,0.0,0.0,0.0769,0.0,0.4103
preorder,Mathlib.Order.Grade,0.4013,0.0,0.0,0.072,0.0,0.4085
preorder,Mathlib.Order.Comparable,0.4007,0.0,0.0,0.0694,0.0,0.4076
preorder,Mathlib.Order.Synonym,0.4006,0.0,0.0,0.069,0.0,0.4075
all_order,Mathlib.Order.Lattice,0.4861,0.5,0.3333,0.0442,0.0,0.6422
all_order,Mathlib.Order.Radical,0.4515,0.5,0.3333,0.5658,0.0,0.6597
all_order,Mathlib.Order.CompletePartialOrder,0.4412,0.5,0.2,0.2316,0.0,0.6054
all_order,Mathlib.Order.Lattice.Congruence,0.4392,0.5,0.25,0.0767,0.0,0.5919
all_order,Mathlib.Order.Bounds.Lattice,0.4386,0.5,0.25,0.0745,0.0,0.591
all_order,Mathlib.Order.Filter.Partial,0.4341,0.5,0.25,0.0562,0.0,0.5847
all_order,Mathlib.Order.Defs.PartialOrder,0.4312,0.5,0.2,0.1916,0.0,0.5914
all_order,Mathlib.Order.Hom.Lattice,0.4268,0.5,0.25,0.0274,0.0,0.5745
all_order,Mathlib.Order.BoundedOrder.Lattice,0.404,0.5,0.2,0.0825,0.0,0.5533
all_order,Mathlib.Order.Part,0.4023,0.5,0.3333,0.3694,0.0,0.5909
order,Mathlib.Order.Lattice,0.5721,1.0,0.5,0.0218,0.0,0.8643
order,Mathlib.Order.Filter.Partial,0.499,1.0,0.3333,0.0959,0.0,0.7853
order,Mathlib.Order.Lattice.Congruence,0.4845,1.0,0.3333,0.0378,0.0,0.7649
order,Mathlib.Order.Bounds.Lattice,0.4842,1.0,0.3333,0.0367,0.0,0.7645
order,Mathlib.Order.Hom.Lattice,0.481,1.0,0.3333,0.0239,0.0,0.7601
order,Mathlib.Order.Defs.PartialOrder,0.4496,1.0,0.25,0.1185,0.0,0.7315
order,Mathlib.Order.CompletePartialOrder,0.4494,1.0,0.25,0.1174,0.0,0.7311
order,Mathlib.Order.BoundedOrder.Lattice,0.4302,1.0,0.25,0.0407,0.0,0.7043
order,Mathlib.Order.ModularLattice,0.4272,1.0,0.25,0.0288,0.0,0.7001
order,Mathlib.Order.LatticeIntervals,0.4268,1.0,0.25,0.0273,0.0,0.6995
presentation,Mathlib.GroupTheory.SpecificGroups.ZGroup,0.2753,0.0,0.0,0.0809,0.0,0.2834
presentation,Mathlib.GroupTheory.Coset.Card,0.2635,0.0,0.0,0.0432,0.0,0.2678
presentation,Mathlib.GroupTheory.CommutingProbability,0.2631,0.0,0.0,0.042,0.0,0.2673
presentation,Mathlib.GroupTheory.Abelianization.Defs,0.2618,0.0,0.0,0.0378,0.0,0.2656
presentation,Mathlib.GroupTheory.Perm.Closure,0.2532,0.0,0.0,0.2126,0.0,0.2745
presentation,Mathlib.GroupTheory.FreeGroup.GeneratorEquiv,0.2395,0.3333,0.1818,0.158,0.0,0.3532
presentation,Mathlib.GroupTheory.Coxeter.Basic,0.2307,0.0,0.0,0.1228,0.0,0.243
presentation,Mathlib.GroupTheory.Schreier,0.2289,0.0,0.0,0.1158,0.0,0.2405
presentation,Mathlib.GroupTheory.PresentedGroup,0.2278,0.1667,0.1111,0.1111,0.0,0.2895
presentation,Mathlib.GroupTheory.SpecificGroups.Quaternion,0.2259,0.0,0.0,0.1035,0.0,0.2363
gproduct,Mathlib.GroupTheory.SemidirectProduct,0.4801,0.4,0.25,0.2956,0.0,0.6297
gproduct,Mathlib.GroupTheory.RegularWreathProduct,0.3306,0.2,0.1,0.0822,0.0,0.3968
gproduct,Mathlib.GroupTheory.GroupExtension.Basic,0.3173,0.0,0.0,0.249,0.0,0.3422
gproduct,Mathlib.GroupTheory.GroupExtension.Defs,0.2907,0.0,0.0,0.1426,0.0,0.305
gproduct,Mathlib.GroupTheory.Nilpotent,0.2881,0.0,0.0,0.0773,0.0,0.2958
gproduct,Mathlib.GroupTheory.SpecificGroups.ZGroup,0.2879,0.0,0.0,0.1515,0.0,0.303
gproduct,Mathlib.GroupTheory.Complement,0.2859,0.0,0.0,0.0687,0.0,0.2928
gproduct,Mathlib.GroupTheory.Torsion,0.2833,0.0,0.0,0.0582,0.0,0.2891
gproduct,Mathlib.GroupTheory.Transfer,0.2826,0.0,0.0,0.0556,0.0,0.2882
gproduct,Mathlib.GroupTheory.ClassEquation,0.282,0.0,0.0,0.1079,0.0,0.2928
perm,Mathlib.GroupTheory.Perm.Centralizer,0.3383,0.6667,0.1667,0.278,0.0,0.5461
perm,Mathlib.GroupTheory.Perm.Cycle.Concrete,0.3363,0.6667,0.1429,0.3007,0.0,0.5445
perm,Mathlib.GroupTheory.Perm.List,0.3361,0.6667,0.1667,0.2693,0.0,0.543
perm,Mathlib.GroupTheory.Perm.Fin,0.3337,0.6667,0.1667,0.2597,0.0,0.5397
perm,Mathlib.GroupTheory.Perm.Closure,0.3336,0.6667,0.1667,0.2592,0.0,0.5395
perm,Mathlib.GroupTheory.Perm.Support,0.3282,0.6667,0.1667,0.2378,0.0,0.532
perm,Mathlib.GroupTheory.Perm.Finite,0.3272,0.6667,0.1667,0.2337,0.0,0.5306
perm,Mathlib.GroupTheory.Perm.Cycle.Basic,0.324,0.6667,0.1429,0.2515,0.0,0.5272
perm,Mathlib.GroupTheory.Perm.Option,0.322,0.6667,0.1667,0.213,0.0,0.5233
perm,Mathlib.GroupTheory.Perm.Cycle.Type,0.3198,0.6667,0.1429,0.2348,0.0,0.5214
morphism,Mathlib.GroupTheory.Coset.Card,0.3632,0.0,0.0,0.0479,0.0,0.368
morphism,Mathlib.GroupTheory.Abelianization.Defs,0.3602,0.0,0.0,0.0383,0.0,0.364
morphism,Mathlib.GroupTheory.CommutingProbability,0.3515,0.0,0.0,0.0497,0.0,0.3565
morphism,Mathlib.GroupTheory.SpecificGroups.ZGroup,0.34,0.0,0.0,0.0436,0.0,0.3444
morphism,Mathlib.GroupTheory.Sylow,0.3151,0.0,0.0,0.0937,0.0,0.3245
morphism,Mathlib.GroupTheory.Rank,0.3114,0.0,0.0,0.0789,0.0,0.3193
morphism,Mathlib.GroupTheory.Perm.Centralizer,0.3109,0.0,0.0,0.1292,0.0,0.3238
morphism,Mathlib.GroupTheory.Schreier,0.31,0.0,0.0,0.0733,0.0,0.3173
morphism,Mathlib.GroupTheory.QuotientGroup.Finite,0.31,0.0,0.0,0.1649,0.0,0.3265
morphism,Mathlib.GroupTheory.Commensurable,0.3092,0.0,0.0,0.07,0.0,0.3162
all_fingroup,Mathlib.GroupTheory.Abelianization.Finite,0.4396,0.2857,0.25,0.4082,0.0,0.5719
all_fingroup,Mathlib.GroupTheory.Commutator.Finite,0.4137,0.2857,0.25,0.3046,0.0,0.5356
all_fingroup,Mathlib.GroupTheory.DedekindFinite,0.4119,0.2857,0.2222,0.3588,0.0,0.537
all_fingroup,Mathlib.GroupTheory.Perm.Finite,0.3968,0.2857,0.25,0.2372,0.0,0.512
all_fingroup,Mathlib.GroupTheory.QuotientGroup.Finite,0.3838,0.2857,0.2222,0.2463,0.0,0.4976
all_fingroup,Mathlib.GroupTheory.FiniteIndexNormalSubgroup,0.3785,0.2857,0.1818,0.0538,0.0,0.4699
all_fingroup,Mathlib.GroupTheory.MonoidLocalization.Finite,0.3776,0.2857,0.2,0.2705,0.0,0.4921
all_fingroup,Mathlib.GroupTheory.Subgroup.Saturated,0.3527,0.1429,0.1111,0.0609,0.0,0.4034
all_fingroup,Mathlib.GroupTheory.Subgroup.Simple,0.3518,0.1429,0.1111,0.0572,0.0,0.4021
all_fingroup,Mathlib.GroupTheory.Subgroup.Centralizer,0.3457,0.1429,0.1111,0.0327,0.0,0.3936
action,Mathlib.GroupTheory.GroupAction.Support,0.4087,1.0,0.1667,0.2847,0.0,0.7005
action,Mathlib.GroupTheory.GroupAction.Pointwise,0.3989,1.0,0.1667,0.2458,0.0,0.6868
action,Mathlib.GroupTheory.GroupAction.Basic,0.3922,1.0,0.1667,0.219,0.0,0.6774
action,Mathlib.GroupTheory.GroupAction.Iwasawa,0.389,1.0,0.1667,0.2059,0.0,0.6729
action,Mathlib.GroupTheory.GroupAction.Defs,0.3884,1.0,0.1667,0.2035,0.0,0.6721
action,Mathlib.GroupTheory.GroupAction.Embedding,0.3859,1.0,0.1667,0.1937,0.0,0.6686
action,Mathlib.GroupTheory.GroupAction.Quotient,0.3848,1.0,0.1667,0.1891,0.0,0.667
action,Mathlib.GroupTheory.FreeGroup.Orbit,0.3831,0.0,0.0,0.1825,0.0,0.4013
action,Mathlib.GroupTheory.GroupAction.Transitive,0.3821,1.0,0.1667,0.1784,0.0,0.6633
action,Mathlib.GroupTheory.GroupAction.Primitive,0.3804,1.0,0.1667,0.1717,0.0,0.6609
quotient,Mathlib.GroupTheory.Coset.Defs,0.4581,0.0,0.0,0.299,0.0,0.488
quotient,Mathlib.GroupTheory.DoubleCoset,0.4535,0.0,0.0,0.3856,0.0,0.4921
quotient,Mathlib.GroupTheory.Coset.Card,0.4518,0.0,0.0,0.274,0.0,0.4792
quotient,Mathlib.GroupTheory.Coset.Basic,0.4504,0.0,0.0,0.2681,0.0,0.4772
quotient,Mathlib.GroupTheory.CosetCover,0.4117,0.0,0.0,0.2182,0.0,0.4335
quotient,Mathlib.GroupTheory.GroupAction.Quotient,0.4001,1.0,0.1667,0.1718,0.0,0.6806
quotient,Mathlib.GroupTheory.QuotientGroup.Basic,0.3933,1.0,0.1667,0.1445,0.0,0.6711
quotient,Mathlib.GroupTheory.QuotientGroup.Finite,0.3732,1.0,0.1667,0.0641,0.0,0.6429
quotient,Mathlib.GroupTheory.QuotientGroup.Defs,0.3713,1.0,0.1667,0.0565,0.0,0.6403
quotient,Mathlib.GroupTheory.Complement,0.3496,0.0,0.0,0.2318,0.0,0.3728
automorphism,Mathlib.GroupTheory.Coset.Basic,0.3732,0.0,0.0,0.0274,0.0,0.3759
automorphism,Mathlib.GroupTheory.QuotientGroup.Defs,0.3624,0.0,0.0,0.0455,0.0,0.367
automorphism,Mathlib.GroupTheory.GroupAction.Defs,0.3565,0.0,0.0,0.0265,0.0,0.3591
automorphism,Mathlib.GroupTheory.Perm.Centralizer,0.3332,0.0,0.0,0.1659,0.0,0.3498
automorphism,Mathlib.GroupTheory.Frattini,0.3307,0.0,0.0,0.0827,0.0,0.339
automorphism,Mathlib.GroupTheory.Finiteness,0.3306,0.0,0.0,0.0825,0.0,0.3388
automorphism,Mathlib.GroupTheory.Commensurable,0.3287,0.0,0.0,0.0747,0.0,0.3362
automorphism,Mathlib.GroupTheory.Sylow,0.328,0.0,0.0,0.0718,0.0,0.3352
automorphism,Mathlib.GroupTheory.Archimedean,0.3271,0.0,0.0,0.0685,0.0,0.334
automorphism,Mathlib.GroupTheory.Perm.Support,0.3256,0.0,0.0,0.1359,0.0,0.3392
fingroup,Mathlib.GroupTheory.Abelianization.Finite,0.4027,0.4,0.2857,0.182,0.0,0.5438
fingroup,Mathlib.GroupTheory.Commutator.Finite,0.3933,0.4,0.2857,0.1448,0.0,0.5306
fingroup,Mathlib.GroupTheory.FiniteIndexNormalSubgroup,0.3922,0.4,0.2,0.0355,0.0,0.5118
