mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,base_score,propagation_bonus,final_score,anchor_round,confidence_tier,rank
tuple,boot,Mathlib.Data.Fin.Tuple.Basic,Data,0.3507,0.0,0.3507,-1,,2
tuple,boot,Mathlib.Data.Fin.Tuple.Sort,Data,0.3256,0.0,0.3256,-1,,3
tuple,boot,Mathlib.Order.Fin.Tuple,Order,0.323,0.0,0.323,-1,,4
tuple,boot,Mathlib.Data.Fin.Tuple.Finset,Data,0.3224,0.0,0.3224,-1,,5
tuple,boot,Mathlib.Data.Fin.Tuple.NatAntidiagonal,Data,0.3188,0.0,0.3188,-1,,6
tuple,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.317,0.0,0.317,-1,,7
tuple,boot,Mathlib.Data.Fin.Tuple.Embedding,Data,0.2989,0.0,0.2989,-1,,8
tuple,boot,Mathlib.Data.Fin.Tuple.Curry,Data,0.2935,0.0,0.2935,-1,,9
tuple,boot,Mathlib.Order.FixedPoints,Order,0.2891,0.0,0.2891,-1,,10
ssrnotations,boot,Mathlib.Order.Notation,Order,0.3974,0.0,0.3974,0,HIGH-UNCERTAIN,1
ssrnotations,boot,Mathlib.Data.Nat.Notation,Data,0.3577,0.0,0.3577,-1,,2
ssrnotations,boot,Mathlib.Data.Set.Notation,Data,0.3562,0.0,0.3562,-1,,3
ssrnotations,boot,Mathlib.Data.Int.Notation,Data,0.3556,0.0,0.3556,-1,,4
ssrnotations,boot,Mathlib.Data.Finsupp.Notation,Data,0.3483,0.0,0.3483,-1,,5
ssrnotations,boot,Mathlib.Data.PNat.Notation,Data,0.3324,0.0,0.3324,-1,,6
ssrnotations,boot,Mathlib.Order.SetNotation,Order,0.3321,0.0,0.3321,-1,,7
ssrnotations,boot,Mathlib.Data.DFinsupp.Notation,Data,0.3186,0.0,0.3186,-1,,8
ssrnotations,boot,Mathlib.Data.Fin.VecNotation,Data,0.3033,0.0,0.3033,-1,,9
ssrnotations,boot,Mathlib.Data.Int.NatAbs,Data,0.2456,0.0,0.2456,-1,,10
choice,boot,Mathlib.Data.TypeVec,Data,0.3242,0.0,0.3242,1,MEDIUM,1
choice,boot,Mathlib.Order.TypeTags,Order,0.3105,0.0,0.3105,-1,,2
choice,boot,Mathlib.Data.Countable.Small,Data,0.2364,0.0,0.2364,-1,,3
choice,boot,Mathlib.Data.Erased,Data,0.2265,0.0,0.2265,-1,,4
choice,boot,Mathlib.Data.Set.Enumerate,Data,0.2261,0.0,0.2261,-1,,5
choice,boot,Mathlib.Data.Set.FiniteExhaustion,Data,0.2238,0.0,0.2238,-1,,6
choice,boot,Mathlib.Data.Countable.Defs,Data,0.2223,0.0,0.2223,-1,,7
choice,boot,Mathlib.Logic.Nontrivial.Basic,Logic,0.2217,0.0,0.2217,-1,,8
choice,boot,Mathlib.Data.Set.Countable,Data,0.2214,0.0,0.2214,-1,,9
choice,boot,Mathlib.Logic.Encodable.Basic,Logic,0.2207,0.0,0.2207,-1,,10
ssreflect,boot,Mathlib.Data.Matrix.Reflection,Data,0.3159,0.0,0.3159,1,MEDIUM,1
ssreflect,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.2996,0.0,0.2996,-1,,2
ssreflect,boot,Mathlib.Data.QPF.Univariate.Basic,Data,0.2511,0.0,0.2511,-1,,3
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Constructions.Cofix,Data,0.2365,0.0,0.2365,-1,,4
ssreflect,boot,Mathlib.Data.PFunctor.Univariate.M,Data,0.2301,0.0,0.2301,-1,,5
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Constructions.Fix,Data,0.2245,0.0,0.2245,-1,,6
ssreflect,boot,Mathlib.Data.Ordmap.Ordset,Data,0.2209,0.0,0.2209,-1,,7
ssreflect,boot,Mathlib.Data.Fin.Tuple.BubbleSortInduction,Data,0.2202,0.0,0.2202,-1,,8
ssreflect,boot,Mathlib.Data.List.InsertIdx,Data,0.2194,0.0,0.2194,-1,,9
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Basic,Data,0.217,0.0,0.217,-1,,10
fintype,boot,Mathlib.Data.Fintype.Defs,Data,0.3482,0.0,0.3482,1,MEDIUM,1
fintype,boot,Mathlib.Data.Fintype.Card,Data,0.3457,0.0,0.3457,-1,,2
fintype,boot,Mathlib.Data.Fintype.Sets,Data,0.3451,0.0,0.3451,-1,,3
fintype,boot,Mathlib.Data.Fintype.Basic,Data,0.3439,0.0,0.3439,-1,,4
fintype,boot,Mathlib.Data.Fintype.Pigeonhole,Data,0.3413,0.0,0.3413,-1,,5
fintype,boot,Mathlib.Data.Fintype.Inv,Data,0.3394,0.0,0.3394,-1,,6
fintype,boot,Mathlib.Data.Finite.Card,Data,0.3392,0.0,0.3392,-1,,7
fintype,boot,Mathlib.Data.Fintype.Powerset,Data,0.3373,0.0,0.3373,-1,,8
fintype,boot,Mathlib.Data.Finite.Perm,Data,0.3368,0.0,0.3368,-1,,9
fintype,boot,Mathlib.Data.Fintype.Order,Data,0.3363,0.0,0.3363,-1,,10
fingraph,boot,Mathlib.Data.Finite.Defs,Data,0.3195,0.0,0.3195,1,MEDIUM,1
fingraph,boot,Mathlib.Data.Finite.Vector,Data,0.3173,0.0,0.3173,-1,,2
fingraph,boot,Mathlib.Order.Filter.Finite,Order,0.317,0.0,0.317,-1,,3
fingraph,boot,Mathlib.Order.Preorder.Finite,Order,0.3167,0.0,0.3167,-1,,4
fingraph,boot,Mathlib.Data.Finite.Prod,Data,0.3162,0.0,0.3162,-1,,5
fingraph,boot,Mathlib.Data.Finite.Set,Data,0.3147,0.0,0.3147,-1,,6
fingraph,boot,Mathlib.Order.Atoms.Finite,Order,0.3142,0.0,0.3142,-1,,7
fingraph,boot,Mathlib.Data.Finite.Perm,Data,0.3125,0.0,0.3125,-1,,8
fingraph,boot,Mathlib.Data.Finite.Sum,Data,0.312,0.0,0.312,-1,,9
fingraph,boot,Mathlib.Data.Finite.Card,Data,0.3119,0.0,0.3119,-1,,10
prime,boot,Mathlib.Data.List.Prime,Data,0.3966,0.0,0.3966,0,HIGH-UNCERTAIN,1
prime,boot,Mathlib.Data.Nat.PrimeFin,Data,0.3795,0.0,0.3795,-1,,2
prime,boot,Mathlib.Data.Nat.Prime.Basic,Data,0.3739,0.0,0.3739,-1,,3
prime,boot,Mathlib.Data.Nat.Prime.Defs,Data,0.3704,0.0,0.3704,-1,,4
prime,boot,Mathlib.Data.Nat.Prime.Factorial,Data,0.3632,0.0,0.3632,-1,,5
prime,boot,Mathlib.Data.Nat.Prime.Int,Data,0.3593,0.0,0.3593,-1,,6
prime,boot,Mathlib.Data.Num.Prime,Data,0.3564,0.0,0.3564,-1,,7
prime,boot,Mathlib.Data.Nat.Prime.Nth,Data,0.3552,0.0,0.3552,-1,,8
prime,boot,Mathlib.Data.PNat.Prime,Data,0.3545,0.0,0.3545,-1,,9
prime,boot,Mathlib.Data.Nat.Prime.Pow,Data,0.3524,0.0,0.3524,-1,,10
monoid,boot,Mathlib.Data.Multiset.OrderedMonoid,Data,0.2976,0.0,0.2976,2,MEDIUM,1
monoid,boot,Mathlib.Order.Filter.Germ.OrderedMonoid,Order,0.2956,0.0,0.2956,-1,,2
monoid,boot,Mathlib.Order.CompleteLattice.Group,Order,0.295,0.0,0.295,-1,,3
monoid,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.282,0.0,0.282,-1,,4
monoid,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.2806,0.0,0.2806,-1,,5
monoid,boot,Mathlib.Order.Filter.AtTopBot.Monoid,Order,0.2712,0.0,0.2712,-1,,6
monoid,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2706,0.0,0.2706,-1,,7
monoid,boot,Mathlib.Order.ULift,Order,0.2153,0.0,0.2153,-1,,8
monoid,boot,Mathlib.Logic.Equiv.Pairwise,Logic,0.2138,0.0,0.2138,-1,,9
monoid,boot,Mathlib.Data.SetLike.Fintype,Data,0.2128,0.0,0.2128,-1,,10
nmodule,boot,Mathlib.Data.DFinsupp.Module,Data,0.2802,0.0,0.2802,3,MEDIUM-LOW,1
nmodule,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2721,0.0,0.2721,-1,,2
nmodule,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.2646,0.0,0.2646,-1,,3
nmodule,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.2632,0.0,0.2632,-1,,4
nmodule,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2569,0.0,0.2569,-1,,5
nmodule,boot,Mathlib.Data.Int.Cast.Defs,Data,0.2231,0.0,0.2231,-1,,6
nmodule,boot,Mathlib.Data.Int.Cast.Basic,Data,0.2156,0.0,0.2156,-1,,7
nmodule,boot,Mathlib.Order.ULift,Order,0.2154,0.0,0.2154,-1,,8
nmodule,boot,Mathlib.Logic.Equiv.Pairwise,Logic,0.2139,0.0,0.2139,-1,,9
nmodule,boot,Mathlib.Data.SetLike.Fintype,Data,0.2128,0.0,0.2128,-1,,10
ssrAC,boot,Mathlib.Data.List.InsertNth,Data,0.2562,0.0,0.2562,3,MEDIUM-LOW,1
ssrAC,boot,Mathlib.Data.Fintype.Inv,Data,0.2,0.05,0.25,-1,,2
ssrAC,boot,Mathlib.Data.Rat.Cast.Lemmas,Data,0.223,0.0,0.223,-1,,3
ssrAC,boot,Mathlib.Data.Finset.Erase,Data,0.222,0.0,0.222,-1,,4
ssrAC,boot,Mathlib.Data.List.AList,Data,0.2175,0.0,0.2175,-1,,5
ssrAC,boot,Mathlib.Data.List.OffDiag,Data,0.2169,0.0,0.2169,-1,,6
ssrAC,boot,Mathlib.Data.List.Sigma,Data,0.2168,0.0,0.2168,-1,,7
ssrAC,boot,Mathlib.Order.CompleteBooleanAlgebra,Order,0.2154,0.0,0.2154,-1,,8
ssrAC,boot,Mathlib.Data.NNRat.Defs,Data,0.2137,0.0,0.2137,-1,,9
ssrAC,boot,Mathlib.Data.Semiquot,Data,0.2133,0.0,0.2133,-1,,10
finfun,boot,Mathlib.Data.Finite.Prod,Data,0.3162,0.0,0.3162,1,MEDIUM,1
finfun,boot,Mathlib.Data.Finite.Card,Data,0.3102,0.0,0.3102,-1,,2
finfun,boot,Mathlib.Data.Finite.Defs,Data,0.3094,0.0,0.3094,-1,,3
finfun,boot,Mathlib.Data.Set.Finite.Monad,Data,0.3071,0.0,0.3071,-1,,4
finfun,boot,Mathlib.Data.FunLike.Fintype,Data,0.3062,0.0,0.3062,-1,,5
finfun,boot,Mathlib.Data.Set.Finite.Basic,Data,0.3032,0.0,0.3032,-1,,6
finfun,boot,Mathlib.Data.PFun,Data,0.3023,0.0,0.3023,-1,,7
finfun,boot,Mathlib.Data.Set.Finite.Range,Data,0.3015,0.0,0.3015,-1,,8
finfun,boot,Mathlib.Data.Finite.Perm,Data,0.3007,0.0,0.3007,-1,,9
finfun,boot,Mathlib.Logic.Function.Coequalizer,Logic,0.2995,0.0,0.2995,-1,,10
ssrbool,boot,Mathlib.Logic.Equiv.Bool,Logic,0.2917,0.0,0.2917,2,MEDIUM,1
ssrbool,boot,Mathlib.Data.Bool.Set,Data,0.2917,0.0,0.2917,-1,,2
ssrbool,boot,Mathlib.Data.Bool.Count,Data,0.2917,0.0,0.2917,-1,,3
ssrbool,boot,Mathlib.Data.Bool.Basic,Data,0.2917,0.0,0.2917,-1,,4
ssrbool,boot,Mathlib.Order.BooleanSubalgebra,Order,0.2786,0.0,0.2786,-1,,5
ssrbool,boot,Mathlib.Order.BooleanGenerators,Order,0.2786,0.0,0.2786,-1,,6
ssrbool,boot,Mathlib.Data.Finset.BooleanAlgebra,Data,0.2688,0.0,0.2688,-1,,7
ssrbool,boot,Mathlib.Data.Set.BooleanAlgebra,Data,0.2688,0.0,0.2688,-1,,8
ssrbool,boot,Mathlib.Data.Set.BoolIndicator,Data,0.2688,0.0,0.2688,-1,,9
ssrbool,boot,Mathlib.Order.BooleanAlgebra.Set,Order,0.2688,0.0,0.2688,-1,,10
ssrfun,boot,Mathlib.Logic.Function.Conjugate,Logic,0.31,0.0,0.31,2,MEDIUM,1
ssrfun,boot,Mathlib.Logic.Function.Defs,Logic,0.31,0.0,0.31,-1,,2
ssrfun,boot,Mathlib.Data.PFun,Data,0.31,0.0,0.31,-1,,3
ssrfun,boot,Mathlib.Logic.Function.Iterate,Logic,0.31,0.0,0.31,-1,,4
ssrfun,boot,Mathlib.Data.Set.Function,Data,0.31,0.0,0.31,-1,,5
ssrfun,boot,Mathlib.Logic.Function.Coequalizer,Logic,0.31,0.0,0.31,-1,,6
ssrfun,boot,Mathlib.Logic.Function.Basic,Logic,0.31,0.0,0.31,-1,,7
ssrfun,boot,Mathlib.Logic.Function.ULift,Logic,0.2917,0.0,0.2917,-1,,8
ssrfun,boot,Mathlib.Logic.Function.DependsOn,Logic,0.2786,0.0,0.2786,-1,,9
ssrfun,boot,Mathlib.Logic.Function.FiberPartition,Logic,0.2786,0.0,0.2786,-1,,10
all_boot,boot,Mathlib.Data.Bool.AllAny,Data,0.2917,0.0,0.2917,2,MEDIUM,1
all_boot,boot,Mathlib.Order.UpperLower.Basic,Order,0.2,0.0,0.2,-1,,2
all_boot,boot,Mathlib.Order.Zorn,Order,0.2,0.0,0.2,-1,,3
all_boot,boot,Mathlib.Order.WithBotTop,Order,0.2,0.0,0.2,-1,,4
all_boot,boot,Mathlib.Order.WithBot,Order,0.2,0.0,0.2,-1,,5
all_boot,boot,Mathlib.Order.WellQuasiOrder,Order,0.2,0.0,0.2,-1,,6
all_boot,boot,Mathlib.Order.WellFoundedSet,Order,0.2,0.0,0.2,-1,,7
all_boot,boot,Mathlib.Order.WellFounded,Order,0.2,0.0,0.2,-1,,8
all_boot,boot,Mathlib.Order.UpperLower.Relative,Order,0.2,0.0,0.2,-1,,9
all_boot,boot,Mathlib.Order.UpperLower.Prod,Order,0.2,0.0,0.2,-1,,10
finset,boot,Mathlib.Data.Finite.Set,Data,0.4967,0.0,0.4967,0,HIGH,1
finset,boot,Mathlib.Data.Set.Finite.Lattice,Data,0.4603,0.0,0.4603,-1,,2
finset,boot,Mathlib.Data.Set.Finite.Basic,Data,0.4554,0.0,0.4554,-1,,3
finset,boot,Mathlib.Data.Set.Finite.Range,Data,0.4544,0.0,0.4544,-1,,4
finset,boot,Mathlib.Data.Set.Finite.Monad,Data,0.4505,0.0,0.4505,-1,,5
finset,boot,Mathlib.Data.Set.Finite.List,Data,0.4385,0.0,0.4385,-1,,6
finset,boot,Mathlib.Data.Set.Finite.Powerset,Data,0.4349,0.0,0.4349,-1,,7
finset,boot,Mathlib.Data.Set.Finite.Lemmas,Data,0.4342,0.0,0.4342,-1,,8
finset,boot,Mathlib.Data.Set.FiniteExhaustion,Data,0.4076,0.0,0.4076,-1,,9
finset,boot,Mathlib.Order.Set,Order,0.3578,0.0,0.3578,-1,,10
binomial,boot,Mathlib.Data.Nat.Choose.Cast,Data,0.2839,0.0,0.2839,2,MEDIUM,1
binomial,boot,Mathlib.Data.Nat.Choose.Central,Data,0.2764,0.0,0.2764,-1,,2
binomial,boot,Mathlib.Data.Nat.Choose.Factorization,Data,0.2759,0.0,0.2759,-1,,3
binomial,boot,Mathlib.Data.Nat.Choose.Bounds,Data,0.2673,0.0,0.2673,-1,,4
binomial,boot,Mathlib.Data.Nat.Choose.Lucas,Data,0.2658,0.0,0.2658,-1,,5
binomial,boot,Mathlib.Data.Nat.Choose.Sum,Data,0.2605,0.0,0.2605,-1,,6
binomial,boot,Mathlib.Data.Nat.Choose.Basic,Data,0.2587,0.0,0.2587,-1,,7
binomial,boot,Mathlib.Data.Fintype.EquivFin,Data,0.2053,0.0513,0.2566,-1,,8
binomial,boot,Mathlib.Order.CompactlyGenerated.Basic,Order,0.205,0.0513,0.2563,-1,,9
binomial,boot,Mathlib.Data.Nat.Choose.Dvd,Data,0.2551,0.0,0.2551,-1,,10
ssrmatching,boot,Mathlib.Data.Option.Defs,Data,0.2496,0.0,0.2496,-1,LOW,1
ssrmatching,boot,Mathlib.Data.List.Indexes,Data,0.2388,0.0,0.2388,-1,,2
ssrmatching,boot,Mathlib.Data.Finset.Sigma,Data,0.236,0.0,0.236,-1,,3
ssrmatching,boot,Mathlib.Order.CompleteLattice.Chain,Order,0.2308,0.0,0.2308,-1,,4
ssrmatching,boot,Mathlib.Data.Holor,Data,0.2299,0.0,0.2299,-1,,5
ssrmatching,boot,Mathlib.Data.Fin.Basic,Data,0.2269,0.0,0.2269,-1,,6
ssrmatching,boot,Mathlib.Order.GaloisConnection.Defs,Order,0.2249,0.0,0.2249,-1,,7
ssrmatching,boot,Mathlib.Data.Finsupp.Defs,Data,0.2245,0.0,0.2245,-1,,8
ssrmatching,boot,Mathlib.Order.WellFounded,Order,0.2242,0.0,0.2242,-1,,9
ssrmatching,boot,Mathlib.Order.Zorn,Order,0.2241,0.0,0.2241,-1,,10
div,boot,Mathlib.Data.Nat.Digits.Div,Data,0.4302,0.0,0.4302,0,HIGH,1
div,boot,Mathlib.Data.Nat.ChineseRemainder,Data,0.3638,0.0,0.3638,-1,,2
div,boot,Mathlib.Data.Nat.ModEq,Data,0.3519,0.0,0.3519,-1,,3
div,boot,Mathlib.Data.PNat.Prime,Data,0.3509,0.0,0.3509,-1,,4
div,boot,Mathlib.Data.Nat.MaxPowDiv,Data,0.3498,0.0,0.3498,-1,,5
div,boot,Mathlib.Data.Nat.GCD.Basic,Data,0.3366,0.0,0.3366,-1,,6
div,boot,Mathlib.Data.Int.DivMod,Data,0.332,0.0,0.332,-1,,7
div,boot,Mathlib.Order.Nat,Order,0.3235,0.0,0.3235,-1,,8
div,boot,Mathlib.Data.PNat.Xgcd,Data,0.3189,0.0,0.3189,-1,,9
div,boot,Mathlib.Data.PNat.Defs,Data,0.3157,0.0,0.3157,-1,,10
ssrnat,boot,Mathlib.Data.Nat.Set,Data,0.3342,0.0,0.3342,1,MEDIUM,1
ssrnat,boot,Mathlib.Order.Nat,Order,0.3334,0.0,0.3334,-1,,2
ssrnat,boot,Mathlib.Data.Nat.Notation,Data,0.3305,0.0,0.3305,-1,,3
ssrnat,boot,Mathlib.Data.PNat.Find,Data,0.3224,0.0,0.3224,-1,,4
ssrnat,boot,Mathlib.Data.Nat.PSub,Data,0.3199,0.0,0.3199,-1,,5
ssrnat,boot,Mathlib.Data.Nat.Bitwise,Data,0.3181,0.0,0.3181,-1,,6
ssrnat,boot,Mathlib.Data.Nat.Count,Data,0.3143,0.0,0.3143,-1,,7
ssrnat,boot,Mathlib.Data.Nat.Basic,Data,0.314,0.0,0.314,-1,,8
ssrnat,boot,Mathlib.Data.Nat.Init,Data,0.3135,0.0,0.3135,-1,,9
ssrnat,boot,Mathlib.Data.PNat.Basic,Data,0.3126,0.0,0.3126,-1,,10
path,boot,Mathlib.Data.List.Cycle,Data,0.3375,0.0,0.3375,1,MEDIUM,1
path,boot,Mathlib.Data.List.Sort,Data,0.2528,0.0,0.2528,-1,,2
path,boot,Mathlib.Data.Multiset.Sort,Data,0.2465,0.0,0.2465,-1,,3
path,boot,Mathlib.Data.Stream.Defs,Data,0.2382,0.0,0.2382,-1,,4
path,boot,Mathlib.Data.Fin.Tuple.Sort,Data,0.2366,0.0,0.2366,-1,,5
path,boot,Mathlib.Data.PFunctor.Multivariate.W,Data,0.2353,0.0,0.2353,-1,,6
path,boot,Mathlib.Data.WSeq.Productive,Data,0.2308,0.0,0.2308,-1,,7
path,boot,Mathlib.Logic.Equiv.Finset,Logic,0.229,0.0,0.229,-1,,8
path,boot,Mathlib.Data.PFunctor.Univariate.M,Data,0.2287,0.0,0.2287,-1,,9
path,boot,Mathlib.Data.List.NodupEquivFin,Data,0.2283,0.0,0.2283,-1,,10
all_field,field,Mathlib.Algebra.Algebra.Field,Algebra,0.4609,0.0,0.4609,0,HIGH,1
all_field,field,Mathlib.Algebra.Field.ZMod,Algebra,0.4563,0.0,0.4563,-1,,2
all_field,field,Mathlib.Algebra.Field.Shrink,Algebra,0.4508,0.0,0.4508,-1,,3
all_field,field,Mathlib.Algebra.Field.Equiv,Algebra,0.4089,0.0,0.4089,-1,,4
all_field,field,Mathlib.Algebra.Order.Field.Defs,Algebra,0.3893,0.0,0.3893,-1,,5
all_field,field,Mathlib.Algebra.Field.IsField,Algebra,0.389,0.0,0.389,-1,,6
all_field,field,Mathlib.Algebra.Field.Rat,Algebra,0.3835,0.0,0.3835,-1,,7
all_field,field,Mathlib.Algebra.Field.Basic,Algebra,0.38,0.0,0.38,-1,,8
all_field,field,Mathlib.Algebra.Field.Opposite,Algebra,0.38,0.0,0.38,-1,,9
all_field,field,Mathlib.Algebra.Field.Defs,Algebra,0.3782,0.0,0.3782,-1,,10
qfpoly,field,Mathlib.FieldTheory.Finite.Polynomial,FieldTheory,0.387,0.0,0.387,0,HIGH-UNCERTAIN,1
qfpoly,field,Mathlib.Algebra.Polynomial.FieldDivision,Algebra,0.3811,0.0,0.3811,-1,,2
qfpoly,field,Mathlib.FieldTheory.KummerPolynomial,FieldTheory,0.377,0.0,0.377,-1,,3
qfpoly,field,Mathlib.Algebra.Polynomial.Eval.Irreducible,Algebra,0.347,0.0,0.347,-1,,4
qfpoly,field,Mathlib.FieldTheory.PolynomialGaloisGroup,FieldTheory,0.3454,0.0,0.3454,-1,,5
qfpoly,field,Mathlib.Algebra.Polynomial.Div,Algebra,0.3295,0.0,0.3295,-1,,6
qfpoly,field,Mathlib.Algebra.Polynomial.Lifts,Algebra,0.3282,0.0,0.3282,-1,,7
qfpoly,field,Mathlib.Algebra.Polynomial.Monic,Algebra,0.3279,0.0,0.3279,-1,,8
qfpoly,field,Mathlib.Algebra.Algebra.Field,Algebra,0.3251,0.0,0.3251,-1,,9
qfpoly,field,Mathlib.Algebra.Quotient,Algebra,0.3217,0.0,0.3217,-1,,10
algnum,field,Mathlib.NumberTheory.Basic,NumberTheory,0.3266,0.0,0.3266,1,MEDIUM,1
algnum,field,Mathlib.NumberTheory.Primorial,NumberTheory,0.3212,0.0,0.3212,-1,,2
algnum,field,Mathlib.NumberTheory.Multiplicity,NumberTheory,0.3151,0.0,0.3151,-1,,3
algnum,field,Mathlib.NumberTheory.Rayleigh,NumberTheory,0.3146,0.0,0.3146,-1,,4
algnum,field,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.3136,0.0,0.3136,-1,,5
algnum,field,Mathlib.NumberTheory.NumberField.House,NumberTheory,0.3136,0.0,0.3136,-1,,6
algnum,field,Mathlib.NumberTheory.Dioph,NumberTheory,0.3119,0.0,0.3119,-1,,7
algnum,field,Mathlib.NumberTheory.Harmonic.Defs,NumberTheory,0.3119,0.0,0.3119,-1,,8
algnum,field,Mathlib.NumberTheory.Cyclotomic.Rat,NumberTheory,0.3114,0.0,0.3114,-1,,9
algnum,field,Mathlib.NumberTheory.Cyclotomic.PrimitiveRoots,NumberTheory,0.3114,0.0,0.3114,-1,,10
algC,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.3622,0.0,0.3622,0,HIGH-UNCERTAIN,1
algC,field,Mathlib.FieldTheory.IsAlgClosed.Basic,FieldTheory,0.3299,0.0,0.3299,-1,,2
algC,field,Mathlib.FieldTheory.IsAlgClosed.Spectrum,FieldTheory,0.3233,0.0,0.3233,-1,,3
algC,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.3181,0.0,0.3181,-1,,4
algC,field,Mathlib.Algebra.AlgebraicCard,Algebra,0.301,0.0,0.301,-1,,5
algC,field,Mathlib.FieldTheory.IsRealClosed.Basic,FieldTheory,0.3005,0.0,0.3005,-1,,6
algC,field,Mathlib.NumberTheory.Padics.Complex,NumberTheory,0.2976,0.0,0.2976,-1,,7
algC,field,Mathlib.FieldTheory.Minpoly.IsIntegrallyClosed,FieldTheory,0.283,0.0,0.283,-1,,8
algC,field,Mathlib.Algebra.Homology.TotalComplex,Algebra,0.2691,0.0,0.2691,-1,,9
algC,field,Mathlib.Algebra.Homology.ComplexShape,Algebra,0.268,0.0,0.268,-1,,10
separable,field,Mathlib.FieldTheory.Separable,FieldTheory,0.5157,0.0,0.5157,0,HIGH,1
separable,field,Mathlib.FieldTheory.Extension,FieldTheory,0.4458,0.0,0.4458,-1,,2
separable,field,Mathlib.FieldTheory.Finite.Extension,FieldTheory,0.4183,0.0,0.4183,-1,,3
separable,field,Mathlib.FieldTheory.SeparableClosure,FieldTheory,0.4113,0.0,0.4113,-1,,4
separable,field,Mathlib.FieldTheory.SeparableDegree,FieldTheory,0.4074,0.0,0.4074,-1,,5
separable,field,Mathlib.FieldTheory.KummerExtension,FieldTheory,0.3775,0.0,0.3775,-1,,6
separable,field,Mathlib.FieldTheory.PurelyInseparable.Basic,FieldTheory,0.3769,0.0,0.3769,-1,,7
separable,field,Mathlib.FieldTheory.PurelyInseparable.Tower,FieldTheory,0.3676,0.0,0.3676,-1,,8
separable,field,Mathlib.Algebra.Algebra.Field,Algebra,0.3464,0.0,0.3464,-1,,9
separable,field,Mathlib.FieldTheory.PurelyInseparable.Exponent,FieldTheory,0.3446,0.0,0.3446,-1,,10
cyclotomic,field,Mathlib.Algebra.Polynomial.Roots,Algebra,0.395,0.0,0.395,0,HIGH-UNCERTAIN,1
cyclotomic,field,Mathlib.Algebra.Polynomial.Cardinal,Algebra,0.3677,0.0,0.3677,-1,,2
cyclotomic,field,Mathlib.Algebra.Polynomial.Basis,Algebra,0.3672,0.0,0.3672,-1,,3
cyclotomic,field,Mathlib.Algebra.Polynomial.Expand,Algebra,0.3654,0.0,0.3654,-1,,4
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Three,NumberTheory,0.365,0.0,0.365,-1,,5
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Gal,NumberTheory,0.3619,0.0,0.3619,-1,,6
cyclotomic,field,Mathlib.Algebra.Polynomial.Factors,Algebra,0.3593,0.0,0.3593,-1,,7
cyclotomic,field,Mathlib.Algebra.Polynomial.Div,Algebra,0.3591,0.0,0.3591,-1,,8
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.PrimitiveRoots,NumberTheory,0.3589,0.0,0.3589,-1,,9
cyclotomic,field,Mathlib.Algebra.Polynomial.Lifts,Algebra,0.3562,0.0,0.3562,-1,,10
falgebra,field,Mathlib.Algebra.Polynomial.Module.FiniteDimensional,Algebra,0.4575,0.0,0.4575,0,HIGH,1
falgebra,field,Mathlib.Algebra.Divisibility.Finite,Algebra,0.4257,0.0,0.4257,-1,,2
falgebra,field,Mathlib.Algebra.Group.Equiv.Finite,Algebra,0.3887,0.0,0.3887,-1,,3
falgebra,field,Mathlib.Algebra.Module.Presentation.Finite,Algebra,0.3887,0.0,0.3887,-1,,4
falgebra,field,Mathlib.Algebra.Group.Submonoid.Finite,Algebra,0.3872,0.0,0.3872,-1,,5
falgebra,field,Mathlib.Algebra.Group.Subgroup.Finite,Algebra,0.3857,0.0,0.3857,-1,,6
falgebra,field,Mathlib.Algebra.Module.FinitePresentation,Algebra,0.3712,0.0,0.3712,-1,,7
falgebra,field,Mathlib.Algebra.Group.Pointwise.Set.Finite,Algebra,0.3642,0.0,0.3642,-1,,8
falgebra,field,Mathlib.Algebra.Group.ConjFinite,Algebra,0.362,0.0,0.362,-1,,9
falgebra,field,Mathlib.Algebra.Notation.FiniteSupport,Algebra,0.3617,0.0,0.3617,-1,,10
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.4144,0.0,0.4144,0,HIGH,1
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Spectrum,FieldTheory,0.3925,0.0,0.3925,-1,,2
