mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,base_score,propagation_bonus,final_score,anchor_round,confidence_tier,rank
tuple,boot,Mathlib.Order.Fin.Tuple,Order,0.3349,0.0,0.3349,1,MEDIUM,1
tuple,boot,Mathlib.Data.Fin.Tuple.Basic,Data,0.3256,0.0,0.3256,-1,,2
tuple,boot,Mathlib.Data.Fin.Tuple.Finset,Data,0.3237,0.0,0.3237,-1,,3
tuple,boot,Mathlib.Data.Fin.Tuple.Take,Data,0.3221,0.0,0.3221,-1,,4
tuple,boot,Mathlib.Data.Fin.Tuple.Embedding,Data,0.3181,0.0,0.3181,-1,,5
tuple,boot,Mathlib.Data.Fin.Tuple.Curry,Data,0.3167,0.0,0.3167,-1,,6
tuple,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.3167,0.0,0.3167,-1,,7
tuple,boot,Mathlib.Data.Fin.Tuple.Sort,Data,0.3145,0.0,0.3145,-1,,8
tuple,boot,Mathlib.Data.Fin.Tuple.NatAntidiagonal,Data,0.2906,0.0,0.2906,-1,,9
tuple,boot,Mathlib.Data.Fin.Tuple.BubbleSortInduction,Data,0.2882,0.0,0.2882,-1,,10
ssrnotations,boot,Mathlib.Order.Notation,Order,0.3174,0.0,0.3174,1,MEDIUM,1
ssrnotations,boot,Mathlib.Data.Nat.Notation,Data,0.2938,0.0,0.2938,-1,,2
ssrnotations,boot,Mathlib.Data.Int.Notation,Data,0.2825,0.0,0.2825,-1,,3
ssrnotations,boot,Mathlib.Data.PNat.Notation,Data,0.2738,0.0,0.2738,-1,,4
ssrnotations,boot,Mathlib.Data.Set.Notation,Data,0.2694,0.0,0.2694,-1,,5
ssrnotations,boot,Mathlib.Data.Finsupp.Notation,Data,0.2685,0.0,0.2685,-1,,6
ssrnotations,boot,Mathlib.Order.SetNotation,Order,0.2486,0.0,0.2486,-1,,7
ssrnotations,boot,Mathlib.Data.DFinsupp.Notation,Data,0.2485,0.0,0.2485,-1,,8
ssrnotations,boot,Mathlib.Data.Fin.VecNotation,Data,0.2352,0.0,0.2352,-1,,9
ssrnotations,boot,Mathlib.Data.Nat.PartENat,Data,0.2138,0.0,0.2138,-1,,10
choice,boot,Mathlib.Data.TypeVec,Data,0.23,0.0,0.23,-1,LOW,1
choice,boot,Mathlib.Order.TypeTags,Order,0.23,0.0,0.23,-1,,2
choice,boot,Mathlib.Order.Types.Defs,Order,0.2215,0.0,0.2215,-1,,3
choice,boot,Mathlib.Data.Subtype,Data,0.2199,0.0,0.2199,-1,,4
choice,boot,Mathlib.Order.Types.Arithmetic,Order,0.2191,0.0,0.2191,-1,,5
choice,boot,Mathlib.Logic.Function.FromTypes,Logic,0.2163,0.0,0.2163,-1,,6
choice,boot,Mathlib.Logic.OpClass,Logic,0.2141,0.0,0.2141,-1,,7
choice,boot,Mathlib.Data.Set.Countable,Data,0.1954,0.0,0.1954,-1,,8
choice,boot,Mathlib.Data.Countable.Basic,Data,0.1898,0.0,0.1898,-1,,9
choice,boot,Mathlib.Data.Countable.Defs,Data,0.1885,0.0,0.1885,-1,,10
ssreflect,boot,Mathlib.Data.Matrix.Reflection,Data,0.23,0.0,0.23,-1,LOW,1
ssreflect,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.2167,0.0,0.2167,-1,,2
ssreflect,boot,Mathlib.Data.TypeVec,Data,0.1824,0.0,0.1824,-1,,3
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Constructions.Cofix,Data,0.1793,0.0,0.1793,-1,,4
ssreflect,boot,Mathlib.Order.TypeTags,Order,0.1781,0.0,0.1781,-1,,5
ssreflect,boot,Mathlib.Data.Nat.Cast.WithTop,Data,0.1775,0.0,0.1775,-1,,6
ssreflect,boot,Mathlib.Order.Hom.WithTopBot,Order,0.1763,0.0,0.1763,-1,,7
ssreflect,boot,Mathlib.Data.Fintype.WithTopBot,Data,0.1759,0.0,0.1759,-1,,8
ssreflect,boot,Mathlib.Order.WithBotTop,Order,0.1744,0.0,0.1744,-1,,9
ssreflect,boot,Mathlib.Order.Filter.AtTopBot.Ring,Order,0.1737,0.0,0.1737,-1,,10
fintype,boot,Mathlib.Order.Filter.Finite,Order,0.2945,0.0,0.2945,2,MEDIUM,1
fintype,boot,Mathlib.Data.Finite.Defs,Data,0.2926,0.0,0.2926,-1,,2
fintype,boot,Mathlib.Data.Finite.Vector,Data,0.2923,0.0,0.2923,-1,,3
fintype,boot,Mathlib.Data.Finite.Perm,Data,0.2903,0.0,0.2903,-1,,4
fintype,boot,Mathlib.Data.Finite.Sum,Data,0.2894,0.0,0.2894,-1,,5
fintype,boot,Mathlib.Data.Finite.Sigma,Data,0.287,0.0,0.287,-1,,6
fintype,boot,Mathlib.Data.Fintype.Basic,Data,0.2842,0.0,0.2842,-1,,7
fintype,boot,Mathlib.Order.Preorder.Finite,Order,0.2839,0.0,0.2839,-1,,8
fintype,boot,Mathlib.Data.Fintype.Order,Data,0.2833,0.0,0.2833,-1,,9
fintype,boot,Mathlib.Data.Fintype.Defs,Data,0.282,0.0,0.282,-1,,10
fingraph,boot,Mathlib.Order.Closure,Order,0.2583,0.0,0.2583,3,MEDIUM-LOW,1
fingraph,boot,Mathlib.Order.Filter.Finite,Order,0.2545,0.0,0.2545,-1,,2
fingraph,boot,Mathlib.Order.Preorder.Finite,Order,0.2504,0.0,0.2504,-1,,3
fingraph,boot,Mathlib.Order.Atoms.Finite,Order,0.2493,0.0,0.2493,-1,,4
fingraph,boot,Mathlib.Data.Finite.Set,Data,0.2386,0.0,0.2386,-1,,5
fingraph,boot,Mathlib.Data.Finite.Defs,Data,0.2357,0.0,0.2357,-1,,6
fingraph,boot,Mathlib.Data.Finite.Vector,Data,0.2356,0.0,0.2356,-1,,7
fingraph,boot,Mathlib.Data.Finite.Perm,Data,0.2354,0.0,0.2354,-1,,8
fingraph,boot,Mathlib.Data.Finite.Sum,Data,0.2354,0.0,0.2354,-1,,9
fingraph,boot,Mathlib.Data.Finite.Sigma,Data,0.2351,0.0,0.2351,-1,,10
prime,boot,Mathlib.Data.List.Prime,Data,0.4135,0.0,0.4135,0,HIGH,1
prime,boot,Mathlib.Data.PNat.Prime,Data,0.3777,0.0,0.3777,-1,,2
prime,boot,Mathlib.Data.Nat.Prime.Int,Data,0.3721,0.0,0.3721,-1,,3
prime,boot,Mathlib.Data.Nat.Prime.Infinite,Data,0.3686,0.0,0.3686,-1,,4
prime,boot,Mathlib.Data.Nat.Prime.Nth,Data,0.3656,0.0,0.3656,-1,,5
prime,boot,Mathlib.Order.PrimeSeparator,Order,0.3595,0.0,0.3595,-1,,6
prime,boot,Mathlib.Data.Nat.Prime.Factorial,Data,0.3592,0.0,0.3592,-1,,7
prime,boot,Mathlib.Data.Nat.GCD.Prime,Data,0.3566,0.0,0.3566,-1,,8
prime,boot,Mathlib.Data.Nat.Prime.Basic,Data,0.3561,0.0,0.3561,-1,,9
prime,boot,Mathlib.Data.Nat.PrimeFin,Data,0.3527,0.0,0.3527,-1,,10
monoid,boot,Mathlib.Data.Multiset.OrderedMonoid,Data,0.2499,0.0,0.2499,-1,LOW,1
monoid,boot,Mathlib.Order.Filter.Germ.OrderedMonoid,Order,0.2337,0.0,0.2337,-1,,2
monoid,boot,Mathlib.Order.Filter.AtTopBot.Monoid,Order,0.2309,0.0,0.2309,-1,,3
monoid,boot,Mathlib.Order.CompleteLattice.Group,Order,0.23,0.0,0.23,-1,,4
monoid,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.2206,0.0,0.2206,-1,,5
monoid,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.2184,0.0,0.2184,-1,,6
monoid,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2136,0.0,0.2136,-1,,7
monoid,boot,Mathlib.Data.SetLike.Basic,Data,0.195,0.0,0.195,-1,,8
monoid,boot,Mathlib.Data.FunLike.Equiv,Data,0.1937,0.0,0.1937,-1,,9
monoid,boot,Mathlib.Data.FunLike.Embedding,Data,0.1934,0.0,0.1934,-1,,10
nmodule,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2126,0.0,0.2126,-1,LOW,1
nmodule,boot,Mathlib.Data.DFinsupp.Module,Data,0.2071,0.0,0.2071,-1,,2
nmodule,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.207,0.0,0.207,-1,,3
nmodule,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.205,0.0,0.205,-1,,4
nmodule,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2028,0.0,0.2028,-1,,5
nmodule,boot,Mathlib.Data.SetLike.Basic,Data,0.1923,0.0,0.1923,-1,,6
nmodule,boot,Mathlib.Data.FunLike.Equiv,Data,0.1911,0.0,0.1911,-1,,7
nmodule,boot,Mathlib.Data.FunLike.Embedding,Data,0.1908,0.0,0.1908,-1,,8
nmodule,boot,Mathlib.Data.SetLike.Fintype,Data,0.1892,0.0,0.1892,-1,,9
nmodule,boot,Mathlib.Order.CompleteLattice.SetLike,Order,0.189,0.0,0.189,-1,,10
ssrAC,boot,Mathlib.FieldTheory.ChevalleyWarning,FieldTheory,0.1752,0.0,0.1752,-1,LOW,1
ssrAC,boot,Mathlib.Order.SuccPred.IntervalSucc,Order,0.15,0.0,0.15,-1,,2
ssrAC,boot,Mathlib.Order.ZornAtoms,Order,0.15,0.0,0.15,-1,,3
ssrAC,boot,Mathlib.Order.Zorn,Order,0.15,0.0,0.15,-1,,4
ssrAC,boot,Mathlib.Order.WithBotTop,Order,0.15,0.0,0.15,-1,,5
ssrAC,boot,Mathlib.Order.WithBot,Order,0.15,0.0,0.15,-1,,6
ssrAC,boot,Mathlib.Order.WellQuasiOrder,Order,0.15,0.0,0.15,-1,,7
ssrAC,boot,Mathlib.Order.WellFoundedSet,Order,0.15,0.0,0.15,-1,,8
ssrAC,boot,Mathlib.Order.WellFounded,Order,0.15,0.0,0.15,-1,,9
ssrAC,boot,Mathlib.Order.UpperLower.Relative,Order,0.15,0.0,0.15,-1,,10
finfun,boot,Mathlib.Data.FunLike.Fintype,Data,0.2328,0.0,0.2328,-1,LOW,1
finfun,boot,Mathlib.Data.Set.Function,Data,0.2242,0.0,0.2242,-1,,2
finfun,boot,Mathlib.Order.Filter.Finite,Order,0.2233,0.0,0.2233,-1,,3
finfun,boot,Mathlib.Data.Finite.Defs,Data,0.2231,0.0,0.2231,-1,,4
finfun,boot,Mathlib.Data.Finite.Vector,Data,0.2231,0.0,0.2231,-1,,5
finfun,boot,Mathlib.Data.Finite.Perm,Data,0.2229,0.0,0.2229,-1,,6
finfun,boot,Mathlib.Data.Finite.Sum,Data,0.2228,0.0,0.2228,-1,,7
finfun,boot,Mathlib.Data.Finite.Sigma,Data,0.2225,0.0,0.2225,-1,,8
finfun,boot,Mathlib.Logic.Function.Iterate,Logic,0.2223,0.0,0.2223,-1,,9
finfun,boot,Mathlib.Order.Preorder.Finite,Order,0.2222,0.0,0.2222,-1,,10
ssrbool,boot,Mathlib.Logic.Equiv.Bool,Logic,0.2167,0.0,0.2167,-1,LOW,1
ssrbool,boot,Mathlib.Data.Bool.Set,Data,0.2167,0.0,0.2167,-1,,2
ssrbool,boot,Mathlib.Data.Bool.Count,Data,0.2167,0.0,0.2167,-1,,3
ssrbool,boot,Mathlib.Data.Bool.Basic,Data,0.2167,0.0,0.2167,-1,,4
ssrbool,boot,Mathlib.Order.BooleanSubalgebra,Order,0.2071,0.0,0.2071,-1,,5
ssrbool,boot,Mathlib.Order.BooleanGenerators,Order,0.2071,0.0,0.2071,-1,,6
ssrbool,boot,Mathlib.Topology.Separation.NotNormal,Topology,0.2005,0.0,0.2005,-1,,7
ssrbool,boot,Mathlib.Data.Finset.BooleanAlgebra,Data,0.2,0.0,0.2,-1,,8
ssrbool,boot,Mathlib.Data.Set.BooleanAlgebra,Data,0.2,0.0,0.2,-1,,9
ssrbool,boot,Mathlib.Data.Set.BoolIndicator,Data,0.2,0.0,0.2,-1,,10
ssrfun,boot,Mathlib.Order.Fin.SuccAboveOrderIso,Order,0.2406,0.0,0.2406,-1,LOW,1
ssrfun,boot,Mathlib.Data.PFun,Data,0.23,0.0,0.23,-1,,2
ssrfun,boot,Mathlib.Data.Set.Function,Data,0.23,0.0,0.23,-1,,3
ssrfun,boot,Mathlib.Logic.Function.Iterate,Logic,0.23,0.0,0.23,-1,,4
ssrfun,boot,Mathlib.Logic.Function.Defs,Logic,0.23,0.0,0.23,-1,,5
ssrfun,boot,Mathlib.Logic.Function.Conjugate,Logic,0.23,0.0,0.23,-1,,6
ssrfun,boot,Mathlib.Logic.Function.Coequalizer,Logic,0.23,0.0,0.23,-1,,7
ssrfun,boot,Mathlib.Logic.Function.Basic,Logic,0.23,0.0,0.23,-1,,8
ssrfun,boot,Mathlib.Logic.Function.ULift,Logic,0.2167,0.0,0.2167,-1,,9
ssrfun,boot,Mathlib.Data.FunLike.Fintype,Data,0.2071,0.0,0.2071,-1,,10
all_boot,boot,Mathlib.Data.Bool.AllAny,Data,0.3291,0.0,0.3291,1,MEDIUM,1
all_boot,boot,Mathlib.Util.GetAllModules,Util,0.1722,0.0,0.1722,-1,,2
all_boot,boot,Mathlib.Order.ZornAtoms,Order,0.15,0.0,0.15,-1,,3
all_boot,boot,Mathlib.Order.Zorn,Order,0.15,0.0,0.15,-1,,4
all_boot,boot,Mathlib.Order.WithBotTop,Order,0.15,0.0,0.15,-1,,5
all_boot,boot,Mathlib.Order.WithBot,Order,0.15,0.0,0.15,-1,,6
all_boot,boot,Mathlib.Order.WellQuasiOrder,Order,0.15,0.0,0.15,-1,,7
all_boot,boot,Mathlib.Order.WellFoundedSet,Order,0.15,0.0,0.15,-1,,8
all_boot,boot,Mathlib.Order.WellFounded,Order,0.15,0.0,0.15,-1,,9
all_boot,boot,Mathlib.Order.UpperLower.Relative,Order,0.15,0.0,0.15,-1,,10
finset,boot,Mathlib.Data.Finite.Set,Data,0.4505,0.0,0.4505,0,HIGH,1
finset,boot,Mathlib.Data.Set.Finite.Range,Data,0.4344,0.0,0.4344,-1,,2
finset,boot,Mathlib.Data.Set.Finite.List,Data,0.4117,0.0,0.4117,-1,,3
finset,boot,Mathlib.Data.Set.Finite.Lattice,Data,0.4113,0.0,0.4113,-1,,4
finset,boot,Mathlib.Data.Set.Finite.Monad,Data,0.4112,0.0,0.4112,-1,,5
finset,boot,Mathlib.Data.Set.Finite.Powerset,Data,0.4042,0.0,0.4042,-1,,6
finset,boot,Mathlib.Data.Set.Finite.Basic,Data,0.4022,0.0,0.4022,-1,,7
finset,boot,Mathlib.Data.Set.Finite.Lemmas,Data,0.3969,0.0,0.3969,-1,,8
finset,boot,Mathlib.Data.Set.Equitable,Data,0.379,0.0,0.379,-1,,9
finset,boot,Mathlib.Data.Set.Accumulate,Data,0.379,0.0,0.379,-1,,10
binomial,boot,Mathlib.Data.Nat.Factorial.SuperFactorial,Data,0.2154,0.0,0.2154,-1,LOW,1
binomial,boot,Mathlib.Data.Nat.Choose.Sum,Data,0.2104,0.0,0.2104,-1,,2
binomial,boot,Mathlib.Data.Nat.Factorial.DoubleFactorial,Data,0.2103,0.0,0.2103,-1,,3
binomial,boot,Mathlib.Data.ZMod.Factorial,Data,0.1961,0.0,0.1961,-1,,4
binomial,boot,Mathlib.Data.Nat.Factorial.Basic,Data,0.1934,0.0,0.1934,-1,,5
binomial,boot,Mathlib.Data.Nat.Choose.Multinomial,Data,0.1924,0.0,0.1924,-1,,6
binomial,boot,Mathlib.Data.Nat.Factorial.Cast,Data,0.1916,0.0,0.1916,-1,,7
binomial,boot,Mathlib.RingTheory.Binomial,RingTheory,0.1916,0.0,0.1916,-1,,8
binomial,boot,Mathlib.Data.Nat.Prime.Factorial,Data,0.1911,0.0,0.1911,-1,,9
binomial,boot,Mathlib.Data.Nat.Choose.Basic,Data,0.1903,0.0,0.1903,-1,,10
ssrmatching,boot,Mathlib.Data.Analysis.Filter,Data,0.15,0.0,0.15,-1,LOW,1
ssrmatching,boot,Mathlib.Data.Analysis.Topology,Data,0.15,0.0,0.15,-1,,2
ssrmatching,boot,Mathlib.Data.Array.Defs,Data,0.15,0.0,0.15,-1,,3
ssrmatching,boot,Mathlib.Data.Array.Extract,Data,0.15,0.0,0.15,-1,,4
ssrmatching,boot,Mathlib.Data.BitVec,Data,0.15,0.0,0.15,-1,,5
ssrmatching,boot,Mathlib.Data.Bool.AllAny,Data,0.15,0.0,0.15,-1,,6
ssrmatching,boot,Mathlib.Data.Bool.Basic,Data,0.15,0.0,0.15,-1,,7
ssrmatching,boot,Mathlib.Data.Bool.Count,Data,0.15,0.0,0.15,-1,,8
ssrmatching,boot,Mathlib.Data.Bool.Set,Data,0.15,0.0,0.15,-1,,9
ssrmatching,boot,Mathlib.Data.Bracket,Data,0.15,0.0,0.15,-1,,10
div,boot,Mathlib.Data.Nat.ChineseRemainder,Data,0.3231,0.0,0.3231,1,MEDIUM,1
div,boot,Mathlib.Data.Nat.Digits.Div,Data,0.3012,0.0,0.3012,-1,,2
div,boot,Mathlib.Data.Int.DivMod,Data,0.273,0.0,0.273,-1,,3
div,boot,Mathlib.Data.Nat.MaxPowDiv,Data,0.2697,0.0,0.2697,-1,,4
div,boot,Mathlib.Data.Nat.ModEq,Data,0.2621,0.0,0.2621,-1,,5
div,boot,Mathlib.Data.ZMod.Coprime,Data,0.2608,0.0,0.2608,-1,,6
div,boot,Mathlib.Data.Nat.GCD.Basic,Data,0.2431,0.0,0.2431,-1,,7
div,boot,Mathlib.Data.Nat.GCD.Prime,Data,0.2409,0.0,0.2409,-1,,8
div,boot,Mathlib.Data.Nat.PowModTotient,Data,0.2374,0.0,0.2374,-1,,9
div,boot,Mathlib.Data.Nat.Factorization.LCM,Data,0.231,0.0,0.231,-1,,10
ssrnat,boot,Mathlib.Order.Nat,Order,0.261,0.0,0.261,3,MEDIUM-LOW,1
ssrnat,boot,Mathlib.Order.Types.Arithmetic,Order,0.2551,0.0,0.2551,-1,,2
ssrnat,boot,Mathlib.Data.Nat.SuccPred,Data,0.2511,0.0,0.2511,-1,,3
ssrnat,boot,Mathlib.Data.Nat.Hyperoperation,Data,0.2455,0.0,0.2455,-1,,4
ssrnat,boot,Mathlib.Data.Nat.Bits,Data,0.2455,0.0,0.2455,-1,,5
ssrnat,boot,Mathlib.Data.Nat.Upto,Data,0.2455,0.0,0.2455,-1,,6
ssrnat,boot,Mathlib.Data.Nat.PartENat,Data,0.2441,0.0,0.2441,-1,,7
ssrnat,boot,Mathlib.Data.Set.Card.Arithmetic,Data,0.2407,0.0,0.2407,-1,,8
ssrnat,boot,Mathlib.Data.Nat.Size,Data,0.2388,0.0,0.2388,-1,,9
ssrnat,boot,Mathlib.Data.Nat.Pairing,Data,0.2387,0.0,0.2387,-1,,10
path,boot,Mathlib.Topology.Path,Topology,0.2848,0.0,0.2848,2,MEDIUM,1
path,boot,Mathlib.Data.List.Cycle,Data,0.2804,0.0,0.2804,-1,,2
path,boot,Mathlib.Topology.Homotopy.Path,Topology,0.2035,0.0,0.2035,-1,,3
path,boot,Mathlib.Data.Finset.Empty,Data,0.1987,0.0,0.1987,-1,,4
path,boot,Mathlib.Logic.IsEmpty,Logic,0.1903,0.0,0.1903,-1,,5
path,boot,Mathlib.Logic.IsEmpty.Basic,Logic,0.19,0.0,0.19,-1,,6
path,boot,Mathlib.Logic.IsEmpty.Defs,Logic,0.1871,0.0,0.1871,-1,,7
path,boot,Mathlib.Data.Set.Function,Data,0.1862,0.0,0.1862,-1,,8
path,boot,Mathlib.Data.List.Sort,Data,0.1859,0.0,0.1859,-1,,9
path,boot,Mathlib.Data.Finset.Sort,Data,0.1859,0.0,0.1859,-1,,10
all_field,field,Mathlib.Algebra.Algebra.Field,Algebra,0.3571,0.0,0.3571,0,HIGH-UNCERTAIN,1
all_field,field,Mathlib.Algebra.Field.IsField,Algebra,0.3443,0.0,0.3443,-1,,2
all_field,field,Mathlib.FieldTheory.Minpoly.Field,FieldTheory,0.3436,0.0,0.3436,-1,,3
all_field,field,Mathlib.FieldTheory.Relrank,FieldTheory,0.3404,0.0,0.3404,-1,,4
all_field,field,Mathlib.FieldTheory.PrimeField,FieldTheory,0.3324,0.0,0.3324,-1,,5
all_field,field,Mathlib.Algebra.Field.Opposite,Algebra,0.3253,0.0,0.3253,-1,,6
all_field,field,Mathlib.FieldTheory.Cardinality,FieldTheory,0.3242,0.0,0.3242,-1,,7
all_field,field,Mathlib.FieldTheory.Tower,FieldTheory,0.3221,0.0,0.3221,-1,,8
all_field,field,Mathlib.Algebra.Field.Periodic,Algebra,0.3219,0.0,0.3219,-1,,9
all_field,field,Mathlib.Algebra.Field.Shrink,Algebra,0.3191,0.0,0.3191,-1,,10
qfpoly,field,Mathlib.FieldTheory.Finite.Polynomial,FieldTheory,0.3196,0.0,0.3196,1,MEDIUM,1
qfpoly,field,Mathlib.FieldTheory.PrimitiveElement,FieldTheory,0.3189,0.0,0.3189,-1,,2
qfpoly,field,Mathlib.Algebra.Polynomial.Monic,Algebra,0.3172,0.0,0.3172,-1,,3
qfpoly,field,Mathlib.Algebra.Polynomial.FieldDivision,Algebra,0.3118,0.0,0.3118,-1,,4
qfpoly,field,Mathlib.FieldTheory.KummerPolynomial,FieldTheory,0.3005,0.0,0.3005,-1,,5
qfpoly,field,Mathlib.Algebra.Polynomial.Eval.Irreducible,Algebra,0.298,0.0,0.298,-1,,6
qfpoly,field,Mathlib.FieldTheory.PolynomialGaloisGroup,FieldTheory,0.2877,0.0,0.2877,-1,,7
qfpoly,field,Mathlib.FieldTheory.RatFunc.AsPolynomial,FieldTheory,0.2674,0.0,0.2674,-1,,8
qfpoly,field,Mathlib.Algebra.Polynomial.Homogenize,Algebra,0.2607,0.0,0.2607,-1,,9
qfpoly,field,Mathlib.Algebra.Polynomial.Inductions,Algebra,0.2607,0.0,0.2607,-1,,10
algnum,field,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.2723,0.0,0.2723,3,MEDIUM-LOW,1
algnum,field,Mathlib.NumberTheory.Primorial,NumberTheory,0.2723,0.0,0.2723,-1,,2
algnum,field,Mathlib.NumberTheory.Wilson,NumberTheory,0.2723,0.0,0.2723,-1,,3
algnum,field,Mathlib.NumberTheory.Dioph,NumberTheory,0.2723,0.0,0.2723,-1,,4
algnum,field,Mathlib.NumberTheory.Bertrand,NumberTheory,0.2723,0.0,0.2723,-1,,5
algnum,field,Mathlib.NumberTheory.Niven,NumberTheory,0.2723,0.0,0.2723,-1,,6
algnum,field,Mathlib.NumberTheory.LSeries.ZMod,NumberTheory,0.2633,0.0,0.2633,-1,,7
algnum,field,Mathlib.NumberTheory.Divisors,NumberTheory,0.2628,0.0,0.2628,-1,,8
algnum,field,Mathlib.NumberTheory.Chebyshev,NumberTheory,0.2614,0.0,0.2614,-1,,9
algnum,field,Mathlib.NumberTheory.Basic,NumberTheory,0.2605,0.0,0.2605,-1,,10
algC,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.2718,0.0,0.2718,3,MEDIUM-LOW,1
algC,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.2356,0.0,0.2356,-1,,2
algC,field,Mathlib.FieldTheory.IsAlgClosed.Spectrum,FieldTheory,0.2349,0.0,0.2349,-1,,3
algC,field,Mathlib.FieldTheory.IsAlgClosed.Basic,FieldTheory,0.2341,0.0,0.2341,-1,,4
algC,field,Mathlib.Algebra.AlgebraicCard,Algebra,0.2269,0.0,0.2269,-1,,5
algC,field,Mathlib.FieldTheory.IsRealClosed.Basic,FieldTheory,0.223,0.0,0.223,-1,,6
algC,field,Mathlib.FieldTheory.IntermediateField.Algebraic,FieldTheory,0.2145,0.0,0.2145,-1,,7
algC,field,Mathlib.FieldTheory.AlgebraicClosure,FieldTheory,0.2076,0.0,0.2076,-1,,8
algC,field,Mathlib.NumberTheory.Padics.Complex,NumberTheory,0.2073,0.0,0.2073,-1,,9
algC,field,Mathlib.NumberTheory.NumberField.InfinitePlace.TotallyRealComplex,NumberTheory,0.2072,0.0,0.2072,-1,,10
separable,field,Mathlib.FieldTheory.Separable,FieldTheory,0.4974,0.0,0.4974,0,HIGH,1
separable,field,Mathlib.FieldTheory.SeparableClosure,FieldTheory,0.4353,0.0,0.4353,-1,,2
separable,field,Mathlib.FieldTheory.SeparableDegree,FieldTheory,0.4196,0.0,0.4196,-1,,3
separable,field,Mathlib.FieldTheory.Extension,FieldTheory,0.3478,0.0,0.3478,-1,,4
separable,field,Mathlib.FieldTheory.PurelyInseparable.Basic,FieldTheory,0.3378,0.0,0.3378,-1,,5
separable,field,Mathlib.FieldTheory.PurelyInseparable.Tower,FieldTheory,0.3325,0.0,0.3325,-1,,6
separable,field,Mathlib.FieldTheory.PurelyInseparable.Exponent,FieldTheory,0.332,0.0,0.332,-1,,7
separable,field,Mathlib.FieldTheory.Finite.Extension,FieldTheory,0.3155,0.0,0.3155,-1,,8
separable,field,Mathlib.FieldTheory.PurelyInseparable.PerfectClosure,FieldTheory,0.3087,0.0,0.3087,-1,,9
separable,field,Mathlib.FieldTheory.KummerExtension,FieldTheory,0.2968,0.0,0.2968,-1,,10
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.CyclotomicCharacter,NumberTheory,0.3611,0.0,0.3611,0,HIGH-UNCERTAIN,1
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Rat,NumberTheory,0.3143,0.0,0.3143,-1,,2
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.PrimitiveRoots,NumberTheory,0.3143,0.0,0.3143,-1,,3
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Discriminant,NumberTheory,0.3096,0.0,0.3096,-1,,4
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Basic,NumberTheory,0.3086,0.0,0.3086,-1,,5
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Gal,NumberTheory,0.3069,0.0,0.3069,-1,,6
cyclotomic,field,Mathlib.Algebra.Polynomial.Lifts,Algebra,0.3013,0.0,0.3013,-1,,7
cyclotomic,field,Mathlib.Algebra.Polynomial.Mirror,Algebra,0.3013,0.0,0.3013,-1,,8
cyclotomic,field,Mathlib.Algebra.Polynomial.Inductions,Algebra,0.3013,0.0,0.3013,-1,,9
cyclotomic,field,Mathlib.Algebra.Polynomial.Reverse,Algebra,0.3013,0.0,0.3013,-1,,10
falgebra,field,Mathlib.Algebra.Polynomial.Module.FiniteDimensional,Algebra,0.3399,0.0,0.3399,1,MEDIUM,1
falgebra,field,Mathlib.Algebra.Divisibility.Finite,Algebra,0.3166,0.0,0.3166,-1,,2
falgebra,field,Mathlib.Algebra.Module.Presentation.Finite,Algebra,0.2922,0.0,0.2922,-1,,3
falgebra,field,Mathlib.Algebra.Group.Subgroup.Finite,Algebra,0.2899,0.0,0.2899,-1,,4
falgebra,field,Mathlib.Algebra.Group.Equiv.Finite,Algebra,0.2898,0.0,0.2898,-1,,5
falgebra,field,Mathlib.Algebra.Group.Submonoid.Finite,Algebra,0.2898,0.0,0.2898,-1,,6
falgebra,field,Mathlib.Algebra.Module.FinitePresentation,Algebra,0.2722,0.0,0.2722,-1,,7
falgebra,field,Mathlib.Algebra.Notation.FiniteSupport,Algebra,0.2705,0.0,0.2705,-1,,8
falgebra,field,Mathlib.Algebra.Group.ConjFinite,Algebra,0.2702,0.0,0.2702,-1,,9
falgebra,field,Mathlib.Algebra.Group.Pointwise.Set.Finite,Algebra,0.2694,0.0,0.2694,-1,,10
closed_field,field,Mathlib.FieldTheory.IsSepClosed,FieldTheory,0.3702,0.0,0.3702,0,HIGH-UNCERTAIN,1
