mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,base_score,propagation_bonus,final_score,anchor_round,confidence_tier,rank,original_rank,reranked_score,concept_bonus,synonym_bonus,text_v3_contrib,decl_contrib
finfun,boot,Mathlib.Data.Set.Finite.Range,Data,0.3075,0.0,0.3075,-1,,5,6,0.3805,0.05,0.0114,0.0116,0.0
finfun,boot,Mathlib.Data.Set.Finite.Basic,Data,0.3064,0.0,0.3064,-1,,6,7,0.379,0.05,0.0114,0.0111,0.0
finfun,boot,Mathlib.Data.Finite.Perm,Data,0.3043,0.0,0.3043,-1,,7,8,0.3727,0.05,0.0133,0.005,0.0
finfun,boot,Mathlib.Data.Finite.Vector,Data,0.3039,0.0,0.3039,-1,,8,9,0.3721,0.05,0.0133,0.0049,0.0
finfun,boot,Mathlib.Order.Preorder.Finite,Order,0.3033,0.0,0.3033,-1,,9,10,0.3713,0.05,0.0133,0.0047,0.0
finfun,boot,Mathlib.Data.FunLike.Fintype,Data,0.3129,0.0,0.3129,-1,,10,4,0.3305,0.0,0.0,0.0176,0.0
ssrbool,boot,Mathlib.Data.Bool.Basic,Data,0.3796,0.0,0.3796,0,HIGH-UNCERTAIN,1,1,0.4781,0.05,0.0133,0.0352,0.0
ssrbool,boot,Mathlib.Data.Bool.AllAny,Data,0.3662,0.0,0.3662,-1,,2,2,0.4652,0.05,0.01,0.039,0.0
ssrbool,boot,Mathlib.Data.Finset.BooleanAlgebra,Data,0.3639,0.0,0.3639,-1,,3,3,0.462,0.05,0.01,0.0381,0.0
ssrbool,boot,Mathlib.Data.Bool.Set,Data,0.3549,0.0,0.3549,-1,,4,4,0.4435,0.05,0.0133,0.0253,0.0
ssrbool,boot,Mathlib.Data.Set.BoolIndicator,Data,0.3496,0.0,0.3496,-1,,5,7,0.4419,0.05,0.01,0.0323,0.0
ssrbool,boot,Mathlib.Logic.Equiv.Bool,Logic,0.3525,0.0,0.3525,-1,,6,5,0.4402,0.05,0.0133,0.0243,0.0
ssrbool,boot,Mathlib.Order.BooleanAlgebra.Defs,Order,0.3483,0.0,0.3483,-1,,7,8,0.4401,0.05,0.01,0.0318,0.0
ssrbool,boot,Mathlib.Data.Bool.Count,Data,0.3497,0.0,0.3497,-1,,8,6,0.4363,0.05,0.0133,0.0232,0.0
ssrbool,boot,Mathlib.Order.BooleanGenerators,Order,0.3304,0.0,0.3304,-1,,9,9,0.4125,0.05,0.0114,0.0207,0.0
ssrbool,boot,Mathlib.Order.BooleanAlgebra.Basic,Order,0.3251,0.0,0.3251,-1,,10,10,0.4076,0.05,0.01,0.0225,0.0
ssrfun,boot,Mathlib.Logic.Function.Basic,Logic,0.3209,0.0,0.3209,-1,,1,7,0.4359,0.0625,0.016,0.0044,0.0321
ssrfun,boot,Mathlib.Logic.Function.Coequalizer,Logic,0.3339,0.0,0.3339,1,MEDIUM,2,1,0.422,0.0625,0.016,0.0096,0.0
ssrfun,boot,Mathlib.Data.Set.Function,Data,0.3164,0.0,0.3164,-1,,3,8,0.42,0.0625,0.016,0.0026,0.0226
ssrfun,boot,Mathlib.Logic.Function.Iterate,Logic,0.3309,0.0,0.3309,-1,,4,2,0.4177,0.0625,0.016,0.0083,0.0
ssrfun,boot,Mathlib.Logic.Function.Defs,Logic,0.3284,0.0,0.3284,-1,,5,3,0.4143,0.0625,0.016,0.0074,0.0
ssrfun,boot,Mathlib.Logic.Function.Conjugate,Logic,0.3266,0.0,0.3266,-1,,6,4,0.4117,0.0625,0.016,0.0066,0.0
ssrfun,boot,Mathlib.Logic.Function.ULift,Logic,0.3218,0.0,0.3218,-1,,7,6,0.4097,0.0625,0.0133,0.0121,0.0
ssrfun,boot,Mathlib.Logic.Function.FromTypes,Logic,0.3129,0.0,0.3129,-1,,8,9,0.4006,0.0625,0.0114,0.0137,0.0
ssrfun,boot,Mathlib.Logic.Function.OfArity,Logic,0.3085,0.0,0.3085,-1,,9,10,0.3944,0.0625,0.0114,0.012,0.0
ssrfun,boot,Mathlib.Data.PFun,Data,0.3255,0.0,0.3255,-1,,10,5,0.3317,0.0,0.0,0.0062,0.0
all_boot,boot,Mathlib.Data.Bool.AllAny,Data,0.2917,0.0,0.2917,2,MEDIUM,1,1,0.43,0.125,0.0133,0.0,0.0
all_boot,boot,Mathlib.Order.UpperLower.Basic,Order,0.2,0.0,0.2,-1,,2,2,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.Zorn,Order,0.2,0.0,0.2,-1,,3,3,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.WithBotTop,Order,0.2,0.0,0.2,-1,,4,4,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.WithBot,Order,0.2,0.0,0.2,-1,,5,5,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.WellQuasiOrder,Order,0.2,0.0,0.2,-1,,6,6,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.WellFoundedSet,Order,0.2,0.0,0.2,-1,,7,7,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.WellFounded,Order,0.2,0.0,0.2,-1,,8,8,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.UpperLower.Relative,Order,0.2,0.0,0.2,-1,,9,9,0.2,0.0,0.0,0.0,0.0
all_boot,boot,Mathlib.Order.UpperLower.Prod,Order,0.2,0.0,0.2,-1,,10,10,0.2,0.0,0.0,0.0,0.0
finset,boot,Mathlib.Data.Finite.Set,Data,0.5081,0.0,0.5081,0,HIGH,1,1,0.6863,0.125,0.04,0.0132,0.0
finset,boot,Mathlib.Data.Set.Finite.Basic,Data,0.4603,0.0,0.4603,-1,,2,2,0.6517,0.125,0.032,0.0161,0.0183
finset,boot,Mathlib.Data.Set.Finite.Lattice,Data,0.4575,0.0,0.4575,-1,,3,3,0.6383,0.125,0.032,0.015,0.0088
finset,boot,Mathlib.Data.Set.Finite.Range,Data,0.4555,0.0,0.4555,-1,,4,4,0.6267,0.125,0.032,0.0142,0.0
finset,boot,Mathlib.Data.Set.Finite.Lemmas,Data,0.4373,0.0,0.4373,-1,,5,8,0.6206,0.125,0.032,0.0069,0.0194
finset,boot,Mathlib.Data.Set.Finite.Monad,Data,0.4482,0.0,0.4482,-1,,6,5,0.6165,0.125,0.032,0.0113,0.0
finset,boot,Mathlib.Data.Set.Finite.Powerset,Data,0.4417,0.0,0.4417,-1,,7,6,0.6074,0.125,0.032,0.0087,0.0
finset,boot,Mathlib.Data.Set.Finite.List,Data,0.4376,0.0,0.4376,-1,,8,7,0.6016,0.125,0.032,0.007,0.0
finset,boot,Mathlib.Data.Set.FiniteExhaustion,Data,0.3994,0.0,0.3994,-1,,9,9,0.5575,0.125,0.0267,0.0064,0.0
finset,boot,Mathlib.Data.Set.Notation,Data,0.3482,0.0,0.3482,-1,,10,10,0.442,0.0625,0.016,0.0153,0.0
binomial,boot,Mathlib.Data.Nat.Choose.Factorization,Data,0.2685,0.0,0.2685,-1,,1,5,0.3175,0.0,0.0,0.0274,0.0216
binomial,boot,Mathlib.Data.Nat.Choose.Bounds,Data,0.2799,0.0,0.2799,3,MEDIUM-LOW,2,1,0.3118,0.0,0.0,0.0319,0.0
binomial,boot,Mathlib.Data.Nat.Choose.Central,Data,0.273,0.0,0.273,-1,,3,2,0.3022,0.0,0.0,0.0292,0.0
binomial,boot,Mathlib.Data.Nat.Choose.Sum,Data,0.272,0.0,0.272,-1,,4,3,0.3008,0.0,0.0,0.0288,0.0
binomial,boot,Mathlib.Data.Nat.Choose.Basic,Data,0.2703,0.0,0.2703,-1,,5,4,0.2984,0.0,0.0,0.0281,0.0
binomial,boot,Mathlib.Data.Nat.Choose.Lucas,Data,0.267,0.0,0.267,-1,,6,6,0.2938,0.0,0.0,0.0268,0.0
binomial,boot,Mathlib.Data.Nat.Choose.Cast,Data,0.2665,0.0,0.2665,-1,,7,7,0.2931,0.0,0.0,0.0266,0.0
binomial,boot,Mathlib.Data.Nat.Choose.Dvd,Data,0.252,0.0,0.252,-1,,8,10,0.2728,0.0,0.0,0.0208,0.0
binomial,boot,Mathlib.Data.Fintype.EquivFin,Data,0.2046,0.0512,0.2558,-1,,9,8,0.2577,0.0,0.0,0.0019,0.0
binomial,boot,Mathlib.Order.CompactlyGenerated.Basic,Order,0.2038,0.0509,0.2547,-1,,10,9,0.2562,0.0,0.0,0.0015,0.0
ssrmatching,boot,Mathlib.Data.Analysis.Filter,Data,0.2,0.0,0.2,-1,LOW,1,1,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Analysis.Topology,Data,0.2,0.0,0.2,-1,,2,2,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Array.Defs,Data,0.2,0.0,0.2,-1,,3,3,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Array.Extract,Data,0.2,0.0,0.2,-1,,4,4,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.BitVec,Data,0.2,0.0,0.2,-1,,5,5,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Bool.AllAny,Data,0.2,0.0,0.2,-1,,6,6,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Bool.Basic,Data,0.2,0.0,0.2,-1,,7,7,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Bool.Count,Data,0.2,0.0,0.2,-1,,8,8,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Bool.Set,Data,0.2,0.0,0.2,-1,,9,9,0.2,0.0,0.0,0.0,0.0
ssrmatching,boot,Mathlib.Data.Bracket,Data,0.2,0.0,0.2,-1,,10,10,0.2,0.0,0.0,0.0,0.0
div,boot,Mathlib.Data.Nat.Digits.Div,Data,0.4538,0.0,0.4538,0,HIGH,1,1,0.6203,0.125,0.0133,0.0282,0.0
div,boot,Mathlib.Data.Nat.MaxPowDiv,Data,0.3618,0.0,0.3618,-1,,2,2,0.5065,0.125,0.01,0.0097,0.0
div,boot,Mathlib.Data.Int.DivMod,Data,0.334,0.0,0.334,-1,,3,6,0.4965,0.125,0.0114,0.0261,0.0
div,boot,Mathlib.Data.Nat.ChineseRemainder,Data,0.3567,0.0,0.3567,-1,,4,3,0.4339,0.0,0.0,0.0352,0.0421
div,boot,Mathlib.Data.Nat.ModEq,Data,0.3291,0.0,0.3291,-1,,5,7,0.3951,0.0,0.0,0.0241,0.0419
div,boot,Mathlib.Data.PNat.Prime,Data,0.3373,0.0,0.3373,-1,,6,5,0.3924,0.0,0.0,0.0235,0.0316
div,boot,Mathlib.Data.Nat.GCD.Basic,Data,0.3395,0.0,0.3395,-1,,7,4,0.3639,0.0,0.0,0.0244,0.0
div,boot,Mathlib.Order.Nat,Order,0.3199,0.0,0.3199,-1,,8,8,0.3238,0.0,0.0,0.0039,0.0
div,boot,Mathlib.Data.PNat.Xgcd,Data,0.3094,0.0,0.3094,-1,,9,9,0.3217,0.0,0.0,0.0123,0.0
div,boot,Mathlib.Data.PNat.Defs,Data,0.3086,0.0,0.3086,-1,,10,10,0.3206,0.0,0.0,0.012,0.0
ssrnat,boot,Mathlib.Data.PNat.Find,Data,0.3258,0.0,0.3258,-1,,1,7,0.4557,0.0417,0.01,0.0189,0.0593
ssrnat,boot,Mathlib.Data.Nat.PSub,Data,0.337,0.0,0.337,-1,,2,2,0.412,0.0417,0.01,0.0234,0.0
ssrnat,boot,Mathlib.Order.Nat,Order,0.3399,0.0,0.3399,1,MEDIUM,3,1,0.4068,0.0417,0.0133,0.0119,0.0
ssrnat,boot,Mathlib.Data.Nat.Notation,Data,0.3334,0.0,0.3334,-1,,4,3,0.4032,0.0417,0.0114,0.0167,0.0
ssrnat,boot,Mathlib.Order.Types.Arithmetic,Order,0.3316,0.0,0.3316,-1,,5,4,0.4007,0.0417,0.0114,0.016,0.0
ssrnat,boot,Mathlib.Data.Nat.Bitwise,Data,0.3291,0.0,0.3291,-1,,6,5,0.3972,0.0417,0.0114,0.015,0.0
ssrnat,boot,Mathlib.Data.Nat.Set,Data,0.3267,0.0,0.3267,-1,,7,6,0.3938,0.0417,0.0114,0.014,0.0
ssrnat,boot,Mathlib.Data.Nat.Multiplicity,Data,0.3254,0.0,0.3254,-1,,8,8,0.392,0.0417,0.0114,0.0135,0.0
ssrnat,boot,Mathlib.Data.ENat.Pow,Data,0.322,0.0,0.322,-1,,9,10,0.391,0.0417,0.01,0.0174,0.0
ssrnat,boot,Mathlib.Data.Nat.Count,Data,0.3239,0.0,0.3239,-1,,10,9,0.3899,0.0417,0.0114,0.0129,0.0
path,boot,Mathlib.Data.List.Cycle,Data,0.3341,0.0,0.3341,1,MEDIUM,1,1,0.372,0.0,0.0,0.0096,0.0282
path,boot,Mathlib.Data.Multiset.Sort,Data,0.237,0.0,0.237,-1,,2,4,0.3098,0.0,0.0,0.0148,0.058
path,boot,Mathlib.Data.List.Sort,Data,0.2461,0.0,0.2461,-1,,3,2,0.2966,0.0,0.0,0.0184,0.0321
path,boot,Mathlib.Data.Fin.Tuple.Sort,Data,0.2328,0.0,0.2328,-1,,4,7,0.2829,0.0,0.0,0.0131,0.037
path,boot,Mathlib.Data.Finset.Sort,Data,0.2247,0.0,0.2247,-1,,5,9,0.267,0.0,0.0,0.0099,0.0325
path,boot,Mathlib.Data.Stream.Defs,Data,0.2356,0.0,0.2356,-1,,6,5,0.267,0.0,0.0,0.0143,0.0171
path,boot,Mathlib.Data.PFunctor.Multivariate.W,Data,0.2405,0.0,0.2405,-1,,7,3,0.2567,0.0,0.0,0.0162,0.0
path,boot,Mathlib.Data.List.NodupEquivFin,Data,0.2233,0.0,0.2233,-1,,8,10,0.2537,0.0,0.0,0.0093,0.0211
path,boot,Mathlib.Data.PFunctor.Univariate.M,Data,0.2331,0.0,0.2331,-1,,9,6,0.253,0.0,0.0,0.0132,0.0066
path,boot,Mathlib.Data.WSeq.Productive,Data,0.2276,0.0,0.2276,-1,,10,8,0.2386,0.0,0.0,0.011,0.0
all_field,field,Mathlib.Algebra.Field.IsField,Algebra,0.4542,0.0,0.4542,0,HIGH,1,1,0.6529,0.125,0.016,0.0577,0.0
all_field,field,Mathlib.Algebra.Algebra.Field,Algebra,0.4148,0.0,0.4148,-1,,2,2,0.5791,0.125,0.0267,0.0126,0.0
all_field,field,Mathlib.FieldTheory.PrimeField,FieldTheory,0.3864,0.0,0.3864,-1,,3,3,0.5626,0.125,0.0133,0.0379,0.0
all_field,field,Mathlib.FieldTheory.Cardinality,FieldTheory,0.3799,0.0,0.3799,-1,,4,4,0.5489,0.125,0.016,0.028,0.0
all_field,field,Mathlib.FieldTheory.Minpoly.Field,FieldTheory,0.3753,0.0,0.3753,-1,,5,7,0.5424,0.125,0.016,0.0261,0.0
all_field,field,Mathlib.Algebra.Field.Opposite,Algebra,0.378,0.0,0.378,-1,,6,5,0.5392,0.125,0.02,0.0162,0.0
all_field,field,Mathlib.Algebra.Field.Shrink,Algebra,0.3766,0.0,0.3766,-1,,7,6,0.5372,0.125,0.02,0.0156,0.0
all_field,field,Mathlib.Algebra.Field.ZMod,Algebra,0.3643,0.0,0.3643,-1,,8,10,0.527,0.125,0.016,0.0217,0.0
all_field,field,Mathlib.Algebra.Field.Equiv,Algebra,0.3687,0.0,0.3687,-1,,9,8,0.5262,0.125,0.02,0.0125,0.0
all_field,field,Mathlib.Algebra.Field.Power,Algebra,0.3667,0.0,0.3667,-1,,10,9,0.5234,0.125,0.02,0.0117,0.0
qfpoly,field,Mathlib.FieldTheory.Finite.Polynomial,FieldTheory,0.3906,0.0,0.3906,0,HIGH-UNCERTAIN,1,1,0.404,0.0,0.0,0.0134,0.0
qfpoly,field,Mathlib.Algebra.Polynomial.FieldDivision,Algebra,0.3828,0.0,0.3828,-1,,2,2,0.4027,0.0,0.0,0.0102,0.0097
qfpoly,field,Mathlib.FieldTheory.KummerPolynomial,FieldTheory,0.3765,0.0,0.3765,-1,,3,3,0.3921,0.0,0.0,0.0156,0.0
qfpoly,field,Mathlib.FieldTheory.PolynomialGaloisGroup,FieldTheory,0.3425,0.0,0.3425,-1,,4,5,0.3744,0.0,0.0,0.0081,0.0237
qfpoly,field,Mathlib.Algebra.Polynomial.Eval.Irreducible,Algebra,0.3426,0.0,0.3426,-1,,5,4,0.3682,0.0,0.0,0.0256,0.0
qfpoly,field,Mathlib.Algebra.Polynomial.Div,Algebra,0.3292,0.0,0.3292,-1,,6,6,0.3614,0.0,0.0,0.015,0.0172
qfpoly,field,Mathlib.Algebra.Polynomial.Monic,Algebra,0.3244,0.0,0.3244,-1,,7,9,0.3555,0.0,0.0,0.0131,0.018
qfpoly,field,Mathlib.Algebra.Polynomial.Lifts,Algebra,0.3277,0.0,0.3277,-1,,8,7,0.3421,0.0,0.0,0.0144,0.0
qfpoly,field,Mathlib.Algebra.Polynomial.Identities,Algebra,0.3256,0.0,0.3256,-1,,9,8,0.3392,0.0,0.0,0.0136,0.0
qfpoly,field,Mathlib.Algebra.Algebra.Field,Algebra,0.322,0.0,0.322,-1,,10,10,0.3268,0.0,0.0,0.0048,0.0
algnum,field,Mathlib.NumberTheory.Basic,NumberTheory,0.3231,0.0,0.3231,1,MEDIUM,1,1,0.3357,0.0,0.0,0.0126,0.0
algnum,field,Mathlib.NumberTheory.Primorial,NumberTheory,0.3213,0.0,0.3213,-1,,2,2,0.3332,0.0,0.0,0.0119,0.0
algnum,field,Mathlib.NumberTheory.Multiplicity,NumberTheory,0.3207,0.0,0.3207,-1,,3,3,0.3323,0.0,0.0,0.0116,0.0
algnum,field,Mathlib.NumberTheory.Rayleigh,NumberTheory,0.3198,0.0,0.3198,-1,,4,4,0.3311,0.0,0.0,0.0113,0.0
algnum,field,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.3197,0.0,0.3197,-1,,5,5,0.3309,0.0,0.0,0.0112,0.0
algnum,field,Mathlib.NumberTheory.Dioph,NumberTheory,0.3128,0.0,0.3128,-1,,6,8,0.3305,0.0,0.0,0.0085,0.0092
algnum,field,Mathlib.NumberTheory.Wilson,NumberTheory,0.3162,0.0,0.3162,-1,,7,6,0.326,0.0,0.0,0.0098,0.0
algnum,field,Mathlib.NumberTheory.Cyclotomic.Gal,NumberTheory,0.3112,0.0,0.3112,-1,,8,9,0.3242,0.0,0.0,0.013,0.0
algnum,field,Mathlib.NumberTheory.Niven,NumberTheory,0.3146,0.0,0.3146,-1,,9,7,0.3238,0.0,0.0,0.0092,0.0
algnum,field,Mathlib.NumberTheory.Padics.Hensel,NumberTheory,0.3107,0.0,0.3107,-1,,10,10,0.3236,0.0,0.0,0.0129,0.0
algC,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.3628,0.0,0.3628,0,HIGH-UNCERTAIN,1,1,0.4573,0.0625,0.0067,0.0101,0.0152
algC,field,Mathlib.FieldTheory.IsAlgClosed.Basic,FieldTheory,0.33,0.0,0.33,-1,,2,2,0.4269,0.0625,0.008,0.012,0.0144
algC,field,Mathlib.FieldTheory.IsAlgClosed.Spectrum,FieldTheory,0.325,0.0,0.325,-1,,3,3,0.4055,0.0625,0.008,0.01,0.0
algC,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.3223,0.0,0.3223,-1,,4,4,0.4017,0.0625,0.008,0.0089,0.0
algC,field,Mathlib.Algebra.AlgebraicCard,Algebra,0.2954,0.0,0.2954,-1,,5,7,0.3819,0.0625,0.0133,0.0107,0.0
algC,field,Mathlib.FieldTheory.IsRealClosed.Basic,FieldTheory,0.2955,0.0,0.2955,-1,,6,6,0.3388,0.0,0.0,0.0199,0.0234
algC,field,Mathlib.NumberTheory.Padics.Complex,NumberTheory,0.2965,0.0,0.2965,-1,,7,5,0.3264,0.0,0.0,0.0141,0.0158
algC,field,Mathlib.FieldTheory.Minpoly.IsIntegrallyClosed,FieldTheory,0.2791,0.0,0.2791,-1,,8,8,0.3099,0.0,0.0,0.0133,0.0175
algC,field,Mathlib.FieldTheory.AlgebraicClosure,FieldTheory,0.272,0.0,0.272,-1,,9,10,0.2984,0.0,0.0,0.0068,0.0196
algC,field,Mathlib.FieldTheory.IntermediateField.Algebraic,FieldTheory,0.2724,0.0,0.2724,-1,,10,9,0.2976,0.0,0.0,0.0069,0.0182
separable,field,Mathlib.FieldTheory.Separable,FieldTheory,0.5229,0.0,0.5229,0,HIGH,1,1,0.8472,0.25,0.02,0.0412,0.0132
separable,field,Mathlib.FieldTheory.SeparableClosure,FieldTheory,0.4107,0.0,0.4107,-1,,2,4,0.7176,0.25,0.0133,0.0214,0.0221
separable,field,Mathlib.FieldTheory.SeparableDegree,FieldTheory,0.4068,0.0,0.4068,-1,,3,5,0.7136,0.25,0.0133,0.0199,0.0236
separable,field,Mathlib.FieldTheory.Extension,FieldTheory,0.4426,0.0,0.4426,-1,,4,2,0.4635,0.0,0.0,0.009,0.0119
separable,field,Mathlib.FieldTheory.PurelyInseparable.Basic,FieldTheory,0.3635,0.0,0.3635,-1,,5,7,0.4385,0.0,0.0,0.041,0.034
separable,field,Mathlib.FieldTheory.PurelyInseparable.Tower,FieldTheory,0.3573,0.0,0.3573,-1,,6,8,0.4303,0.0,0.0,0.0385,0.0345
separable,field,Mathlib.FieldTheory.Finite.Extension,FieldTheory,0.4126,0.0,0.4126,-1,,7,3,0.4243,0.0,0.0,0.0117,0.0
separable,field,Mathlib.FieldTheory.KummerExtension,FieldTheory,0.3768,0.0,0.3768,-1,,8,6,0.4175,0.0,0.0,0.0079,0.0329
separable,field,Mathlib.FieldTheory.PurelyInseparable.Exponent,FieldTheory,0.333,0.0,0.333,-1,,9,10,0.3797,0.0,0.0,0.0288,0.0179
separable,field,Mathlib.Algebra.Algebra.Field,Algebra,0.3442,0.0,0.3442,-1,,10,9,0.3469,0.0,0.0,0.0027,0.0
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.CyclotomicCharacter,NumberTheory,0.3588,0.0,0.3588,-1,,1,5,0.6771,0.25,0.0133,0.0321,0.0228
cyclotomic,field,Mathlib.NumberTheory.Cyclotomic.Basic,NumberTheory,0.3536,0.0,0.3536,-1,,2,10,0.6766,0.25,0.016,0.0248,0.0322
cyclotomic,field,Mathlib.Algebra.Polynomial.Roots,Algebra,0.3821,0.0,0.3821,0,HIGH-UNCERTAIN,3,1,0.4161,0.0,0.0,0.0178,0.0161
cyclotomic,field,Mathlib.Algebra.Polynomial.Expand,Algebra,0.3625,0.0,0.3625,-1,,4,2,0.3858,0.0,0.0,0.01,0.0133
cyclotomic,field,Mathlib.Algebra.Polynomial.Div,Algebra,0.3564,0.0,0.3564,-1,,5,7,0.3856,0.0,0.0,0.0076,0.0216
cyclotomic,field,Mathlib.Algebra.Polynomial.Splits,Algebra,0.3537,0.0,0.3537,-1,,6,9,0.382,0.0,0.0,0.0065,0.0219
cyclotomic,field,Mathlib.Algebra.Polynomial.Lifts,Algebra,0.3549,0.0,0.3549,-1,,7,8,0.376,0.0,0.0,0.0069,0.0141
cyclotomic,field,Mathlib.Algebra.Polynomial.Cardinal,Algebra,0.3611,0.0,0.3611,-1,,8,3,0.3705,0.0,0.0,0.0094,0.0
cyclotomic,field,Mathlib.Algebra.Polynomial.Basis,Algebra,0.3609,0.0,0.3609,-1,,9,4,0.3702,0.0,0.0,0.0093,0.0
cyclotomic,field,Mathlib.Algebra.Polynomial.Factors,Algebra,0.3579,0.0,0.3579,-1,,10,6,0.3661,0.0,0.0,0.0082,0.0
falgebra,field,Mathlib.Algebra.Polynomial.Module.FiniteDimensional,Algebra,0.4576,0.0,0.4576,0,HIGH,1,1,0.4664,0.0,0.0,0.0088,0.0
falgebra,field,Mathlib.Algebra.Divisibility.Finite,Algebra,0.4252,0.0,0.4252,-1,,2,2,0.4273,0.0,0.0,0.0021,0.0
falgebra,field,Mathlib.Algebra.Group.Subgroup.Finite,Algebra,0.3863,0.0,0.3863,-1,,3,6,0.4007,0.0,0.0,0.0012,0.0132
falgebra,field,Mathlib.Algebra.Group.Equiv.Finite,Algebra,0.3882,0.0,0.3882,-1,,4,3,0.3902,0.0,0.0,0.002,0.0
falgebra,field,Mathlib.Algebra.Group.Submonoid.Finite,Algebra,0.3881,0.0,0.3881,-1,,5,4,0.39,0.0,0.0,0.0019,0.0
falgebra,field,Mathlib.Algebra.Module.Presentation.Finite,Algebra,0.3873,0.0,0.3873,-1,,6,5,0.3889,0.0,0.0,0.0016,0.0
falgebra,field,Mathlib.Algebra.Module.FinitePresentation,Algebra,0.3706,0.0,0.3706,-1,,7,7,0.376,0.0,0.0,0.0054,0.0
falgebra,field,Mathlib.Algebra.Group.Pointwise.Set.Finite,Algebra,0.3632,0.0,0.3632,-1,,8,8,0.3656,0.0,0.0,0.0024,0.0
falgebra,field,Mathlib.Algebra.Group.ConjFinite,Algebra,0.3626,0.0,0.3626,-1,,9,9,0.3648,0.0,0.0,0.0022,0.0
falgebra,field,Mathlib.Algebra.Category.Grp.FiniteGrp,Algebra,0.362,0.0,0.362,-1,,10,10,0.364,0.0,0.0,0.002,0.0
closed_field,field,Mathlib.FieldTheory.IsRealClosed.Basic,FieldTheory,0.3947,0.0,0.3947,-1,,1,2,0.7171,0.25,0.02,0.029,0.0234
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.4013,0.0,0.4013,0,HIGH,2,1,0.7029,0.25,0.02,0.0316,0.0
closed_field,field,Mathlib.FieldTheory.IsSepClosed,FieldTheory,0.3856,0.0,0.3856,-1,,3,4,0.7003,0.25,0.0229,0.0192,0.0226
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Basic,FieldTheory,0.3844,0.0,0.3844,-1,,4,5,0.6957,0.25,0.02,0.0249,0.0165
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.Spectrum,FieldTheory,0.3918,0.0,0.3918,-1,,5,3,0.6896,0.25,0.02,0.0278,0.0
closed_field,field,Mathlib.FieldTheory.Minpoly.IsIntegrallyClosed,FieldTheory,0.3535,0.0,0.3535,-1,,6,6,0.6625,0.25,0.02,0.0125,0.0264
closed_field,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.3327,0.0,0.3327,-1,,7,9,0.6311,0.25,0.016,0.0131,0.0193
closed_field,field,Mathlib.FieldTheory.AxGrothendieck,FieldTheory,0.3526,0.0,0.3526,-1,,8,7,0.5226,0.125,0.0114,0.0336,0.0
closed_field,field,Mathlib.Algebra.Algebra.Field,Algebra,0.3499,0.0,0.3499,-1,,9,8,0.5065,0.125,0.0267,0.005,0.0
closed_field,field,Mathlib.Algebra.Field.Power,Algebra,0.3276,0.0,0.3276,-1,,10,10,0.4796,0.125,0.02,0.007,0.0
algebraics_fundamentals,field,Mathlib.NumberTheory.Modular,NumberTheory,0.3065,0.0,0.3065,-1,,1,5,0.3473,0.0,0.0,0.0112,0.0296
algebraics_fundamentals,field,Mathlib.NumberTheory.NumberField.CMField,NumberTheory,0.3106,0.0,0.3106,-1,,2,3,0.3459,0.0,0.0,0.0223,0.013
algebraics_fundamentals,field,Mathlib.FieldTheory.IsAlgClosed.Basic,FieldTheory,0.2385,0.0596,0.2981,-1,,3,8,0.3374,0.0,0.0,0.0154,0.0239
algebraics_fundamentals,field,Mathlib.Algebra.AlgebraicCard,Algebra,0.3185,0.0,0.3185,-1,,4,2,0.3345,0.0,0.0,0.016,0.0
algebraics_fundamentals,field,Mathlib.NumberTheory.Padics.Complex,NumberTheory,0.3071,0.0,0.3071,-1,,5,4,0.3224,0.0,0.0,0.0153,0.0
