mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,base_score,propagation_bonus,final_score,anchor_round,confidence_tier,rank,original_rank,reranked_score,concept_bonus,synonym_bonus,text_v3_contrib,decl_contrib
gseries,solvable,Mathlib.GroupTheory.Solvable,GroupTheory,0.308,0.0,0.308,-1,,2,3,0.3561,0.0,0.0,0.0118,0.0363
gseries,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.3153,0.0,0.3153,-1,,3,2,0.3429,0.0,0.0,0.0147,0.0129
gseries,solvable,Mathlib.GroupTheory.Index,GroupTheory,0.3061,0.0,0.3061,-1,,4,4,0.328,0.0,0.0,0.011,0.0109
gseries,solvable,Mathlib.GroupTheory.Coset.Defs,GroupTheory,0.2925,0.0,0.2925,-1,,5,10,0.3188,0.0,0.0,0.0095,0.0169
gseries,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3029,0.0,0.3029,-1,,6,5,0.3126,0.0,0.0,0.0097,0.0
gseries,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3024,0.0,0.3024,-1,,7,6,0.3119,0.0,0.0,0.0095,0.0
gseries,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.2984,0.0,0.2984,-1,,8,7,0.3063,0.0,0.0,0.0079,0.0
gseries,solvable,Mathlib.GroupTheory.Coset.Card,GroupTheory,0.2931,0.0,0.2931,-1,,9,9,0.3029,0.0,0.0,0.0098,0.0
gseries,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.2935,0.0,0.2935,-1,,10,8,0.2995,0.0,0.0,0.006,0.0
frobenius,solvable,Mathlib.GroupTheory.Transfer,GroupTheory,0.3145,0.0786,0.3931,1,MEDIUM,1,1,0.4177,0.0,0.0,0.0091,0.0155
frobenius,solvable,Mathlib.GroupTheory.Index,GroupTheory,0.3075,0.0769,0.3843,-1,,2,2,0.4074,0.0,0.0,0.0063,0.0168
frobenius,solvable,Mathlib.GroupTheory.SemidirectProduct,GroupTheory,0.3032,0.0758,0.379,-1,,3,3,0.3928,0.0,0.0,0.0138,0.0
frobenius,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.299,0.0748,0.3738,-1,,4,4,0.3809,0.0,0.0,0.0029,0.0041
frobenius,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.2981,0.0745,0.3727,-1,,5,5,0.3805,0.0,0.0,0.0078,0.0
frobenius,solvable,Mathlib.GroupTheory.PushoutI,GroupTheory,0.2953,0.0738,0.3691,-1,,6,6,0.3758,0.0,0.0,0.0067,0.0
frobenius,solvable,Mathlib.GroupTheory.CosetCover,GroupTheory,0.2807,0.0702,0.3509,-1,,7,8,0.3685,0.0,0.0,0.0048,0.0128
frobenius,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2885,0.0721,0.3607,-1,,8,7,0.3647,0.0,0.0,0.004,0.0
frobenius,solvable,Mathlib.GroupTheory.HNNExtension,GroupTheory,0.2801,0.07,0.3502,-1,,9,9,0.3548,0.0,0.0,0.0046,0.0
frobenius,solvable,Mathlib.GroupTheory.Perm.ViaEmbedding,GroupTheory,0.2689,0.0672,0.3361,-1,,10,10,0.3392,0.0,0.0,0.0031,0.0
cyclic,solvable,Mathlib.GroupTheory.SpecificGroups.Cyclic,GroupTheory,0.4452,0.0,0.4452,0,HIGH,1,1,0.7689,0.25,0.0114,0.0352,0.0271
cyclic,solvable,Mathlib.Algebra.Order.Group.Cyclic,Algebra,0.3317,0.0,0.3317,-1,,2,5,0.6244,0.25,0.02,0.0227,0.0
cyclic,solvable,Mathlib.GroupTheory.Perm.Closure,GroupTheory,0.3352,0.0,0.3352,-1,,3,4,0.3999,0.0,0.0,0.0174,0.0473
cyclic,solvable,Mathlib.GroupTheory.SpecificGroups.ZGroup,GroupTheory,0.3304,0.0,0.3304,-1,,4,9,0.3786,0.0,0.0,0.0247,0.0235
cyclic,solvable,Mathlib.GroupTheory.Exponent,GroupTheory,0.3424,0.0,0.3424,-1,,5,3,0.378,0.0,0.0,0.0129,0.0227
cyclic,solvable,Mathlib.GroupTheory.Archimedean,GroupTheory,0.3521,0.0,0.3521,-1,,6,2,0.369,0.0,0.0,0.0169,0.0
cyclic,solvable,Mathlib.GroupTheory.Schreier,GroupTheory,0.3307,0.0,0.3307,-1,,7,7,0.3524,0.0,0.0,0.0083,0.0135
cyclic,solvable,Mathlib.GroupTheory.Frattini,GroupTheory,0.3312,0.0,0.3312,-1,,8,6,0.3397,0.0,0.0,0.0085,0.0
cyclic,solvable,Mathlib.GroupTheory.Focal,GroupTheory,0.3306,0.0,0.3306,-1,,9,8,0.3388,0.0,0.0,0.0082,0.0
cyclic,solvable,Mathlib.GroupTheory.Commensurable,GroupTheory,0.3294,0.0,0.3294,-1,,10,10,0.3372,0.0,0.0,0.0078,0.0
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Defs,GroupTheory,0.2589,0.0647,0.3236,1,MEDIUM,1,1,0.3909,0.0357,0.008,0.0236,0.0
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Basic,GroupTheory,0.2796,0.0,0.2796,-1,,2,2,0.3551,0.0357,0.008,0.0318,0.0
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Quotient,GroupTheory,0.2494,0.0,0.2494,-1,,3,9,0.3191,0.0357,0.008,0.0198,0.0062
burnside_app,solvable,Mathlib.GroupTheory.FreeGroup.Orbit,GroupTheory,0.2484,0.0,0.2484,-1,,4,10,0.3115,0.0357,0.008,0.0194,0.0
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Hom,GroupTheory,0.2,0.05,0.25,-1,,5,3,0.2937,0.0357,0.008,0.0,0.0
burnside_app,solvable,Mathlib.GroupTheory.GroupAction.Primitive,GroupTheory,0.2,0.05,0.25,-1,,6,7,0.2937,0.0357,0.008,0.0,0.0
burnside_app,solvable,Mathlib.GroupTheory.Subgroup.Simple,GroupTheory,0.2,0.05,0.25,-1,,7,4,0.25,0.0,0.0,0.0,0.0
burnside_app,solvable,Mathlib.GroupTheory.Perm.ViaEmbedding,GroupTheory,0.2,0.05,0.25,-1,,8,5,0.25,0.0,0.0,0.0,0.0
burnside_app,solvable,Mathlib.GroupTheory.Abelianization.Defs,GroupTheory,0.2,0.05,0.25,-1,,9,6,0.25,0.0,0.0,0.0,0.0
burnside_app,solvable,Mathlib.GroupTheory.Nilpotent,GroupTheory,0.2,0.05,0.25,-1,,10,8,0.25,0.0,0.0,0.0,0.0
eqtype,boot,Mathlib.Data.TypeVec,Data,0.2913,0.0,0.2913,2,MEDIUM,1,1,0.3003,0.0,0.0,0.009,0.0
eqtype,boot,Mathlib.Order.TypeTags,Order,0.271,0.0,0.271,-1,,2,2,0.2719,0.0,0.0,0.0009,0.0
eqtype,boot,Mathlib.Data.Int.ModEq,Data,0.2649,0.0,0.2649,-1,,3,3,0.2664,0.0,0.0,0.0015,0.0
eqtype,boot,Mathlib.Logic.Encodable.Basic,Logic,0.2354,0.0,0.2354,-1,,4,7,0.2662,0.0,0.0,0.0142,0.0166
eqtype,boot,Mathlib.Data.Nat.ModEq,Data,0.2646,0.0,0.2646,-1,,5,4,0.266,0.0,0.0,0.0014,0.0
eqtype,boot,Mathlib.Logic.Embedding.Set,Logic,0.2362,0.0,0.2362,-1,,6,6,0.2507,0.0,0.0,0.0145,0.0
eqtype,boot,Mathlib.Order.Filter.AtTopBot.ModEq,Order,0.2482,0.0,0.2482,-1,,7,5,0.2505,0.0,0.0,0.0023,0.0
eqtype,boot,Mathlib.Data.Fintype.Defs,Data,0.2325,0.0,0.2325,-1,,8,8,0.2455,0.0,0.0,0.013,0.0
eqtype,boot,Mathlib.Data.Finset.BooleanAlgebra,Data,0.2316,0.0,0.2316,-1,,9,9,0.2442,0.0,0.0,0.0126,0.0
eqtype,boot,Mathlib.Data.Int.Range,Data,0.231,0.0,0.231,-1,,10,10,0.2434,0.0,0.0,0.0124,0.0
seq,boot,Mathlib.Data.Seq.Defs,Data,0.3752,0.0,0.3752,-1,,1,2,0.5669,0.125,0.016,0.0261,0.0247
seq,boot,Mathlib.Data.Seq.Seq,Data,0.3828,0.0,0.3828,0,HIGH-UNCERTAIN,2,1,0.5459,0.125,0.02,0.0181,0.0
seq,boot,Mathlib.Data.List.Pi,Data,0.3678,0.0,0.3678,-1,,3,3,0.5387,0.0625,0.016,0.0231,0.0693
seq,boot,Mathlib.Data.WSeq.Basic,Data,0.3516,0.0,0.3516,-1,,4,5,0.5334,0.125,0.0133,0.024,0.0196
seq,boot,Mathlib.Data.WSeq.Productive,Data,0.3528,0.0,0.3528,-1,,5,4,0.5156,0.125,0.0133,0.0244,0.0
seq,boot,Mathlib.Data.Seq.Parallel,Data,0.3425,0.0,0.3425,-1,,6,8,0.4965,0.125,0.016,0.013,0.0
seq,boot,Mathlib.Data.List.Lookmap,Data,0.34,0.0,0.34,-1,,7,9,0.4612,0.0625,0.016,0.012,0.0307
seq,boot,Mathlib.Data.List.Palindrome,Data,0.3488,0.0,0.3488,-1,,8,6,0.4428,0.0625,0.016,0.0155,0.0
seq,boot,Mathlib.Data.List.Triplewise,Data,0.3428,0.0,0.3428,-1,,9,7,0.4344,0.0625,0.016,0.0131,0.0
seq,boot,Mathlib.Data.List.Induction,Data,0.3399,0.0,0.3399,-1,,10,10,0.4304,0.0625,0.016,0.012,0.0
bigop,boot,Mathlib.Data.Finset.Sum,Data,0.3729,0.0,0.3729,0,HIGH-UNCERTAIN,1,1,0.4888,0.0714,0.0229,0.0063,0.0153
bigop,boot,Mathlib.Data.Finset.Prod,Data,0.3716,0.0,0.3716,-1,,2,2,0.4375,0.0357,0.01,0.0058,0.0144
bigop,boot,Mathlib.Data.Finset.Finsupp,Data,0.2927,0.0,0.2927,-1,,3,7,0.4065,0.0357,0.01,0.0096,0.0585
bigop,boot,Mathlib.Data.Finset.NoncommProd,Data,0.331,0.0,0.331,-1,,4,4,0.4001,0.0357,0.008,0.0035,0.0219
bigop,boot,Mathlib.Data.Finset.Lattice.Prod,Data,0.346,0.0,0.346,-1,,5,3,0.394,0.0357,0.0089,0.0034,0.0
bigop,boot,Mathlib.Data.Finset.Filter,Data,0.2924,0.0,0.2924,-1,,6,8,0.3765,0.0357,0.01,0.0095,0.0289
bigop,boot,Mathlib.Data.Finset.Density,Data,0.2907,0.0,0.2907,-1,,7,10,0.3657,0.0357,0.01,0.0088,0.0205
bigop,boot,Mathlib.Data.Finset.PiInduction,Data,0.292,0.0,0.292,-1,,8,9,0.3505,0.0357,0.008,0.0148,0.0
bigop,boot,Mathlib.Data.Finset.Range,Data,0.2927,0.0,0.2927,-1,,9,6,0.348,0.0357,0.01,0.0096,0.0
bigop,boot,Mathlib.Data.Prod.TProd,Data,0.2971,0.0,0.2971,-1,,10,5,0.3085,0.0,0.0,0.0114,0.0
generic_quotient,boot,Mathlib.Order.Quotient,Order,0.3209,0.0,0.3209,-1,,1,2,0.4843,0.125,0.0267,0.0117,0.0
generic_quotient,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.3364,0.0,0.3364,1,MEDIUM,2,1,0.4785,0.125,0.0114,0.0057,0.0
generic_quotient,boot,Mathlib.Data.Fintype.Quotient,Data,0.2994,0.0,0.2994,-1,,3,3,0.4527,0.125,0.02,0.0083,0.0
generic_quotient,boot,Mathlib.Data.ZMod.QuotientRing,Data,0.2705,0.0,0.2705,-1,,4,6,0.4131,0.125,0.0114,0.0062,0.0
generic_quotient,boot,Mathlib.Data.TypeVec,Data,0.2775,0.0,0.2775,-1,,5,4,0.281,0.0,0.0,0.0035,0.0
generic_quotient,boot,Mathlib.Order.TypeTags,Order,0.2733,0.0,0.2733,-1,,6,5,0.2751,0.0,0.0,0.0018,0.0
generic_quotient,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2611,0.0,0.2611,-1,,7,7,0.2611,0.0,0.0,0.0,0.0
generic_quotient,boot,Mathlib.Data.Fintype.Order,Data,0.2033,0.0508,0.2542,-1,,8,9,0.2555,0.0,0.0,0.0013,0.0
generic_quotient,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.255,0.0,0.255,-1,,9,8,0.255,0.0,0.0,0.0,0.0
generic_quotient,boot,Mathlib.Data.Fintype.Inv,Data,0.2024,0.0506,0.2529,-1,,10,10,0.2538,0.0,0.0,0.0009,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.Take,Data,0.3527,0.0,0.3527,0,HIGH-UNCERTAIN,1,1,0.6523,0.25,0.02,0.0296,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.Basic,Data,0.3371,0.0,0.3371,-1,,2,2,0.641,0.25,0.02,0.0234,0.0105
tuple,boot,Mathlib.Data.Fin.Tuple.Finset,Data,0.3274,0.0,0.3274,-1,,3,3,0.6312,0.25,0.02,0.0195,0.0142
tuple,boot,Mathlib.Data.Fin.Tuple.Sort,Data,0.321,0.0,0.321,-1,,4,6,0.6272,0.25,0.02,0.017,0.0192
tuple,boot,Mathlib.Order.Fin.Tuple,Order,0.327,0.0,0.327,-1,,5,4,0.6178,0.25,0.0267,0.0141,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.327,0.0,0.327,-1,,6,5,0.6164,0.25,0.02,0.0194,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.NatAntidiagonal,Data,0.3155,0.0,0.3155,-1,,7,7,0.6006,0.25,0.0133,0.0218,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.Embedding,Data,0.3074,0.0,0.3074,-1,,8,8,0.5889,0.25,0.02,0.0115,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.Curry,Data,0.3056,0.0,0.3056,-1,,9,9,0.5864,0.25,0.02,0.0108,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.BubbleSortInduction,Data,0.294,0.0,0.294,-1,,10,10,0.571,0.25,0.0114,0.0156,0.0
ssrnotations,boot,Mathlib.Order.Notation,Order,0.3919,0.0,0.3919,0,HIGH-UNCERTAIN,1,1,0.3953,0.0,0.0,0.0034,0.0
ssrnotations,boot,Mathlib.Data.Int.Notation,Data,0.3531,0.0,0.3531,-1,,2,2,0.3593,0.0,0.0,0.0062,0.0
ssrnotations,boot,Mathlib.Data.Nat.Notation,Data,0.351,0.0,0.351,-1,,3,3,0.3564,0.0,0.0,0.0054,0.0
ssrnotations,boot,Mathlib.Data.Set.Notation,Data,0.3455,0.0,0.3455,-1,,4,4,0.3487,0.0,0.0,0.0032,0.0
ssrnotations,boot,Mathlib.Data.Finsupp.Notation,Data,0.3375,0.0,0.3375,-1,,5,5,0.3375,0.0,0.0,0.0,0.0
ssrnotations,boot,Mathlib.Data.PNat.Notation,Data,0.3238,0.0,0.3238,-1,,6,6,0.3293,0.0,0.0,0.0055,0.0
ssrnotations,boot,Mathlib.Order.SetNotation,Order,0.3109,0.0,0.3109,-1,,7,7,0.3113,0.0,0.0,0.0004,0.0
ssrnotations,boot,Mathlib.Data.DFinsupp.Notation,Data,0.31,0.0,0.31,-1,,8,8,0.31,0.0,0.0,0.0,0.0
ssrnotations,boot,Mathlib.Data.Fin.VecNotation,Data,0.2917,0.0,0.2917,-1,,9,9,0.2917,0.0,0.0,0.0,0.0
ssrnotations,boot,Mathlib.Data.Int.AbsoluteValue,Data,0.2544,0.0,0.2544,-1,,10,10,0.2761,0.0,0.0,0.0217,0.0
choice,boot,Mathlib.Order.ZornAtoms,Order,0.2471,0.0,0.2471,-1,,1,3,0.3274,0.05,0.0114,0.0188,0.0
choice,boot,Mathlib.Data.TypeVec,Data,0.3215,0.0,0.3215,1,MEDIUM,2,1,0.3261,0.0,0.0,0.0046,0.0
choice,boot,Mathlib.Order.Zorn,Order,0.2416,0.0,0.2416,-1,,3,5,0.3242,0.05,0.016,0.0166,0.0
choice,boot,Mathlib.Order.TypeTags,Order,0.31,0.0,0.31,-1,,4,2,0.31,0.0,0.0,0.0,0.0
choice,boot,Mathlib.Logic.Nonempty,Logic,0.2455,0.0,0.2455,-1,,5,4,0.2637,0.0,0.0,0.0182,0.0
choice,boot,Mathlib.Data.Countable.Small,Data,0.2307,0.0,0.2307,-1,,6,6,0.243,0.0,0.0,0.0123,0.0
choice,boot,Mathlib.Data.Erased,Data,0.2251,0.0,0.2251,-1,,7,7,0.2352,0.0,0.0,0.0101,0.0
choice,boot,Mathlib.Data.Countable.Defs,Data,0.2212,0.0,0.2212,-1,,8,8,0.2297,0.0,0.0,0.0085,0.0
choice,boot,Mathlib.Data.Set.Enumerate,Data,0.2204,0.0,0.2204,-1,,9,9,0.2286,0.0,0.0,0.0082,0.0
choice,boot,Mathlib.Data.Fintype.Quotient,Data,0.2201,0.0,0.2201,-1,,10,10,0.2281,0.0,0.0,0.008,0.0
ssreflect,boot,Mathlib.Data.Matrix.Reflection,Data,0.3142,0.0,0.3142,2,MEDIUM,1,1,0.3159,0.0,0.0,0.0017,0.0
ssreflect,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.2969,0.0,0.2969,-1,,2,2,0.299,0.0,0.0,0.0021,0.0
ssreflect,boot,Mathlib.Data.QPF.Univariate.Basic,Data,0.2444,0.0,0.2444,-1,,3,3,0.2622,0.0,0.0,0.0178,0.0
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Constructions.Cofix,Data,0.2332,0.0,0.2332,-1,,4,4,0.2465,0.0,0.0,0.0133,0.0
ssreflect,boot,Mathlib.Data.PFunctor.Univariate.M,Data,0.2248,0.0,0.2248,-1,,5,5,0.2347,0.0,0.0,0.0099,0.0
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Constructions.Fix,Data,0.2215,0.0,0.2215,-1,,6,6,0.2301,0.0,0.0,0.0086,0.0
ssreflect,boot,Mathlib.Data.Ordmap.Ordset,Data,0.2189,0.0,0.2189,-1,,7,7,0.2265,0.0,0.0,0.0076,0.0
ssreflect,boot,Mathlib.Data.List.InsertIdx,Data,0.2162,0.0,0.2162,-1,,8,8,0.2227,0.0,0.0,0.0065,0.0
ssreflect,boot,Mathlib.Logic.Basic,Logic,0.2147,0.0,0.2147,-1,,9,9,0.2206,0.0,0.0,0.0059,0.0
ssreflect,boot,Mathlib.Order.Zorn,Order,0.2139,0.0,0.2139,-1,,10,10,0.2194,0.0,0.0,0.0055,0.0
fintype,boot,Mathlib.Data.Fintype.Pigeonhole,Data,0.3491,0.0,0.3491,-1,,1,4,0.5781,0.1,0.0133,0.0156,0.1
fintype,boot,Mathlib.Data.Fintype.Card,Data,0.3678,0.0,0.3678,0,HIGH-UNCERTAIN,2,1,0.5283,0.1,0.0133,0.0231,0.024
fintype,boot,Mathlib.Data.Fintype.Quotient,Data,0.3469,0.0,0.3469,-1,,3,5,0.5235,0.1,0.0133,0.0148,0.0485
fintype,boot,Mathlib.Data.Fintype.Option,Data,0.3444,0.0,0.3444,-1,,4,8,0.514,0.1,0.0133,0.0137,0.0425
fintype,boot,Mathlib.Data.Fintype.Sets,Data,0.3502,0.0,0.3502,-1,,5,2,0.4973,0.1,0.0133,0.0161,0.0177
fintype,boot,Mathlib.Data.Fintype.Defs,Data,0.3438,0.0,0.3438,-1,,6,10,0.4928,0.1,0.0133,0.0135,0.0222
fintype,boot,Mathlib.Data.Fintype.Vector,Data,0.3446,0.0,0.3446,-1,,7,7,0.4718,0.1,0.0133,0.0138,0.0
fintype,boot,Mathlib.Data.Fintype.Shrink,Data,0.3442,0.0,0.3442,-1,,8,9,0.4712,0.1,0.0133,0.0137,0.0
fintype,boot,Mathlib.Data.Finite.Card,Data,0.3465,0.0,0.3465,-1,,9,6,0.445,0.05,0.0133,0.0146,0.0205
fintype,boot,Mathlib.Data.Finite.Defs,Data,0.3499,0.0,0.3499,-1,,10,3,0.4292,0.05,0.0133,0.016,0.0
fingraph,boot,Mathlib.Order.Preorder.Finite,Order,0.3215,0.0,0.3215,1,MEDIUM,1,1,0.3894,0.05,0.0133,0.0046,0.0
fingraph,boot,Mathlib.Data.Finite.Vector,Data,0.3214,0.0,0.3214,-1,,2,2,0.3893,0.05,0.0133,0.0046,0.0
fingraph,boot,Mathlib.Data.Finite.Defs,Data,0.321,0.0,0.321,-1,,3,3,0.3887,0.05,0.0133,0.0044,0.0
fingraph,boot,Mathlib.Order.Atoms.Finite,Order,0.3199,0.0,0.3199,-1,,4,4,0.3872,0.05,0.0133,0.004,0.0
fingraph,boot,Mathlib.Data.Finite.Prod,Data,0.3185,0.0,0.3185,-1,,5,5,0.3852,0.05,0.0133,0.0034,0.0
fingraph,boot,Mathlib.Data.Finite.Set,Data,0.3182,0.0,0.3182,-1,,6,6,0.3848,0.05,0.0133,0.0033,0.0
fingraph,boot,Mathlib.Order.Filter.Finite,Order,0.3179,0.0,0.3179,-1,,7,7,0.3844,0.05,0.0133,0.0032,0.0
fingraph,boot,Mathlib.Data.Finite.Perm,Data,0.317,0.0,0.317,-1,,8,8,0.3831,0.05,0.0133,0.0028,0.0
fingraph,boot,Mathlib.Data.Finite.Sum,Data,0.3153,0.0,0.3153,-1,,9,9,0.3807,0.05,0.0133,0.0021,0.0
fingraph,boot,Mathlib.Data.Finite.Sigma,Data,0.315,0.0,0.315,-1,,10,10,0.3803,0.05,0.0133,0.002,0.0
prime,boot,Mathlib.Data.List.Prime,Data,0.4119,0.0,0.4119,0,HIGH,1,1,0.7695,0.25,0.0267,0.0298,0.0512
prime,boot,Mathlib.Data.Nat.Prime.Basic,Data,0.3909,0.0,0.3909,-1,,2,2,0.7603,0.25,0.02,0.0324,0.067
prime,boot,Mathlib.Data.Nat.Prime.Factorial,Data,0.3722,0.0,0.3722,-1,,3,5,0.7271,0.25,0.02,0.0249,0.06
prime,boot,Mathlib.Data.Nat.PrimeFin,Data,0.3732,0.0,0.3732,-1,,4,4,0.7089,0.25,0.016,0.0326,0.0371
prime,boot,Mathlib.Data.Nat.Prime.Defs,Data,0.3799,0.0,0.3799,-1,,5,3,0.693,0.25,0.02,0.0279,0.0151
prime,boot,Mathlib.Data.PNat.Prime,Data,0.3598,0.0,0.3598,-1,,6,9,0.6925,0.25,0.02,0.0199,0.0427
prime,boot,Mathlib.Data.Nat.Prime.Int,Data,0.3698,0.0,0.3698,-1,,7,6,0.6637,0.25,0.02,0.0239,0.0
prime,boot,Mathlib.Order.PrimeIdeal,Order,0.3671,0.0,0.3671,-1,,8,7,0.6599,0.25,0.02,0.0228,0.0
prime,boot,Mathlib.Data.Nat.Prime.Pow,Data,0.3593,0.0,0.3593,-1,,9,10,0.649,0.25,0.02,0.0197,0.0
prime,boot,Mathlib.Data.Num.Prime,Data,0.3608,0.0,0.3608,-1,,10,8,0.6468,0.25,0.0267,0.0093,0.0
monoid,boot,Mathlib.Data.Multiset.OrderedMonoid,Data,0.308,0.0,0.308,2,MEDIUM,1,1,0.5805,0.25,0.016,0.0065,0.0
monoid,boot,Mathlib.Order.Filter.Germ.OrderedMonoid,Order,0.2947,0.0,0.2947,-1,,2,3,0.5645,0.25,0.0133,0.0064,0.0
monoid,boot,Mathlib.Order.Filter.AtTopBot.Monoid,Order,0.2779,0.0,0.2779,-1,,3,6,0.543,0.25,0.0114,0.0036,0.0
monoid,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2955,0.0,0.2955,-1,,4,2,0.297,0.0,0.0,0.0015,0.0
monoid,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.2812,0.0,0.2812,-1,,5,4,0.2823,0.0,0.0,0.0011,0.0
monoid,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.2808,0.0,0.2808,-1,,6,5,0.2817,0.0,0.0,0.0009,0.0
monoid,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2712,0.0,0.2712,-1,,7,7,0.2722,0.0,0.0,0.001,0.0
monoid,boot,Mathlib.Data.Rat.Defs,Data,0.2242,0.0,0.2242,-1,,8,8,0.2638,0.0,0.0,0.0097,0.0299
monoid,boot,Mathlib.Data.Matrix.Diagonal,Data,0.2104,0.0,0.2104,-1,,9,10,0.2295,0.0,0.0,0.0041,0.015
monoid,boot,Mathlib.Data.Nat.Cast.Defs,Data,0.2116,0.0,0.2116,-1,,10,9,0.2162,0.0,0.0,0.0046,0.0
nmodule,boot,Mathlib.Data.DFinsupp.Module,Data,0.2795,0.0,0.2795,3,MEDIUM-LOW,1,1,0.2799,0.0,0.0,0.0004,0.0
nmodule,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2732,0.0,0.2732,-1,,2,2,0.275,0.0,0.0,0.0018,0.0
nmodule,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.2642,0.0,0.2642,-1,,3,3,0.2654,0.0,0.0,0.0012,0.0
nmodule,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.2637,0.0,0.2637,-1,,4,4,0.2647,0.0,0.0,0.001,0.0
nmodule,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2579,0.0,0.2579,-1,,5,5,0.2591,0.0,0.0,0.0012,0.0
nmodule,boot,Mathlib.Data.Int.Cast.Defs,Data,0.2166,0.0,0.2166,-1,,6,6,0.2232,0.0,0.0,0.0066,0.0
nmodule,boot,Mathlib.Data.Int.Cast.Basic,Data,0.2105,0.0,0.2105,-1,,7,7,0.2147,0.0,0.0,0.0042,0.0
nmodule,boot,Mathlib.Order.DirectedInverseSystem,Order,0.2104,0.0,0.2104,-1,,8,8,0.2146,0.0,0.0,0.0042,0.0
nmodule,boot,Mathlib.Data.SetLike.Fintype,Data,0.2102,0.0,0.2102,-1,,9,9,0.2143,0.0,0.0,0.0041,0.0
nmodule,boot,Mathlib.Logic.Equiv.Pairwise,Logic,0.2098,0.0,0.2098,-1,,10,10,0.2137,0.0,0.0,0.0039,0.0
ssrAC,boot,Mathlib.Data.Fintype.Inv,Data,0.2,0.05,0.25,4,MEDIUM-LOW,1,1,0.25,0.0,0.0,0.0,0.0
ssrAC,boot,Mathlib.Order.MinMax,Order,0.2294,0.0,0.2294,-1,,2,2,0.2412,0.0,0.0,0.0118,0.0
ssrAC,boot,Mathlib.Data.Finset.Fold,Data,0.2261,0.0,0.2261,-1,,3,3,0.2365,0.0,0.0,0.0104,0.0
ssrAC,boot,Mathlib.Order.SymmDiff,Order,0.2246,0.0,0.2246,-1,,4,4,0.2344,0.0,0.0,0.0098,0.0
ssrAC,boot,Mathlib.Data.Multiset.Fold,Data,0.2219,0.0,0.2219,-1,,5,5,0.2307,0.0,0.0,0.0088,0.0
ssrAC,boot,Mathlib.Data.Multiset.DershowitzManna,Data,0.22,0.0,0.22,-1,,6,6,0.228,0.0,0.0,0.008,0.0
ssrAC,boot,Mathlib.Order.Lattice,Order,0.2151,0.0,0.2151,-1,,7,7,0.2212,0.0,0.0,0.0061,0.0
ssrAC,boot,Mathlib.Logic.OpClass,Logic,0.2149,0.0,0.2149,-1,,8,8,0.2209,0.0,0.0,0.006,0.0
ssrAC,boot,Mathlib.Data.List.InsertNth,Data,0.2144,0.0,0.2144,-1,,9,9,0.2202,0.0,0.0,0.0058,0.0
ssrAC,boot,Mathlib.Data.Finite.Defs,Data,0.2133,0.0,0.2133,-1,,10,10,0.2186,0.0,0.0,0.0053,0.0
finfun,boot,Mathlib.Data.Finite.Prod,Data,0.3208,0.0,0.3208,1,MEDIUM,1,1,0.3958,0.05,0.0133,0.0116,0.0
finfun,boot,Mathlib.Data.Set.Finite.Monad,Data,0.3137,0.0,0.3137,-1,,2,3,0.3892,0.05,0.0114,0.014,0.0
finfun,boot,Mathlib.Data.Finite.Card,Data,0.3158,0.0,0.3158,-1,,3,2,0.3888,0.05,0.0133,0.0097,0.0
finfun,boot,Mathlib.Data.Finite.Defs,Data,0.31,0.0,0.31,-1,,4,5,0.3807,0.05,0.0133,0.0073,0.0
