mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,name_score,text_score,category_score,graph_score,combined_score,rank
seq,boot,Mathlib.Data.WSeq.Relation,Data,0.1667,0.1267,1.0,0.0,0.2007,9
seq,boot,Mathlib.Data.List.AList,Data,0.2,0.0955,1.0,0.0,0.1982,10
bigop,boot,Mathlib.Data.Finset.Range,Data,0.125,0.2062,1.0,0.0,0.22,1
bigop,boot,Mathlib.Data.Nat.BitIndices,Data,0.0,0.2603,1.0,0.0,0.2041,2
bigop,boot,Mathlib.Data.Finset.Sum,Data,0.2857,0.0,1.0,0.0,0.1857,3
bigop,boot,Mathlib.Data.Finset.Prod,Data,0.2857,0.0,1.0,0.0,0.1857,4
bigop,boot,Mathlib.Data.List.Range,Data,0.0,0.2063,1.0,0.0,0.1825,5
bigop,boot,Mathlib.Data.Int.Range,Data,0.0,0.2001,1.0,0.0,0.1801,6
bigop,boot,Mathlib.Data.Multiset.Range,Data,0.0,0.195,1.0,0.0,0.178,7
bigop,boot,Mathlib.Data.Finset.Lattice.Prod,Data,0.25,0.0,1.0,0.0,0.175,8
bigop,boot,Mathlib.Data.List.FinRange,Data,0.0,0.1871,1.0,0.0,0.1748,9
bigop,boot,Mathlib.Data.Set.Finite.Range,Data,0.0,0.1837,1.0,0.0,0.1735,10
generic_quotient,boot,Mathlib.Order.Quotient,Order,0.1667,0.2825,1.0,0.0,0.263,1
generic_quotient,boot,Mathlib.Data.Fintype.Quotient,Data,0.1429,0.1892,1.0,0.0,0.2186,2
generic_quotient,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.2222,0.1297,1.0,0.0,0.2185,3
generic_quotient,boot,Mathlib.Tactic.ProxyType,Tactic,0.125,0.1671,1.0,0.0,0.2043,4
generic_quotient,boot,Mathlib.Data.TypeVec,Data,0.125,0.1273,1.0,0.0,0.1884,5
generic_quotient,boot,Mathlib.Tactic.TypeStar,Tactic,0.125,0.1068,1.0,0.0323,0.1867,6
generic_quotient,boot,Mathlib.Data.ZMod.QuotientRing,Data,0.1,0.1305,1.0,0.0,0.1822,7
generic_quotient,boot,Mathlib.Order.TypeTags,Order,0.125,0.1105,1.0,0.0,0.1817,8
generic_quotient,boot,Mathlib.Tactic.TypeCheck,Tactic,0.125,0.0958,1.0,0.0,0.1758,9
generic_quotient,boot,Mathlib.Tactic.Linter.UnusedInstancesInType,Tactic,0.0909,0.0781,1.0,0.0,0.1585,10
tuple,boot,Mathlib.Order.Fin.Tuple,Order,0.1667,0.2626,1.0,0.0,0.2551,1
tuple,boot,Mathlib.Data.Fin.Tuple.Basic,Data,0.1429,0.2631,1.0,0.0,0.2481,2
tuple,boot,Mathlib.Data.Fin.Tuple.Finset,Data,0.1429,0.259,1.0,0.0,0.2465,3
tuple,boot,Mathlib.Data.Fin.Tuple.Take,Data,0.1429,0.2555,1.0,0.0,0.2451,4
tuple,boot,Mathlib.Data.Fin.Tuple.Embedding,Data,0.1429,0.2467,1.0,0.0,0.2415,5
tuple,boot,Mathlib.Data.Fin.Tuple.Curry,Data,0.1429,0.2434,1.0,0.0,0.2402,6
tuple,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.1429,0.2434,1.0,0.0,0.2402,7
tuple,boot,Mathlib.Data.Fin.Tuple.Sort,Data,0.1429,0.2385,1.0,0.0,0.2383,8
tuple,boot,Mathlib.Data.Fin.Tuple.NatAntidiagonal,Data,0.1111,0.2136,1.0,0.0,0.2188,9
tuple,boot,Mathlib.Data.Fin.Tuple.BubbleSortInduction,Data,0.1,0.2182,1.0,0.0,0.2173,10
ssrnotations,boot,Mathlib.Order.Notation,Order,0.3333,0.0757,1.0,0.0,0.2303,1
ssrnotations,boot,Mathlib.Data.Nat.Notation,Data,0.25,0.0974,1.0,0.0,0.214,2
ssrnotations,boot,Mathlib.Data.Int.Notation,Data,0.25,0.0722,1.0,0.0,0.2039,3
ssrnotations,boot,Mathlib.Tactic.FunProp.Mor,Tactic,0.0,0.0,1.0,0.5,0.2,4
ssrnotations,boot,Mathlib.Tactic.FunProp.ToBatteries,Tactic,0.0,0.0,1.0,0.5,0.2,5
ssrnotations,boot,Mathlib.Data.PNat.Notation,Data,0.2,0.0974,1.0,0.0,0.199,6
ssrnotations,boot,Mathlib.Data.Set.Notation,Data,0.25,0.0431,1.0,0.0,0.1922,7
ssrnotations,boot,Mathlib.Data.Finsupp.Notation,Data,0.25,0.0412,1.0,0.0,0.1915,8
ssrnotations,boot,Mathlib.Order.SetNotation,Order,0.2,0.0414,1.0,0.0,0.1766,9
ssrnotations,boot,Mathlib.Data.DFinsupp.Notation,Data,0.2,0.0412,1.0,0.0,0.1765,10
choice,boot,Mathlib.Order.Types.Defs,Order,0.0,0.1589,1.0,0.0,0.1636,1
choice,boot,Mathlib.Data.Subtype,Data,0.0,0.1553,1.0,0.0,0.1621,2
choice,boot,Mathlib.Order.Types.Arithmetic,Order,0.0,0.1536,1.0,0.0,0.1614,3
choice,boot,Mathlib.Data.TypeVec,Data,0.2,0.0,1.0,0.0,0.16,4
choice,boot,Mathlib.Tactic.ProxyType,Tactic,0.2,0.0,1.0,0.0,0.16,5
choice,boot,Mathlib.Tactic.TypeCheck,Tactic,0.2,0.0,1.0,0.0,0.16,6
choice,boot,Mathlib.Tactic.TypeStar,Tactic,0.2,0.0,1.0,0.0,0.16,7
choice,boot,Mathlib.Order.TypeTags,Order,0.2,0.0,1.0,0.0,0.16,8
choice,boot,Mathlib.Logic.Function.FromTypes,Logic,0.0,0.1474,1.0,0.0,0.1589,9
choice,boot,Mathlib.Logic.OpClass,Logic,0.0,0.1424,1.0,0.0,0.1569,10
ssreflect,boot,Mathlib.Tactic.FunProp.Mor,Tactic,0.1429,0.0,1.0,0.5,0.2429,1
ssreflect,boot,Mathlib.Tactic.Linter.HaveLetLinter,Tactic,0.1429,0.2409,1.0,0.0,0.2392,2
ssreflect,boot,Mathlib.Tactic.FunProp.ToBatteries,Tactic,0.1111,0.0,1.0,0.5,0.2333,3
ssreflect,boot,Mathlib.Tactic.FunProp.Types,Tactic,0.1429,0.0,1.0,0.3333,0.2095,4
ssreflect,boot,Mathlib.Tactic.ExtractGoal,Tactic,0.1667,0.1366,1.0,0.0,0.2046,5
ssreflect,boot,Mathlib.Tactic,Tactic,0.3333,0.0,1.0,0.0,0.2,6
ssreflect,boot,Mathlib.Tactic.Variable,Tactic,0.25,0.0524,1.0,0.0,0.196,7
ssreflect,boot,Mathlib.Tactic.DeclarationNames,Tactic,0.1667,0.1136,1.0,0.0,0.1954,8
ssreflect,boot,Mathlib.Tactic.ProxyType,Tactic,0.1667,0.0944,1.0,0.0,0.1878,9
ssreflect,boot,Mathlib.Tactic.GuardGoalNums,Tactic,0.1429,0.1016,1.0,0.0,0.1835,10
fintype,boot,Mathlib.Order.Filter.Finite,Order,0.2,0.1434,1.0,0.0,0.2173,1
fintype,boot,Mathlib.Data.Finite.Defs,Data,0.2,0.139,1.0,0.0,0.2156,2
fintype,boot,Mathlib.Data.Finite.Vector,Data,0.2,0.1384,1.0,0.0,0.2154,3
fintype,boot,Mathlib.Data.Finite.Perm,Data,0.2,0.134,1.0,0.0,0.2136,4
fintype,boot,Mathlib.Data.Finite.Sum,Data,0.2,0.132,1.0,0.0,0.2128,5
fintype,boot,Mathlib.Data.Finite.Sigma,Data,0.2,0.1266,1.0,0.0,0.2106,6
fintype,boot,Mathlib.Data.Fintype.Basic,Data,0.2,0.1205,1.0,0.0,0.2082,7
fintype,boot,Mathlib.Order.Preorder.Finite,Order,0.2,0.1198,1.0,0.0,0.2079,8
fintype,boot,Mathlib.Data.Fintype.Order,Data,0.2,0.1184,1.0,0.0,0.2074,9
fintype,boot,Mathlib.Data.Fintype.Defs,Data,0.2,0.1156,1.0,0.0,0.2062,10
fingraph,boot,Mathlib.Order.Closure,Order,0.0,0.2408,1.0,0.0,0.1963,1
fingraph,boot,Mathlib.Order.Filter.Finite,Order,0.2,0.0543,1.0,0.0,0.1817,2
fingraph,boot,Mathlib.Order.Preorder.Finite,Order,0.2,0.0454,1.0,0.0,0.1782,3
fingraph,boot,Mathlib.Order.Atoms.Finite,Order,0.2,0.0429,1.0,0.0,0.1772,4
fingraph,boot,Mathlib.Tactic.Order.Graph.Tarjan,Tactic,0.1667,0.0487,1.0,0.0,0.1695,5
fingraph,boot,Mathlib.Data.Finite.Set,Data,0.2,0.0192,1.0,0.0,0.1677,6
fingraph,boot,Mathlib.Tactic.Order.Graph.Basic,Tactic,0.1667,0.0407,1.0,0.0,0.1663,7
fingraph,boot,Mathlib.Order.Filter.Bases.Finite,Order,0.1667,0.0383,1.0,0.0,0.1653,8
fingraph,boot,Mathlib.Data.Finite.Defs,Data,0.2,0.0126,1.0,0.0,0.165,9
fingraph,boot,Mathlib.Data.Finite.Vector,Data,0.2,0.0125,1.0,0.0,0.165,10
prime,boot,Mathlib.Data.List.Prime,Data,0.25,0.3634,1.0,0.0,0.3204,1
prime,boot,Mathlib.Data.PNat.Prime,Data,0.2,0.3282,1.0,0.0,0.2913,2
prime,boot,Mathlib.Data.Nat.Prime.Int,Data,0.2,0.3157,1.0,0.0,0.2863,3
prime,boot,Mathlib.Data.Nat.Prime.Infinite,Data,0.2,0.308,1.0,0.0,0.2832,4
prime,boot,Mathlib.Data.Nat.Prime.Nth,Data,0.2,0.3014,1.0,0.0,0.2806,5
prime,boot,Mathlib.Order.PrimeSeparator,Order,0.2,0.2878,1.0,0.0,0.2751,6
prime,boot,Mathlib.Data.Nat.Prime.Factorial,Data,0.2,0.287,1.0,0.0,0.2748,7
prime,boot,Mathlib.Data.Nat.GCD.Prime,Data,0.2,0.2814,1.0,0.0,0.2725,8
prime,boot,Mathlib.Data.Nat.Prime.Basic,Data,0.2,0.2802,1.0,0.0,0.2721,9
prime,boot,Mathlib.Data.Nat.PrimeFin,Data,0.1667,0.3024,1.0,0.0,0.2709,10
monoid,boot,Mathlib.Tactic.Group,Tactic,0.3333,0.0699,1.0,0.0,0.228,1
monoid,boot,Mathlib.Data.Multiset.OrderedMonoid,Data,0.1667,0.0739,1.0,0.0,0.1796,2
monoid,boot,Mathlib.Order.Filter.Germ.OrderedMonoid,Order,0.1429,0.0589,1.0,0.0,0.1664,3
monoid,boot,Mathlib.Order.Filter.AtTopBot.Monoid,Order,0.125,0.0686,1.0,0.0,0.1649,4
monoid,boot,Mathlib.Order.CompleteLattice.Group,Order,0.1667,0.0297,1.0,0.0,0.1619,5
monoid,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.1429,0.0298,1.0,0.0,0.1548,6
monoid,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.1429,0.0251,1.0,0.0,0.1529,7
monoid,boot,Mathlib.RingTheory.Coalgebra.GroupLike,RingTheory,0.125,0.285,0.0,0.0,0.1515,8
monoid,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.125,0.0302,1.0,0.0,0.1496,9
monoid,boot,Mathlib.RingTheory.Bialgebra.GroupLike,RingTheory,0.125,0.28,0.0,0.0,0.1495,10
nmodule,boot,Mathlib.Tactic.ToAdditive,Tactic,0.1429,0.1733,1.0,0.0,0.2122,1
nmodule,boot,Mathlib.Tactic.Group,Tactic,0.2,0.0657,1.0,0.0,0.1863,2
nmodule,boot,Mathlib.Tactic.Translate.ToAdditive,Tactic,0.125,0.1096,1.0,0.0,0.1813,3
nmodule,boot,Mathlib.Tactic.Module,Tactic,0.2,0.0,1.0,0.0,0.16,4
nmodule,boot,Mathlib.Order.CompleteLattice.Group,Order,0.125,0.0279,1.0,0.0,0.1487,5
nmodule,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.1111,0.028,1.0,0.0,0.1445,6
nmodule,boot,Mathlib.Data.DFinsupp.Module,Data,0.1429,0.0,1.0,0.0,0.1429,7
nmodule,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.1111,0.0235,1.0,0.0,0.1428,8
nmodule,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.1,0.0284,1.0,0.0,0.1413,9
nmodule,boot,Mathlib.Tactic.SetLike,Tactic,0.0,0.0994,1.0,0.0,0.1398,10
ssrAC,boot,Mathlib.Tactic.StacksAttribute,Tactic,0.0,0.2737,1.0,0.0,0.2095,1
ssrAC,boot,Mathlib.Tactic.Use,Tactic,0.0,0.2241,1.0,0.0,0.1897,2
ssrAC,boot,Mathlib.Tactic.Bound.Attribute,Tactic,0.0,0.1867,1.0,0.0,0.1747,3
ssrAC,boot,Mathlib.Tactic.Linter.GlobalAttributeIn,Tactic,0.0,0.1768,1.0,0.0,0.1707,4
ssrAC,boot,Mathlib.FieldTheory.ChevalleyWarning,FieldTheory,0.0,0.3892,0.0,0.0,0.1557,5
ssrAC,boot,Mathlib.Data.Fin.Tuple.Finset,Data,0.0,0.0,1.0,0.1429,0.1286,6
ssrAC,boot,Mathlib.Order.Filter.AtTopBot.Prod,Order,0.0,0.0,1.0,0.125,0.125,7
ssrAC,boot,Mathlib.Data.List.OffDiag,Data,0.0,0.0,1.0,0.1111,0.1222,8
ssrAC,boot,Mathlib.Data.ZMod.QuotientRing,Data,0.0,0.0,1.0,0.1,0.12,9
ssrAC,boot,Mathlib.Data.Finset.Lattice.Prod,Data,0.0,0.0,1.0,0.0909,0.1182,10
finfun,boot,Mathlib.Tactic.FunProp.FunctionData,Tactic,0.2222,0.01,1.0,0.0,0.1706,1
finfun,boot,Mathlib.Data.FunLike.Fintype,Data,0.125,0.0728,1.0,0.0,0.1666,2
finfun,boot,Mathlib.Data.Fintype.Prod,Data,0.0,0.114,1.0,0.0769,0.161,3
finfun,boot,Mathlib.Data.Fin.Tuple.Finset,Data,0.0,0.0247,1.0,0.25,0.1599,4
finfun,boot,Mathlib.Data.Set.Function,Data,0.1667,0.0168,1.0,0.0,0.1567,5
finfun,boot,Mathlib.Order.Filter.Finite,Order,0.1667,0.0148,1.0,0.0,0.1559,6
finfun,boot,Mathlib.Data.Finite.Defs,Data,0.1667,0.0143,1.0,0.0,0.1557,7
finfun,boot,Mathlib.Data.Finite.Vector,Data,0.1667,0.0143,1.0,0.0,0.1557,8
finfun,boot,Mathlib.Data.Finite.Perm,Data,0.1667,0.0138,1.0,0.0,0.1555,9
finfun,boot,Mathlib.Data.Finite.Sum,Data,0.1667,0.0136,1.0,0.0,0.1555,10
ssrbool,boot,Mathlib.Topology.Separation.NotNormal,Topology,0.0,0.4455,0.0,0.0,0.1782,1
ssrbool,boot,Mathlib.Tactic.FunProp.ToBatteries,Tactic,0.0,0.0,1.0,0.3333,0.1667,2
ssrbool,boot,Mathlib.Tactic.FunProp.Mor,Tactic,0.0,0.0,1.0,0.3333,0.1667,3
ssrbool,boot,Mathlib.Tactic.FunProp.Types,Tactic,0.0,0.0,1.0,0.25,0.15,4
ssrbool,boot,Mathlib.Data.Bool.Basic,Data,0.1667,0.0,1.0,0.0,0.15,5
ssrbool,boot,Mathlib.Data.Bool.Count,Data,0.1667,0.0,1.0,0.0,0.15,6
ssrbool,boot,Mathlib.Data.Bool.Set,Data,0.1667,0.0,1.0,0.0,0.15,7
ssrbool,boot,Mathlib.Logic.Equiv.Bool,Logic,0.1667,0.0,1.0,0.0,0.15,8
ssrbool,boot,Mathlib.Order.BooleanSubalgebra,Order,0.1429,0.0,1.0,0.0,0.1429,9
ssrbool,boot,Mathlib.Order.BooleanGenerators,Order,0.1429,0.0,1.0,0.0,0.1429,10
ssrfun,boot,Mathlib.Tactic.Linter.EmptyLine,Tactic,0.0,0.288,1.0,0.0,0.2152,1
ssrfun,boot,Mathlib.Order.Fin.SuccAboveOrderIso,Order,0.0,0.2014,1.0,0.0,0.1806,2
ssrfun,boot,Mathlib.Tactic.FunProp.FunctionData,Tactic,0.25,0.0,1.0,0.0,0.175,3
ssrfun,boot,Mathlib.Logic.Function.Basic,Logic,0.2,0.0,1.0,0.0,0.16,4
ssrfun,boot,Mathlib.Logic.Function.Iterate,Logic,0.2,0.0,1.0,0.0,0.16,5
ssrfun,boot,Mathlib.Logic.Function.Defs,Logic,0.2,0.0,1.0,0.0,0.16,6
ssrfun,boot,Mathlib.Logic.Function.Coequalizer,Logic,0.2,0.0,1.0,0.0,0.16,7
ssrfun,boot,Mathlib.Logic.Function.Conjugate,Logic,0.2,0.0,1.0,0.0,0.16,8
ssrfun,boot,Mathlib.Data.Set.Function,Data,0.2,0.0,1.0,0.0,0.16,9
ssrfun,boot,Mathlib.Data.PFun,Data,0.2,0.0,1.0,0.0,0.16,10
all_boot,boot,Mathlib.Data.Bool.AllAny,Data,0.1667,0.2498,1.0,0.0,0.2499,1
all_boot,boot,Mathlib.Util.GetAllModules,Util,0.1667,0.2344,0.0,0.0,0.1438,2
all_boot,boot,Mathlib.Tactic.WithoutCDot,Tactic,0.0,0.0,1.0,0.1429,0.1286,3
all_boot,boot,Mathlib.Tactic.Linter.CommandStart,Tactic,0.0,0.0,1.0,0.1429,0.1286,4
all_boot,boot,Mathlib.Tactic.ComputeAsymptotics.Multiseries.Basis,Tactic,0.0,0.0,1.0,0.1429,0.1286,5
all_boot,boot,Mathlib.Tactic.Explode,Tactic,0.0,0.0,1.0,0.1429,0.1286,6
all_boot,boot,Mathlib.Tactic.Ext,Tactic,0.0,0.0,1.0,0.1429,0.1286,7
all_boot,boot,Mathlib.Tactic.FindSyntax,Tactic,0.0,0.0,1.0,0.1429,0.1286,8
all_boot,boot,Mathlib.Tactic.Linarith.Oracle.FourierMotzkin,Tactic,0.0,0.0,1.0,0.1429,0.1286,9
all_boot,boot,Mathlib.Tactic.Generalize,Tactic,0.0,0.0,1.0,0.1429,0.1286,10
finset,boot,Mathlib.Data.Set.Finite.Range,Data,0.4,0.2765,1.0,0.0667,0.3439,1
finset,boot,Mathlib.Data.Finite.Set,Data,0.5,0.2232,1.0,0.0,0.3393,2
finset,boot,Mathlib.Data.Set.Finite.List,Data,0.4,0.2259,1.0,0.0,0.3104,3
finset,boot,Mathlib.Data.Set.Finite.Lattice,Data,0.4,0.2251,1.0,0.0,0.31,4
finset,boot,Mathlib.Data.Set.Finite.Monad,Data,0.4,0.225,1.0,0.0,0.31,5
finset,boot,Mathlib.Data.Set.Finite.Powerset,Data,0.4,0.2092,1.0,0.0,0.3037,6
finset,boot,Mathlib.Data.Set.Finite.Basic,Data,0.4,0.2049,1.0,0.0,0.302,7
finset,boot,Mathlib.Data.Set.Finite.Lemmas,Data,0.4,0.1932,1.0,0.0,0.2973,8
finset,boot,Mathlib.Data.Set.Dissipate,Data,0.2,0.3311,1.0,0.0,0.2924,9
finset,boot,Mathlib.Data.Set.Accumulate,Data,0.2,0.3311,1.0,0.0,0.2924,10
binomial,boot,Mathlib.RingTheory.Binomial,RingTheory,0.1667,0.2776,0.0,0.0,0.1611,1
binomial,boot,Mathlib.Data.Nat.Factorial.SuperFactorial,Data,0.0,0.1454,1.0,0.0,0.1582,2
binomial,boot,Mathlib.Data.Nat.Choose.Sum,Data,0.0,0.1342,1.0,0.0,0.1537,3
binomial,boot,Mathlib.Data.Nat.Factorial.DoubleFactorial,Data,0.0,0.1339,1.0,0.0,0.1536,4
binomial,boot,Mathlib.Tactic.Choose,Tactic,0.0,0.1333,1.0,0.0,0.1533,5
binomial,boot,Mathlib.Analysis.Analytic.Binomial,Analysis,0.2,0.2305,0.0,0.0,0.1522,6
binomial,boot,Mathlib.Tactic.AdaptationNote,Tactic,0.0,0.126,1.0,0.0,0.1504,7
binomial,boot,Mathlib.Probability.Combinatorics.BinomialRandomGraph.Defs,Probability,0.25,0.1854,0.0,0.0,0.1492,8
binomial,boot,Mathlib.Data.ZMod.Factorial,Data,0.0,0.1024,1.0,0.0,0.141,9
binomial,boot,Mathlib.Tactic.GeneralizeProofs,Tactic,0.0,0.0992,1.0,0.0,0.1397,10
ssrmatching,boot,Mathlib.Tactic.Widget.LibraryRewrite,Tactic,0.1429,0.4357,1.0,0.0,0.3171,1
ssrmatching,boot,Mathlib.Tactic,Tactic,0.3333,0.0,1.0,0.0,0.2,2
ssrmatching,boot,Mathlib.Tactic.Convert,Tactic,0.25,0.0,1.0,0.0,0.175,3
ssrmatching,boot,Mathlib.Tactic.Propose,Tactic,0.25,0.0,1.0,0.0,0.175,4
ssrmatching,boot,Mathlib.Tactic.Generalize,Tactic,0.25,0.0,1.0,0.0,0.175,5
ssrmatching,boot,Mathlib.Tactic.Core,Tactic,0.25,0.0,1.0,0.0,0.175,6
ssrmatching,boot,Mathlib.Tactic.Explode,Tactic,0.25,0.0,1.0,0.0,0.175,7
ssrmatching,boot,Mathlib.Tactic.Ext,Tactic,0.25,0.0,1.0,0.0,0.175,8
ssrmatching,boot,Mathlib.Tactic.Set,Tactic,0.25,0.0,1.0,0.0,0.175,9
ssrmatching,boot,Mathlib.Tactic.WLOG,Tactic,0.25,0.0,1.0,0.0,0.175,10
div,boot,Mathlib.Data.Nat.ChineseRemainder,Data,0.125,0.2736,1.0,0.0,0.2469,1
div,boot,Mathlib.Data.Nat.Digits.Div,Data,0.3333,0.0396,1.0,0.0,0.2159,2
div,boot,Mathlib.Data.Int.DivMod,Data,0.125,0.1622,1.0,0.0,0.2024,3
div,boot,Mathlib.Data.ZMod.Coprime,Data,0.0,0.2462,1.0,0.0,0.1985,4
div,boot,Mathlib.Data.Nat.ModEq,Data,0.125,0.1381,1.0,0.0,0.1927,5
div,boot,Mathlib.Data.Nat.MaxPowDiv,Data,0.25,0.0438,1.0,0.0,0.1925,6
div,boot,Mathlib.Tactic.NormNum.DivMod,Tactic,0.1,0.1389,1.0,0.0,0.1856,7
div,boot,Mathlib.Data.Nat.GCD.Basic,Data,0.1429,0.0798,1.0,0.0,0.1748,8
div,boot,Mathlib.Data.Nat.GCD.Prime,Data,0.1429,0.0751,1.0,0.0,0.1729,9
div,boot,Mathlib.Data.Nat.PowModTotient,Data,0.1111,0.0955,1.0,0.0,0.1715,10
ssrnat,boot,Mathlib.Tactic.DeclarationNames,Tactic,0.0,0.2251,1.0,0.0,0.19,1
ssrnat,boot,Mathlib.Order.Nat,Order,0.2,0.0689,1.0,0.0,0.1875,2
ssrnat,boot,Mathlib.Tactic.ENatToNat,Tactic,0.1429,0.1041,1.0,0.0,0.1845,3
ssrnat,boot,Mathlib.Tactic.PNatToNat,Tactic,0.1429,0.1041,1.0,0.0,0.1845,4
ssrnat,boot,Mathlib.Order.Types.Arithmetic,Order,0.1667,0.0855,1.0,0.0,0.1842,5
ssrnat,boot,Mathlib.Data.Nat.SuccPred,Data,0.125,0.1135,1.0,0.0,0.1829,6
ssrnat,boot,Mathlib.Tactic.OfNat,Tactic,0.1429,0.0977,1.0,0.0,0.1819,7
ssrnat,boot,Mathlib.Data.Nat.PartENat,Data,0.1429,0.0821,1.0,0.0,0.1757,8
ssrnat,boot,Mathlib.Data.Nat.Upto,Data,0.1667,0.0641,1.0,0.0,0.1756,9
ssrnat,boot,Mathlib.Data.Nat.Hyperoperation,Data,0.1667,0.0641,1.0,0.0,0.1756,10
path,boot,Mathlib.Topology.Path,Topology,0.25,0.4107,0.0,0.0,0.2393,1
path,boot,Mathlib.Data.List.Cycle,Data,0.2,0.112,1.0,0.0,0.2048,2
path,boot,Mathlib.Topology.Homotopy.Path,Topology,0.2,0.2744,0.0,0.0,0.1698,3
path,boot,Mathlib.Tactic.Order.Graph.Basic,Tactic,0.1667,0.0039,1.0,0.0,0.1515,4
path,boot,Mathlib.Tactic.Order.Graph.Tarjan,Tactic,0.1667,0.0,1.0,0.0,0.15,5
path,boot,Mathlib.Combinatorics.Quiver.Path,Combinatorics,0.2,0.2154,0.0,0.0,0.1461,6
path,boot,Mathlib.Data.Finset.Empty,Data,0.0,0.1082,1.0,0.0,0.1433,7
path,boot,Mathlib.Topology.UniformSpace.Path,Topology,0.1429,0.2481,0.0,0.0,0.1421,8
path,boot,Mathlib.Combinatorics.Quiver.Path.Vertices,Combinatorics,0.1667,0.2154,0.0,0.0,0.1361,9
path,boot,Mathlib.Logic.IsEmpty,Logic,0.0,0.0895,1.0,0.0,0.1358,10
all_field,field,Mathlib.Algebra.Algebra.Field,Algebra,0.3333,0.1639,1.0,0.0,0.2655,1
all_field,field,Mathlib.Algebra.Field.IsField,Algebra,0.2,0.2539,1.0,0.0,0.2616,2
all_field,field,Mathlib.FieldTheory.Minpoly.Field,FieldTheory,0.2,0.2525,1.0,0.0,0.261,3
all_field,field,Mathlib.FieldTheory.Relrank,FieldTheory,0.2,0.2452,1.0,0.0,0.2581,4
all_field,field,Mathlib.FieldTheory.PrimeField,FieldTheory,0.1667,0.2571,1.0,0.0,0.2528,5
all_field,field,Mathlib.FieldTheory.Cardinality,FieldTheory,0.2,0.2094,1.0,0.0,0.2438,6
all_field,field,Mathlib.Algebra.Field.Opposite,Algebra,0.25,0.1674,1.0,0.0,0.242,7
all_field,field,Mathlib.FieldTheory.Tower,FieldTheory,0.2,0.2046,1.0,0.0,0.2419,8
all_field,field,Mathlib.Algebra.Field.Periodic,Algebra,0.25,0.1597,1.0,0.0,0.2389,9
all_field,field,Mathlib.FieldTheory.Isaacs,FieldTheory,0.2,0.1972,1.0,0.0,0.2389,10
qfpoly,field,Mathlib.FieldTheory.Finite.Polynomial,FieldTheory,0.2857,0.1228,1.0,0.1667,0.2682,1
qfpoly,field,Mathlib.FieldTheory.PrimitiveElement,FieldTheory,0.1111,0.2765,1.0,0.0,0.2439,2
qfpoly,field,Mathlib.Algebra.Polynomial.Monic,Algebra,0.1667,0.2234,1.0,0.0,0.2394,3
qfpoly,field,Mathlib.Algebra.Polynomial.FieldDivision,Algebra,0.2857,0.1056,1.0,0.0,0.2279,4
qfpoly,field,Mathlib.Algebra.Polynomial.Eval.Irreducible,Algebra,0.1429,0.202,1.0,0.0,0.2237,5
qfpoly,field,Mathlib.FieldTheory.KummerPolynomial,FieldTheory,0.25,0.1123,1.0,0.0,0.2199,6
qfpoly,field,Mathlib.FieldTheory.Finite.Valuation,FieldTheory,0.125,0.0881,1.0,0.2,0.2127,7
qfpoly,field,Mathlib.FieldTheory.ChevalleyWarning,FieldTheory,0.1111,0.0702,1.0,0.25,0.2114,8
qfpoly,field,Mathlib.FieldTheory.PolynomialGaloisGroup,FieldTheory,0.2222,0.1085,1.0,0.0,0.2101,9
qfpoly,field,Mathlib.FieldTheory.Galois.Notation,FieldTheory,0.125,0.073,1.0,0.2,0.2067,10
algnum,field,Mathlib.NumberTheory.FunctionField,NumberTheory,0.125,0.0771,1.0,0.25,0.2183,1
algnum,field,Mathlib.NumberTheory.ClassNumber.Finite,NumberTheory,0.125,0.1153,1.0,0.1,0.2036,2
algnum,field,Mathlib.NumberTheory.Wilson,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,3
algnum,field,Mathlib.NumberTheory.Bertrand,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,4
algnum,field,Mathlib.NumberTheory.Dioph,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,5
algnum,field,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,6
algnum,field,Mathlib.NumberTheory.Primorial,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,7
algnum,field,Mathlib.NumberTheory.Niven,NumberTheory,0.1667,0.1237,1.0,0.0,0.1995,8
algnum,field,Mathlib.NumberTheory.LSeries.ZMod,NumberTheory,0.1111,0.153,1.0,0.0,0.1946,9
algnum,field,Mathlib.NumberTheory.ArithmeticFunction.Moebius,NumberTheory,0.1111,0.0666,1.0,0.1667,0.1933,10
algC,field,Mathlib.FieldTheory.IsAlgClosed.AlgebraicClosure,FieldTheory,0.25,0.0484,1.0,0.0,0.1943,1
algC,field,Mathlib.FieldTheory.IsAlgClosed.Classification,FieldTheory,0.1818,0.0286,1.0,0.0,0.166,2
