mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,name_score,text_score,category_score,graph_score,combined_score,rank
polyXY,algebra,Mathlib.Algebra.Polynomial.Homogenize,Algebra,0.1429,0.1498,1.0,0.0,0.2028,10
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.House,NumberTheory,0.375,0.1154,1.0,0.0,0.2587,1
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.Norm,NumberTheory,0.375,0.1095,1.0,0.0,0.2563,2
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.Completion,NumberTheory,0.375,0.1076,1.0,0.0,0.2555,3
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.Basic,NumberTheory,0.375,0.1018,1.0,0.0,0.2532,4
num_theory/numfield,algebra,Mathlib.NumberTheory.Height.NumberField,NumberTheory,0.375,0.0983,1.0,0.0,0.2518,5
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.ClassNumber,NumberTheory,0.3333,0.1152,1.0,0.0,0.2461,6
num_theory/numfield,algebra,Mathlib.NumberTheory.FunctionField,NumberTheory,0.375,0.0764,1.0,0.0,0.243,7
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.CMField,NumberTheory,0.3333,0.1023,1.0,0.0,0.2409,8
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.Units.Regulator,NumberTheory,0.3333,0.0981,1.0,0.0,0.2392,9
num_theory/numfield,algebra,Mathlib.NumberTheory.NumberField.Cyclotomic.Ideal,NumberTheory,0.3333,0.0949,1.0,0.0,0.2379,10
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Cyclotomic.Rat,NumberTheory,0.3333,0.0676,1.0,0.0,0.227,1
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Harmonic.Int,NumberTheory,0.3333,0.0662,1.0,0.0,0.2265,2
num_theory/ssrnum,algebra,Mathlib.RingTheory.Localization.NumDen,RingTheory,0.1667,0.1459,1.0,0.0,0.2084,3
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Dioph,NumberTheory,0.2222,0.1027,1.0,0.0,0.2078,4
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Niven,NumberTheory,0.2222,0.1027,1.0,0.0,0.2078,5
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.2222,0.1027,1.0,0.0,0.2078,6
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Primorial,NumberTheory,0.2222,0.1027,1.0,0.0,0.2078,7
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Bertrand,NumberTheory,0.2222,0.1027,1.0,0.0,0.2078,8
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Wilson,NumberTheory,0.2222,0.1027,1.0,0.0,0.2078,9
num_theory/ssrnum,algebra,Mathlib.NumberTheory.Zsqrtd.GaussianInt,NumberTheory,0.2727,0.0586,1.0,0.0,0.2053,10
ssralg,algebra,Mathlib.Algebra.Ring.Action.Field,Algebra,0.4286,0.0468,1.0,0.0,0.2473,1
ssralg,algebra,Mathlib.Algebra.Module.RingHom,Algebra,0.375,0.0415,1.0,0.0,0.2291,2
ssralg,algebra,Mathlib.Algebra.Order.Module.Field,Algebra,0.4286,0.0,1.0,0.0,0.2286,3
ssralg,algebra,Mathlib.Algebra.Module.Torsion.Field,Algebra,0.4286,0.0,1.0,0.0,0.2286,4
ssralg,algebra,Mathlib.Algebra.Ring.Action.End,Algebra,0.25,0.0374,1.0,0.1667,0.2233,5
ssralg,algebra,Mathlib.Algebra.Ring.BooleanRing,Algebra,0.25,0.0991,1.0,0.0,0.2146,6
ssralg,algebra,Mathlib.Algebra.Ring.Equiv,Algebra,0.2857,0.0459,1.0,0.0435,0.2128,7
ssralg,algebra,Mathlib.Algebra.Ring.Subgroup,Algebra,0.2857,0.064,1.0,0.0,0.2113,8
ssralg,algebra,Mathlib.RingTheory.HopfAlgebra.GroupLike,RingTheory,0.1538,0.1624,1.0,0.0,0.2111,9
ssralg,algebra,Mathlib.Algebra.Ring.Regular,Algebra,0.2857,0.0629,1.0,0.0,0.2109,10
mxpoly,algebra,Mathlib.LinearAlgebra.Matrix.Polynomial,LinearAlgebra,0.2857,0.1067,1.0,0.0,0.2284,1
mxpoly,algebra,Mathlib.Algebra.Polynomial.Eval.Degree,Algebra,0.1429,0.1764,1.0,0.0,0.2134,2
mxpoly,algebra,Mathlib.LinearAlgebra.Matrix.MvPolynomial,LinearAlgebra,0.2222,0.1078,1.0,0.0,0.2098,3
mxpoly,algebra,Mathlib.Algebra.Polynomial.Degree.IsMonicOfDegree,Algebra,0.1,0.1894,1.0,0.0,0.2058,4
mxpoly,algebra,Mathlib.Algebra.Polynomial.Monic,Algebra,0.1667,0.1321,1.0,0.0,0.2028,5
mxpoly,algebra,Mathlib.RingTheory.MatrixPolynomialAlgebra,RingTheory,0.2222,0.0894,1.0,0.0,0.2024,6
mxpoly,algebra,Mathlib.Algebra.Polynomial.Degree.Support,Algebra,0.1429,0.1458,1.0,0.0,0.2012,7
mxpoly,algebra,Mathlib.Algebra.Polynomial.Degree.TrailingDegree,Algebra,0.125,0.155,1.0,0.0,0.1995,8
mxpoly,algebra,Mathlib.RingTheory.Polynomial.HilbertPoly,RingTheory,0.1,0.1735,1.0,0.0,0.1994,9
mxpoly,algebra,Mathlib.Algebra.Polynomial.Degree.Defs,Algebra,0.1429,0.1411,1.0,0.0,0.1993,10
interval_inference,algebra,Mathlib.Algebra.Order.Ring.Interval,Algebra,0.3333,0.1902,1.0,0.0,0.2761,1
interval_inference,algebra,Mathlib.Algebra.Order.Interval.Basic,Algebra,0.3333,0.1586,1.0,0.0,0.2634,2
interval_inference,algebra,Mathlib.Algebra.Order.Interval.Set.Instances,Algebra,0.2857,0.1884,1.0,0.0,0.2611,3
interval_inference,algebra,Mathlib.Algebra.Order.Interval.Multiset,Algebra,0.3333,0.1467,1.0,0.0,0.2587,4
interval_inference,algebra,Mathlib.Algebra.Order.Interval.Set.Monoid,Algebra,0.2857,0.1564,1.0,0.0,0.2483,5
interval_inference,algebra,Mathlib.Algebra.Order.Group.Pointwise.Interval,Algebra,0.2857,0.1539,1.0,0.0,0.2473,6
interval_inference,algebra,Mathlib.Algebra.Order.Interval.Set.Group,Algebra,0.2857,0.1385,1.0,0.0,0.2411,7
interval_inference,algebra,Mathlib.Algebra.Order.Interval.Finset.Basic,Algebra,0.2857,0.1368,1.0,0.0,0.2404,8
interval_inference,algebra,Mathlib.Algebra.Order.ToIntervalMod,Algebra,0.25,0.1472,1.0,0.0,0.2339,9
interval_inference,algebra,Mathlib.Algebra.Order.Interval.Set.SuccPred,Algebra,0.2222,0.1178,1.0,0.0,0.2138,10
num_theory/numdomain,algebra,Mathlib.NumberTheory.Bertrand,NumberTheory,0.2857,0.1226,1.0,0.0,0.2347,1
num_theory/numdomain,algebra,Mathlib.NumberTheory.Niven,NumberTheory,0.2857,0.1226,1.0,0.0,0.2347,2
num_theory/numdomain,algebra,Mathlib.NumberTheory.Wilson,NumberTheory,0.2857,0.1226,1.0,0.0,0.2347,3
num_theory/numdomain,algebra,Mathlib.NumberTheory.Primorial,NumberTheory,0.2857,0.1226,1.0,0.0,0.2347,4
num_theory/numdomain,algebra,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.2857,0.1226,1.0,0.0,0.2347,5
num_theory/numdomain,algebra,Mathlib.NumberTheory.Dioph,NumberTheory,0.2857,0.1226,1.0,0.0,0.2347,6
num_theory/numdomain,algebra,Mathlib.NumberTheory.ClassNumber.FunctionField,NumberTheory,0.1818,0.0888,1.0,0.2,0.2301,7
num_theory/numdomain,algebra,Mathlib.NumberTheory.Divisors,NumberTheory,0.2857,0.1015,1.0,0.0,0.2263,8
num_theory/numdomain,algebra,Mathlib.NumberTheory.Chebyshev,NumberTheory,0.2857,0.0986,1.0,0.0,0.2251,9
num_theory/numdomain,algebra,Mathlib.NumberTheory.Rayleigh,NumberTheory,0.2857,0.0931,1.0,0.0,0.223,10
num_theory/orderedzmod,algebra,Mathlib.RingTheory.Localization.NumDen,RingTheory,0.2,0.1221,1.0,0.0,0.2088,1
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.LSeries.ZMod,NumberTheory,0.2,0.0857,1.0,0.0,0.1943,2
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.Primorial,NumberTheory,0.125,0.1226,1.0,0.0,0.1865,3
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.Bertrand,NumberTheory,0.125,0.1226,1.0,0.0,0.1865,4
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.Dioph,NumberTheory,0.125,0.1226,1.0,0.0,0.1865,5
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.Ostrowski,NumberTheory,0.125,0.1226,1.0,0.0,0.1865,6
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.Wilson,NumberTheory,0.125,0.1226,1.0,0.0,0.1865,7
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.Niven,NumberTheory,0.125,0.1226,1.0,0.0,0.1865,8
num_theory/orderedzmod,algebra,Mathlib.RingTheory.ZMod,RingTheory,0.25,0.0176,1.0,0.0,0.182,9
num_theory/orderedzmod,algebra,Mathlib.NumberTheory.SelbergSieve,NumberTheory,0.1,0.1226,1.0,0.0,0.179,10
ring_quotient,algebra,Mathlib.RingTheory.Polynomial.Quotient,RingTheory,0.2857,0.2817,1.0,0.0,0.2984,1
ring_quotient,algebra,Mathlib.RingTheory.Valuation.Quotient,RingTheory,0.2857,0.2583,1.0,0.0,0.289,2
ring_quotient,algebra,Mathlib.RingTheory.Ideal.Quotient.Operations,RingTheory,0.25,0.2669,1.0,0.0357,0.2889,3
ring_quotient,algebra,Mathlib.RingTheory.Finiteness.Quotient,RingTheory,0.2857,0.2576,1.0,0.0,0.2888,4
ring_quotient,algebra,Mathlib.RingTheory.Trace.Quotient,RingTheory,0.2857,0.2383,1.0,0.0,0.281,5
ring_quotient,algebra,Mathlib.RingTheory.LocalRing.Quotient,RingTheory,0.25,0.2548,1.0,0.0,0.2769,6
ring_quotient,algebra,Mathlib.RingTheory.Ideal.Quotient.Index,RingTheory,0.25,0.2203,1.0,0.0,0.2631,7
ring_quotient,algebra,Mathlib.RingTheory.Ideal.Quotient.Nilpotent,RingTheory,0.25,0.2157,1.0,0.0,0.2613,8
ring_quotient,algebra,Mathlib.RingTheory.Ideal.Quotient.Noetherian,RingTheory,0.25,0.2157,1.0,0.0,0.2613,9
ring_quotient,algebra,Mathlib.RingTheory.Ideal.Quotient.Basic,RingTheory,0.25,0.2065,1.0,0.0,0.2576,10
zmodp,algebra,Mathlib.Algebra.Algebra.ZMod,Algebra,0.1667,0.0853,1.0,0.0,0.1841,1
zmodp,algebra,Mathlib.RingTheory.ZMod,RingTheory,0.125,0.1164,1.0,0.0,0.1841,2
zmodp,algebra,Mathlib.RingTheory.Prime,RingTheory,0.1429,0.0921,1.0,0.0,0.1797,3
zmodp,algebra,Mathlib.Algebra.Field.ZMod,Algebra,0.1429,0.0864,1.0,0.0,0.1774,4
zmodp,algebra,Mathlib.Algebra.Prime.Lemmas,Algebra,0.1667,0.0667,1.0,0.0,0.1767,5
zmodp,algebra,Mathlib.RingTheory.ZMod.UnitsCyclic,RingTheory,0.0909,0.122,1.0,0.0,0.1761,6
zmodp,algebra,Mathlib.Algebra.Module.ZMod,Algebra,0.1429,0.0811,1.0,0.0,0.1753,7
zmodp,algebra,Mathlib.RingTheory.Ideal.Prime,RingTheory,0.125,0.094,1.0,0.0,0.1751,8
zmodp,algebra,Mathlib.RingTheory.Valuation.Integers,RingTheory,0.0,0.1876,1.0,0.0,0.175,9
zmodp,algebra,Mathlib.RingTheory.ZMod.Torsion,RingTheory,0.1111,0.1017,1.0,0.0,0.174,10
vector,algebra,Mathlib.LinearAlgebra.AffineSpace.FiniteDimensional,LinearAlgebra,0.3,0.122,1.0,0.0,0.2388,1
vector,algebra,Mathlib.LinearAlgebra.Matrix.FiniteDimensional,LinearAlgebra,0.2222,0.1607,1.0,0.0,0.2309,2
vector,algebra,Mathlib.LinearAlgebra.Basis.VectorSpace,LinearAlgebra,0.2222,0.1458,1.0,0.0,0.225,3
vector,algebra,Mathlib.LinearAlgebra.FiniteDimensional.Basic,LinearAlgebra,0.2222,0.1361,1.0,0.0,0.2211,4
vector,algebra,Mathlib.LinearAlgebra.FiniteDimensional.Defs,LinearAlgebra,0.2222,0.1333,1.0,0.0,0.22,5
vector,algebra,Mathlib.LinearAlgebra.FiniteDimensional.Lemmas,LinearAlgebra,0.2222,0.1307,1.0,0.0,0.2189,6
vector,algebra,Mathlib.LinearAlgebra.Multilinear.FiniteDimensional,LinearAlgebra,0.2222,0.1284,1.0,0.0,0.218,7
vector,algebra,Mathlib.LinearAlgebra.Complex.FiniteDimensional,LinearAlgebra,0.2222,0.1175,1.0,0.0,0.2137,8
vector,algebra,Mathlib.Algebra.Polynomial.Module.FiniteDimensional,Algebra,0.25,0.0929,1.0,0.0,0.2122,9
vector,algebra,Mathlib.LinearAlgebra.Finsupp.VectorSpace,LinearAlgebra,0.2222,0.1063,1.0,0.0,0.2092,10
ssrint,algebra,Mathlib.Algebra.Module.NatInt,Algebra,0.125,0.2068,1.0,0.0,0.2202,1
ssrint,algebra,Mathlib.RingTheory.Valuation.Integers,RingTheory,0.0,0.2671,1.0,0.0,0.2068,2
ssrint,algebra,Mathlib.RingTheory.Ideal.NatInt,RingTheory,0.1,0.1898,1.0,0.0,0.2059,3
ssrint,algebra,Mathlib.Algebra.Group.Int.TypeTags,Algebra,0.1111,0.1677,1.0,0.0,0.2004,4
ssrint,algebra,Mathlib.NumberTheory.Zsqrtd.GaussianInt,NumberTheory,0.1,0.089,1.0,0.125,0.1906,5
ssrint,algebra,Mathlib.RingTheory.Int.Basic,RingTheory,0.125,0.1291,1.0,0.0,0.1891,6
ssrint,algebra,Mathlib.RingTheory.Ideal.Int,RingTheory,0.125,0.1269,1.0,0.0,0.1883,7
ssrint,algebra,Mathlib.Algebra.Order.Group.Int,Algebra,0.1429,0.1051,1.0,0.0,0.1849,8
ssrint,algebra,Mathlib.Algebra.Order.Ring.Int,Algebra,0.1429,0.1032,1.0,0.0,0.1841,9
ssrint,algebra,Mathlib.Algebra.Group.Int.Even,Algebra,0.1429,0.103,1.0,0.0,0.184,10
all_algebra,algebra,Mathlib.Algebra.Quandle,Algebra,0.3333,0.2223,1.0,0.0,0.2889,1
all_algebra,algebra,Mathlib.Algebra.Symmetrized,Algebra,0.3333,0.2223,1.0,0.0,0.2889,2
all_algebra,algebra,Mathlib.Algebra.Algebra.Epi,Algebra,0.3333,0.1487,1.0,0.0,0.2595,3
all_algebra,algebra,Mathlib.Algebra.Algebra.Equiv,Algebra,0.3333,0.1083,1.0,0.0625,0.2558,4
all_algebra,algebra,Mathlib.Algebra.Algebra.Operations,Algebra,0.3333,0.1356,1.0,0.0,0.2543,5
all_algebra,algebra,Mathlib.Algebra.Algebra.Basic,Algebra,0.3333,0.1299,1.0,0.0,0.252,6
all_algebra,algebra,Mathlib.Algebra.Algebra.Shrink,Algebra,0.3333,0.1283,1.0,0.0,0.2513,7
all_algebra,algebra,Mathlib.Algebra.Algebra.Field,Algebra,0.3333,0.1247,1.0,0.0,0.2499,8
all_algebra,algebra,Mathlib.Algebra.Order.Algebra,Algebra,0.3333,0.1229,1.0,0.0,0.2492,9
all_algebra,algebra,Mathlib.Algebra.Algebra.Defs,Algebra,0.3333,0.1185,1.0,0.0,0.2474,10
mxalgebra,algebra,Mathlib.LinearAlgebra.Matrix.RowCol,LinearAlgebra,0.3,0.412,1.0,0.0,0.3548,1
mxalgebra,algebra,Mathlib.LinearAlgebra.Matrix.Rank,LinearAlgebra,0.375,0.2242,1.0,0.0,0.3022,2
mxalgebra,algebra,Mathlib.Algebra.Lie.Rank,Algebra,0.2857,0.1646,1.0,0.0,0.2516,3
mxalgebra,algebra,Mathlib.Algebra.Algebra.Subalgebra.Rank,Algebra,0.2857,0.1367,1.0,0.0,0.2404,4
mxalgebra,algebra,Mathlib.LinearAlgebra.Matrix.Reindex,LinearAlgebra,0.2222,0.0837,1.0,0.1667,0.2335,5
mxalgebra,algebra,Mathlib.LinearAlgebra.Matrix.Polynomial,LinearAlgebra,0.2222,0.08,1.0,0.1667,0.232,6
mxalgebra,algebra,Mathlib.LinearAlgebra.Matrix.Adjugate,LinearAlgebra,0.2222,0.1036,1.0,0.1111,0.2303,7
mxalgebra,algebra,Mathlib.LinearAlgebra.AffineSpace.Matrix,LinearAlgebra,0.3,0.0992,1.0,0.0,0.2297,8
mxalgebra,algebra,Mathlib.LinearAlgebra.Matrix.SemiringInverse,LinearAlgebra,0.1818,0.1212,1.0,0.125,0.228,9
mxalgebra,algebra,Mathlib.LinearAlgebra.Matrix.MvPolynomial,LinearAlgebra,0.1818,0.0808,1.0,0.2,0.2269,10
spectral,algebra,Mathlib.Algebra.Homology.SpectralSequence.Basic,Algebra,0.1111,0.2379,1.0,0.0,0.2285,1
spectral,algebra,Mathlib.Algebra.Homology.HomotopyCategory.SpectralObject,Algebra,0.0909,0.2265,1.0,0.0,0.2179,2
spectral,algebra,Mathlib.Algebra.Homology.SpectralSequence.ComplexShape,Algebra,0.0909,0.2,1.0,0.0,0.2073,3
spectral,algebra,Mathlib.Topology.Spectral.Prespectral,Topology,0.1667,0.3535,0.0,0.0,0.1914,4
spectral,algebra,Mathlib.Topology.Spectral.Basic,Topology,0.1667,0.3321,0.0,0.0,0.1828,5
spectral,algebra,Mathlib.Topology.Spectral.Hom,Topology,0.1667,0.3127,0.0,0.0,0.1751,6
spectral,algebra,Mathlib.Analysis.InnerProductSpace.GramSchmidtOrtho,Analysis,0.1818,0.2777,0.0,0.0,0.1656,7
spectral,algebra,Mathlib.LinearAlgebra.Matrix.SchurComplement,LinearAlgebra,0.0,0.1455,1.0,0.0,0.1582,8
spectral,algebra,Mathlib.Algebra.DirectSum.Decomposition,Algebra,0.0,0.1209,1.0,0.0,0.1484,9
spectral,algebra,Mathlib.Algebra.Algebra.IsSimpleRing,Algebra,0.0,0.0,1.0,0.2,0.14,10
sesquilinear,algebra,Mathlib.LinearAlgebra.Matrix.SesquilinearForm,LinearAlgebra,0.25,0.2923,1.0,0.0,0.2919,1
sesquilinear,algebra,Mathlib.LinearAlgebra.SesquilinearForm,LinearAlgebra,0.2857,0.2395,1.0,0.0,0.2815,2
sesquilinear,algebra,Mathlib.LinearAlgebra.SesquilinearForm.Star,LinearAlgebra,0.25,0.2306,1.0,0.0,0.2672,3
sesquilinear,algebra,Mathlib.LinearAlgebra.SesquilinearForm.Basic,LinearAlgebra,0.25,0.2182,1.0,0.0,0.2623,4
sesquilinear,algebra,Mathlib.LinearAlgebra.Matrix.BilinearForm,LinearAlgebra,0.25,0.0439,1.0,0.0,0.1926,5
sesquilinear,algebra,Mathlib.LinearAlgebra.BilinearForm.Orthogonal,LinearAlgebra,0.25,0.0,1.0,0.0,0.175,6
sesquilinear,algebra,Mathlib.Algebra.Algebra.Bilinear,Algebra,0.25,0.0,1.0,0.0,0.175,7
sesquilinear,algebra,Mathlib.LinearAlgebra.BilinearForm.Basic,LinearAlgebra,0.25,0.0,1.0,0.0,0.175,8
sesquilinear,algebra,Mathlib.LinearAlgebra.BilinearForm.Hom,LinearAlgebra,0.25,0.0,1.0,0.0,0.175,9
sesquilinear,algebra,Mathlib.LinearAlgebra.BilinearForm.Properties,LinearAlgebra,0.25,0.0,1.0,0.0,0.175,10
finalg,algebra,Mathlib.Algebra.Group.PUnit,Algebra,0.1667,0.3933,1.0,0.0,0.3073,1
finalg,algebra,Mathlib.Algebra.Order.PUnit,Algebra,0.1667,0.3453,1.0,0.0,0.2881,2
finalg,algebra,Mathlib.Algebra.Divisibility.Finite,Algebra,0.5,0.0937,1.0,0.0,0.2875,3
finalg,algebra,Mathlib.Algebra.Group.Action.Pointwise.Set.Finite,Algebra,0.2857,0.1677,1.0,0.1667,0.2861,4
finalg,algebra,Mathlib.Algebra.Ring.PUnit,Algebra,0.1667,0.336,1.0,0.0,0.2844,5
finalg,algebra,Mathlib.Algebra.Module.PUnit,Algebra,0.1667,0.327,1.0,0.0,0.2808,6
finalg,algebra,Mathlib.Algebra.Group.Subgroup.Finite,Algebra,0.4,0.1324,1.0,0.0,0.273,7
finalg,algebra,Mathlib.Algebra.Group.Equiv.Finite,Algebra,0.4,0.1294,1.0,0.0,0.2718,8
finalg,algebra,Mathlib.Algebra.Group.Submonoid.Finite,Algebra,0.4,0.129,1.0,0.0,0.2716,9
finalg,algebra,Mathlib.Algebra.Module.Presentation.Finite,Algebra,0.4,0.0863,1.0,0.0,0.2545,10
rat,algebra,Mathlib.NumberTheory.Cyclotomic.Rat,NumberTheory,0.3333,0.3559,1.0,0.0,0.3424,1
rat,algebra,Mathlib.Algebra.Ring.Rat,Algebra,0.2,0.3986,1.0,0.0,0.3194,2
rat,algebra,Mathlib.Algebra.Star.Rat,Algebra,0.2,0.362,1.0,0.0,0.3048,3
rat,algebra,Mathlib.Algebra.Algebra.Rat,Algebra,0.25,0.3115,1.0,0.0,0.2996,4
rat,algebra,Mathlib.Algebra.Order.Ring.Rat,Algebra,0.1667,0.3554,1.0,0.0,0.2921,5
rat,algebra,Mathlib.RingTheory.Localization.Rat,RingTheory,0.1429,0.3586,1.0,0.0,0.2863,6
rat,algebra,Mathlib.Algebra.Field.Rat,Algebra,0.2,0.3078,1.0,0.0,0.2831,7
rat,algebra,Mathlib.Algebra.Module.Rat,Algebra,0.2,0.3063,1.0,0.0,0.2825,8
rat,algebra,Mathlib.Algebra.Ring.Action.Rat,Algebra,0.1667,0.3274,1.0,0.0,0.2809,9
rat,algebra,Mathlib.Algebra.Algebra.Hom.Rat,Algebra,0.2,0.2947,1.0,0.0,0.2779,10
polydiv,algebra,Mathlib.Algebra.Polynomial.FieldDivision,Algebra,0.2857,0.1791,1.0,0.0,0.2574,1
polydiv,algebra,Mathlib.Algebra.Polynomial.RingDivision,Algebra,0.2857,0.1755,1.0,0.0,0.2559,2
polydiv,algebra,Mathlib.Algebra.MvPolynomial.Division,Algebra,0.2857,0.159,1.0,0.0,0.2493,3
polydiv,algebra,Mathlib.Algebra.MonoidAlgebra.Division,Algebra,0.1429,0.1498,1.0,0.0,0.2028,4
polydiv,algebra,Mathlib.Algebra.EuclideanDomain.Defs,Algebra,0.125,0.0967,1.0,0.125,0.2012,5
polydiv,algebra,Mathlib.Algebra.EuclideanDomain.Field,Algebra,0.125,0.1299,1.0,0.0,0.1895,6
polydiv,algebra,Mathlib.RingTheory.EuclideanDomain,RingTheory,0.1111,0.1349,1.0,0.0,0.1873,7
polydiv,algebra,Mathlib.LinearAlgebra.Dimension.DivisionRing,LinearAlgebra,0.1,0.1334,1.0,0.0,0.1834,8
polydiv,algebra,Mathlib.Algebra.EuclideanDomain.Int,Algebra,0.125,0.1069,1.0,0.0,0.1803,9
polydiv,algebra,Mathlib.Algebra.EuclideanDomain.Basic,Algebra,0.125,0.1026,1.0,0.0,0.1785,10
interval,algebra,Mathlib.Algebra.Order.Ring.Interval,Algebra,0.5,0.248,1.0,0.0,0.3492,1
interval,algebra,Mathlib.Algebra.Order.Interval.Basic,Algebra,0.5,0.2068,1.0,0.0,0.3327,2
interval,algebra,Mathlib.Algebra.Order.Interval.Multiset,Algebra,0.5,0.1912,1.0,0.0,0.3265,3
interval,algebra,Mathlib.Algebra.Order.Interval.Set.Monoid,Algebra,0.4,0.22,1.0,0.0,0.308,4
interval,algebra,Mathlib.Algebra.Order.Interval.Set.Instances,Algebra,0.4,0.2148,1.0,0.0,0.3059,5
interval,algebra,Mathlib.Algebra.Order.Group.Pointwise.Interval,Algebra,0.4,0.2006,1.0,0.0,0.3002,6
interval,algebra,Mathlib.Order.Filter.Interval,Order,0.6667,0.2486,0.0,0.0,0.2994,7
interval,algebra,Mathlib.Algebra.Order.Interval.Set.Group,Algebra,0.4,0.1949,1.0,0.0,0.2979,8
interval,algebra,Mathlib.Order.Interval.Lex,Order,0.6667,0.2339,0.0,0.0,0.2936,9
interval,algebra,Mathlib.Algebra.Order.Interval.Finset.Basic,Algebra,0.4,0.1783,1.0,0.0,0.2913,10
qpoly,algebra,Mathlib.RingTheory.Polynomial.HilbertPoly,RingTheory,0.1111,0.3541,1.0,0.0,0.275,1
qpoly,algebra,Mathlib.RingTheory.Polynomial.Quotient,RingTheory,0.3333,0.1703,1.0,0.0,0.2681,2
qpoly,algebra,Mathlib.Algebra.Polynomial.Monic,Algebra,0.2,0.2119,1.0,0.0,0.2448,3
qpoly,algebra,Mathlib.Algebra.Polynomial.Basis,Algebra,0.2,0.1627,1.0,0.0,0.2251,4
qpoly,algebra,Mathlib.Algebra.Polynomial.SpecificDegree,Algebra,0.1429,0.0897,1.0,0.2,0.2187,5
qpoly,algebra,Mathlib.Algebra.Polynomial.Splits,Algebra,0.2,0.0981,1.0,0.0909,0.2174,6
qpoly,algebra,Mathlib.Algebra.Polynomial.Smeval,Algebra,0.2,0.1405,1.0,0.0,0.2162,7
qpoly,algebra,Mathlib.Algebra.Polynomial.Reverse,Algebra,0.2,0.1405,1.0,0.0,0.2162,8
qpoly,algebra,Mathlib.Algebra.Polynomial.Lifts,Algebra,0.2,0.1405,1.0,0.0,0.2162,9
qpoly,algebra,Mathlib.Algebra.Polynomial.Homogenize,Algebra,0.2,0.1405,1.0,0.0,0.2162,10
archimedean,algebra,Mathlib.Algebra.Order.Ring.Archimedean,Algebra,0.25,0.2377,1.0,0.0,0.2701,1
archimedean,algebra,Mathlib.Algebra.Order.Module.Archimedean,Algebra,0.25,0.2232,1.0,0.0,0.2643,2
archimedean,algebra,Mathlib.Algebra.Order.Archimedean.Basic,Algebra,0.25,0.218,1.0,0.0,0.2622,3
archimedean,algebra,Mathlib.Algebra.Order.Archimedean.Hom,Algebra,0.25,0.2067,1.0,0.0,0.2577,4
archimedean,algebra,Mathlib.Algebra.Order.Archimedean.Class,Algebra,0.25,0.2057,1.0,0.0,0.2573,5
archimedean,algebra,Mathlib.Algebra.Order.Archimedean.Submonoid,Algebra,0.25,0.1963,1.0,0.0,0.2535,6
archimedean,algebra,Mathlib.RingTheory.Valuation.Archimedean,RingTheory,0.2,0.2125,1.0,0.0,0.245,7
archimedean,algebra,Mathlib.Algebra.Order.Archimedean.IndicatorCard,Algebra,0.1667,0.1776,1.0,0.0,0.221,8
archimedean,algebra,Mathlib.Data.Real.Archimedean,Data,0.3333,0.2324,0.0,0.0,0.193,9
archimedean,algebra,Mathlib.Topology.Algebra.Order.Archimedean,Topology,0.25,0.2043,0.0,0.0,0.1567,10
countalg,algebra,Mathlib.LinearAlgebra.Countable,LinearAlgebra,0.4,0.4228,1.0,0.0,0.3891,1
countalg,algebra,Mathlib.CategoryTheory.Countable,CategoryTheory,0.1667,0.4956,0.0,0.0,0.2483,2
countalg,algebra,Mathlib.Data.Set.Countable,Data,0.2,0.427,0.0,0.0,0.2308,3
countalg,algebra,Mathlib.Data.Countable.Basic,Data,0.2,0.3741,0.0,0.0,0.2097,4
countalg,algebra,Mathlib.Data.Countable.Defs,Data,0.2,0.3622,0.0,0.0,0.2049,5
countalg,algebra,Mathlib.Data.Countable.Small,Data,0.2,0.3566,0.0,0.0,0.2026,6
countalg,algebra,Mathlib.Tactic.DeriveCountable,Tactic,0.1667,0.3267,0.0,0.0,0.1807,7
countalg,algebra,Mathlib.Algebra.Symmetrized,Algebra,0.25,0.0123,1.0,0.0,0.1799,8
countalg,algebra,Mathlib.Algebra.Quandle,Algebra,0.25,0.0123,1.0,0.0,0.1799,9
countalg,algebra,Mathlib.Algebra.Divisibility.Basic,Algebra,0.2,0.0032,1.0,0.0909,0.1794,10
